phone,website,location,moreInfoLink,name,startDate,venue,price,description,endDate
602-953-2993,http://www.geoffreyj.com,"4541 E. Cactus Road Phoenix, AZ, 85032",http://www.azcentral.com/thingstodo/music/Geoffrey_J._507281889865,Geoffrey J.,06/15/2010,Paradise Lounge,No cover,"This Tucson singer-songwriter's roots-rock sound draws on everyone from Bob Dylan to John Hiatt. Performing the bluesy rock tunes from his two albums, ""Pennington Place"" and ""A Fly On the Wall,"" Geoffrey J. also takes on a host of cover tunes.",06/15/2011
480-505-3668,http://www.ricardogriego.com,"15205 N. Kierland Blvd. Scottsdale, AZ, 85254",http://www.azcentral.com/thingstodo/music/Ricardo_Griego_263767311594,Ricardo Griego,04/10/2010,Tommy Bahama's Restaurant & Bar,Free,"Combining Latin rhythms, flamenco texture and classical training, this New Mexican guitarist performs songs off his latest album, ""Passages."" Performing Saturday nights.",03/07/2020
602-262-4734,http://www.radiophoenix.org,"444 N. Central Ave. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/&quot;Lunch_Unplugged&quot;_906828741548,"""Lunch Unplugged""",,Civic Space Park,Free,"Each Thursday from Jan. 28 through April 29, the Civic Space Park is home to a free showcase of local musicians playing acoustic and rhythmic sets. Performers will change each week, with Clinton Switzer scheduled on Jan, 28, Vanessa Atalanta on Feb. 2, Ree Barto on Feb. 11 and Noel Boado on Feb. 18. More information available online.",
602-795-7480,http://www.portlandsphoenix.com/,"105 W. Portland St. Phoenix, AZ, 85003",http://www.azcentral.com/thingstodo/music/Live_Music_Saturdays_108365654021,Live Music Saturdays,,Portland's,"No cover, menu items vary","Every Saturday night, this downtown Phoenix restaurant features acoustic performances by a rotating list of Valley musicians, including Betsy Ganz, Shelby James and Jeff Schnuck.",
602-840-5282,http://www.mamajavascoffeehouse.com,"3619 E. Indian School Road Phoenix, AZ, 85018",http://www.azcentral.com/thingstodo/music/Open_Mike_183840258963,Open Mike,,Mama Java's Coffeehouse,Free,Share your talent or watch local performers.,
602-852-3939,http://www.waltrichardsonmusic.com,"3939 E. Campbell Avenue Phoenix, AZ, 85018",http://www.azcentral.com/thingstodo/music/Walt_Richardson_151971557319,Walt Richardson,,Postino Arcadia Winecafe,Free,"This local singer-songwriter has been a favorite on the Phoenix music scene for years, and now he's calling Postino Arcadia home Sunday afternoons. Richardson plays a rousing mix of folk, rock and reggae, including tunes from his latest album, ""Silent Artists.""",
602-997-9795,http://www.fiddlersdream.org,"1702 E. Glendale Ave. Phoenix, AZ, 85020",http://www.azcentral.com/thingstodo/music/Open_Stage_Night_730417542745,Open Stage Night,,Fiddler's Dream Coffeehouse,$3,Doors open at 7 p.m. Open stage for performers.,
480-966-9565,http://www.thesailinn.com,"26 S. Farmer Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Whiskey_Wednesdays_998387957175,Whiskey Wednesdays,,Sail Inn,Free,Local folk group the Carey Slade band entertains the happy hour crowd with folk covers and originals.,
480-929-9500,http://www.rulabula.com,"401 S. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Open_Mike_297336819578,Open Mike,,Rúla Búla,Free,With Walt Richardson.,
602-505-2067,http://www.myspace.com/collegedropoutsaz,"560 S. College Avenue Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Saturday_Night_Live_Music_444784621842,Saturday Night Live Music,02/13/2010,College Dropouts,$2,"Live bands take over this Tempe bar every Saturday night, and guests can enjoy a $2 domestic bottles special. Local rock bands Crazy Cover Keith, Blood from Stone and 49 til Midnight perform. Check Web site for schedule.",02/21/2032
480-945-6346,http://winfieldscafe.com,"7025 E. Osborn Road Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/Live_Acoustic_Music_448787940338,Live Acoustic Music,,First Baptist Church of Scottsdale,Free,"Live music and entertainment is offered on Friday nights. The coffee house is open on the campus of First Baptist Church of Scottsdale with Nancy Gee performing live jazz June 19, and Rod DiGiovanni playing acoustic folk/country on June 26.",
480-970-4099,http://www.myspace.com/elvisbeforenoon,"7134 E. Stetson Drive, Suite 200 Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/Daylon_Greer_772662488158,Daylon Greer,,Estate House,No cover,"The lead singer of local band Elvis Before Noon, Greer specializes in the kind of indie-rock power-pop that landed Tempe bands like the Refreshments and Gin Blossoms on the national stage in the 1990s.",
480-947-8777,http://www.azeats.com/cafecarumba/,"7303 E. Indian School Road Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/Holly_Kirsten_366322294218,Holly Kirsten,,Cafe Carumba!,Free,"This pop/rock/folk singer is influenced by female singers from Loretta Lynn to Tori Amos. She performs covers and original song such as ""Roll with the Punches"" and ""No Because."" For age 21 and older.",
480-966-0707,http://www.910liveaz.com,"910 N. McClintock Drive Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Battle_of_the_Bands_957739424013,Battle of the Bands,,910 Live,$5,"Every Thursday night, this Tempe music venue transforms into one of the hottest places to hear local music, with three bands facing off for a chance to win $1000 cash.",
480-967-1040,http://www.myspace.com/straycatbar,"2433 E. University Drive Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Open_Mic_with_George_Hughes_631820747099,Open Mic with George Hughes,,Stray Cat Bar and Grill,"No cover, menu items vary","Hosted by local alternative acoustic songwriter George Hughes, this Monday night open-mic welcomes all local musicians and bands. Artists must bring their instruments and be prepared to play.",
602-992-1122,http://www.fatsospizza.com,"3131 E. Thunderbird Road Phoenix, AZ, 85032",http://www.azcentral.com/thingstodo/music/Open_Mic_Night_613269604661,Open Mic Night,,Fatso's Pizza,Free,"Every Thursday night, this north Phoenix restaurant offers local musicians a place to show off their talent. All genres are welcome.",
602-992-1007,http://www.joesgrotto.com,"13825 N. 32nd St. Phoenix, AZ, 85032",http://www.azcentral.com/thingstodo/music/Acoustic_Open_Mike_Night_747093930883,Acoustic Open Mike Night,,Joe's Grotto,Free,Open mike night for acoustic musicians.,
602-992-1007,http://www.joesgrotto.com,"13825 N. 32nd St. Phoenix, AZ, 85032",http://www.azcentral.com/thingstodo/music/Band_Open_Mike_411113556205,Band Open Mike,,Joe's Grotto,Free,Bands are invited to perform.,
480-444-1234,http://scottsdale.hyatt.com,"7500 E. Doubletree Ranch Road Scottsdale, AZ, 85258",http://www.azcentral.com/thingstodo/music/Mosaico_823706229983,Mosaico,,Hyatt Regency Scottsdale Resort and Spa at Gainey Ranch,Free,"This Arizona flamenco group performs original music inspired by the sounds of Spain, Latin America and the Caribbean. Incorporating guitar, bass, flute, violin, piano and percussion, the group adds a taste of the Southwest to their performance. Performing in the hotel's lobby bar.",
602-867-0984,http://www.dublinerpub.com,"3841 E. Thunderbird Road Phoenix, AZ, 85032",http://www.azcentral.com/thingstodo/music/Open_Mike_586912922175,Open Mike,,Dubliner Irish Pub and Restaurant,Free,Open mike for acoustic performers.,
480-464-8030,http://www.myspace.com/zedsdead86,"1423 S. Country Club Drive Mesa, AZ, 85210",http://www.azcentral.com/thingstodo/music/Open_Mic_Night_168649265606,Open Mic Night,,Goat Head Saloon,,This is an Acoustic and Electric open mic with a drum kit provided.,
480-948-9010,http://www.ztejas.com,"10625 N. Tatum Blvd. Phoenix, AZ, 85028",http://www.azcentral.com/thingstodo/music/Joey_Arroyo_Duo_586006939025,Joey Arroyo Duo,,Z'Tejas Grill,Price of menu items,"The Joey Arroyo band is a quartet that has shared the stage with names such as Sara Bareilles, Ben Kenney, Roger Clyne and the Peacemakers and Rocco Deluca. Performing as a duo, Arroyo on guitar and his drummer, using brushes, break it down acoustically to play covers and originals for the patrons at Z'Tejas Grill.",
623-930-3530,http://www.glendaleaz.com/library,"19055 N. 57th Ave. Glendale, AZ, 85308",http://www.azcentral.com/thingstodo/music/Live_Music_308454883571,Live Music,,Foothills Branch Library,Free,Each week various performers exhibit their musical genres and styles. The family-friendly concerts range from world music to acoustic shows.,
480-609-8677,http://www.skepticalchymist.com,"15688 N. Pima Road Scottsdale, AZ, 85260",http://www.azcentral.com/thingstodo/music/Mike_Mercier_966924824813,Mike Mercier,,Skeptical Chymist,Free,The acoustic rock guitarist performs.,
480-833-1950,http://www.dirtygoat.com,"1734 E. Main St. Mesa, AZ, 85203",http://www.azcentral.com/thingstodo/music/Open_Mike_Night_676995088044,Open Mike Night,,Smokey's Bar & Grill,Free.,Play solo or jam with other musicians.,
623-935-2604,http://www.groundxcontrol.com,"14140 W. Indian School Road, Suite B-1 Goodyear, AZ, 85395",http://www.azcentral.com/thingstodo/music/Live_Music_111489512223,Live Music,,Ground Control Coffee and Wine Bar,,Bands play music. Call for more information.,
480-538-8008,http://www.cocomojoes.com/,"28244 N. Tatum Blvd. Cave Creek, AZ, 85331",http://www.azcentral.com/thingstodo/music/Open_Mike_819015850236,Open Mike,,Cocomo Joe's,Free,Open to everyone.,
480-807-5301,,"6209 E. Main St. Mesa, AZ, 85205",http://www.azcentral.com/thingstodo/music/Open-Mike_Night_919622388220,Open-Mike Night,,Rock N’ Skies,,For acoustic performers. Bands welcome Thursdays.,
480-488-3317,http://www.silverspursaloon.com,"6245 E. Cave Creek Road Cave Creek, AZ, 85331",http://www.azcentral.com/thingstodo/music/Open_Mike_Night_650260931579,Open Mike Night,,Silver Spur Saloon,Free,,
480-671-4328,http://www.dirtygoat.com,"8654 E. Topaz Drive Gold Canyon, AZ, 85218",http://www.azcentral.com/thingstodo/music/Acoustic_Jam/Open_Mike_Night_224796622548,Acoustic Jam/Open Mike Night,,Firehouse Bar & Grill,Free.,Perform with Tommy Grills.,
602-275-8565,,"1420 N. 24th St. Phoenix, AZ, 85008",http://www.azcentral.com/thingstodo/music/La_Casa_del_Mariachi_390738237547,La Casa del Mariachi,,La Casa del Mariachi,Free,"Exuberant mariachi music accompanies exuberant Mexican fare at this Valley secret. The menu is focused on seafood, but it's the authentic mariachi music and dancing that draws the crowds on the weekends. A perfect place to take out of town visitors.",
602-252-8848,http://www.heard.org,"2301 N. Central Ave. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Clan/Destine_535878569758,Clan/Destine,,Heard Museum,Free,"Native American Music Award winning band, Clan/Destine won Best Pop/Rock category in 1999 for the band's sophomore release, “Deeply Rooted.” Playing “ModerNative,” which has been called the new genre of music, is a tasty blend of funk, country and reggae mixed into a rock base. Come check it out. Part of the Native Plus You Third Friday series at the Heard.",
480-460-1528,http://www.babalooscubancafe.com,"1241 E. Chandler Blvd., Suite 127 Phoenix, AZ, 85044",http://www.azcentral.com/thingstodo/music/Babaloo's_Live_Music_948165894157,Babaloo's Live Music,,Babaloos Cuban Cafe,Menu prices,Experience the sounds of Cuba with bands Arroz Con Mango performing Thursdays and Mosaic Trio performing Saturdays.,
602-253-6081,http://www.seamusmccaffreys.com,"18 W. Monroe St. Phoenix, AZ, 85003",http://www.azcentral.com/thingstodo/music/Irish_Sessions_with_Sven_Henrich_991775225653,Irish Sessions with Sven Henrich,,Seamus McCaffrey's Irish Pub,Free,Irish musicians are invited to jam with Sven Henrich.,
602-229-1150,http://www.tranzylvania.net/,"710 N. Central Ave. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/DJ_Roberto_874940303036,DJ Roberto,,Palazzo,$10,"Spins salsa, merengue, bachata and cumbia. Ages 18 and older after 2:15 a.m. Dress is fashionable.",
602-254-0231,http://www.karambanightclub.com,"1724 E. McDowell Road Phoenix, AZ, 85006",http://www.azcentral.com/thingstodo/music/Kaliente_Sundays_969692693528,Kaliente Sundays,,Karamba,Free,"Top 40 Latin Videos of salsa, merengue, cumbia, rock and pop en español with DJ Miguel.",
602-254-0231,http://www.karambanightclub.com,"1724 E. McDowell Road Phoenix, AZ, 85006",http://www.azcentral.com/thingstodo/music/Vaquero_Thursdays_888434393506,Vaquero Thursdays,,Karamba,Free,"Dance to cumbia, nortena, banda, and pop en Español with DJ Miguel. Dress in Western attire.",
602-254-0231,http://www.karambanightclub.com,"1724 E. McDowell Road Phoenix, AZ, 85006",http://www.azcentral.com/thingstodo/music/Kaliente_Saturdays_947471490359,Kaliente Saturdays,,Karamba,$5; free before 10 p.m.,"Top 40 Latin videos of salsa, merengue, cumbia, rock and pop en español with DJ Tranzo. From 2 to 4 a.m., high-energy Latin house with DJ Melo.",
602-254-0231,http://www.karambanightclub.com,"1724 E. McDowell Road Phoenix, AZ, 85006",http://www.azcentral.com/thingstodo/music/Vertigo_Fridays_922554928643,Vertigo Fridays,,Karamba,$5; free before 10 p.m.,"Top 40 Latin videos of Latin dance, reggaeton, salsa, merengue, cumbia, rock and pop en espanol with DJ Tranzo. From 2 to 4 a.m., high-energy Latin house with DJ Melo.",
602-254-0231,http://www.karambanightclub.com,"1724 E. McDowell Road Phoenix, AZ, 85006",http://www.azcentral.com/thingstodo/music/Karamba_132264165703,Karamba,,Karamba,,"Happy hour from 4-9 p.m. Vaquero Thursdays and El Show de Susana from 9 p.m.-2 a.m. with no cover and $3 pitcher beer bust. Vertigo Fridays from 9 p.m.-4 a.m. (18 and older after 2 a.m.) with Latin dance and reggaeton and $4 draft beer pitchers. 18 and older after 2 a.m. Kaliente Saturdays from 9 p.m.-4 a.m. (18 and older after 2 a.m.) with DJ Tranz before 2 a.m. and high-energy Latin house after 2 a.m. and no cover before 10 p.m. Kaliente Sundays from 9 p.m.-2 a.m. features Diamond and her show and DJ Melo, no cover and $3 pitcher beer bust.",
602-277-5999,,"40 E. Camelback Road, Suite 102 Phoenix, AZ, 85012",http://www.azcentral.com/thingstodo/music/Cascabel_184332634587,Cascabel,,Johnny's Uptown Restaurant and Music Club,Free,"The band plays Latin jazz, cumbias, rock en Español and salsa.",
480-593-5639,http://www.salsa.meetup.com/181,"2515 N. Scottsdale Road Scottsdale, AZ, 85257",http://www.azcentral.com/thingstodo/music/Salsa_Miami-Style_Dance_651624241425,Salsa Miami-Style Dance,,La Taverna Mexican Grill and Cantina,$10,Beginning and intermediate salsa dance lessons with live music.,
480-429-7674,http://www.myspace.com/clubrainaz,"1420 N. Scottsdale Road Scottsdale, AZ, 85257",http://www.azcentral.com/thingstodo/music/Club_Rain_743213362006,Club Rain,,Club Rain,,"A Scottsdale address without the Scottsdale hype, Club Rain brings a fresh concept and Latino twist to the city. Check out traditional and Latin-influenced events, the red-roped VIP lounge and numerous plasma TVs. Hours and days open may vary.",
