phone,zipCode,title,picture,webSite,address,city,startDate,venue,description,email,endDate,state
305-451-4450,33037.0,Weddings in the Florida Keys are great,http://cdn.fldataengine.milesmedia.com/fldataengine/appmedia/images/26/26861/26861_73x73.jpg,http://www.baysidekeylargo.com,99490 Overseas Hwy.,Key Largo,03/04/10,Bayside Inn Key Largo,"Bayside Inn Key Largo is&nbsp;a &quot;mid-boutique&quot; property located in the heart of&nbsp;beautiful Key Largo.&nbsp; Conveniently located&nbsp;close to&nbsp;John Pennekamp Coral Reef State Park (only living -coral barrier reef in the U.S), the destination offers&nbsp;unprecedented&nbsp;diving, boating,&nbsp;fishing, nature trails, swim with dolphin programs and more!&nbsp;&nbsp;&nbsp; <br />  <br />  Bayside Inn is set directly on the water and amongst&nbsp;a collection of native coconut and bamboo palm trees.&nbsp;&nbsp;Our 56 guest room hotel features newly renovated&nbsp;accommodations, each with 42&quot; Plasma TV, refrigerator, microwave, tile flooring and complimentary wireless internet.&nbsp; Enjoy our daily continental breakfast (served in the lobby) at no additional cost. <br />  <br />  We invite you to engage in our unique and special property and look forward to hosting you soon.",info@baysidekeylargo.com,03/04/11,FL
,33408.0,Yoga On The Beach,,http://www.macarthurbeach.org,10900 Jack Nicklaus Dr.,North Palm Beach,12/06/07,John D. MacArthur Beach State Park,"A sanctuary for native plants and animals in the center of a major metropolitan area. Visitors can explore both maritime hammock and mangrove communities. A 1,600-foot boardwalk spans Lake Worth Cove. Free tram service to and from beach. Snorkel or swim from the beach to view the rock reef. The Nature Center contains exhibits, displays and a video interpreting the barrier island's plant and animal communities. Nature trails, butterfly garden, kayak tours and rentals.",,12/06/11,FL
,33408.0,Bluegrass Music,,http://www.macarthurbeach.org,10900 Jack Nicklaus Dr.,North Palm Beach,12/16/07,John D. MacArthur Beach State Park,"A sanctuary for native plants and animals in the center of a major metropolitan area. Visitors can explore both maritime hammock and mangrove communities. A 1,600-foot boardwalk spans Lake Worth Cove. Free tram service to and from beach. Snorkel or swim from the beach to view the rock reef. The Nature Center contains exhibits, displays and a video interpreting the barrier island's plant and animal communities. Nature trails, butterfly garden, kayak tours and rentals.",,12/16/11,FL
,33405.0,Wednesday  Night Champagne Parties,http://cdn.fldataengine.milesmedia.com/fldataengine/appmedia/images/32/32731/32731_73x73.jpg,http://www.hotelbiba.com,320 Belvedere Rd.,West Palm Beach,06/04/08,Biba Hotel,"Hotel Biba is a relaxed boutique hotel with 41 stylish rooms each with a unique color scheme and modern interior design. Our historic 1939 building features the Bermuda Vernacular architecture of Belford Shoumate and the chic interiors of Barbara Hulanicki.&nbsp;In 2008 Hotel Biba was designated as a One Palm Certified member of the State of Florida's Green Lodging Program, and we proudly feature Green products and services.&nbsp;Offering every guest the comfort of plush Italian Anichini bed and bath linens, pillow top mattresses, down duvets, and down pillows. All of our soaps, shampoos, lotions and aromatherapy products are&nbsp;GreenNatura pure botanicals. Our guests can start the morning relaxing at our 50 foot lap pool or in our Asian gardens with a continental breakfast consisting of fresh locally baked Cuban pastries, locally grown organic citrus, granola and locally roasted coffees. After a full day of events, one can enjoy the candle lit ambiance of the Biba Bar and an eclectic Palm Beach crowd. Biba Bar features live jazz as well as deep house music creating a unique and intimate atmosphere. Join us for our&nbsp;Wednesday &nbsp;Night Champagne Parties featuring our house DJ till the wee hours and our cozy Friday Night Live Jazz. Located in the historic El Cid District of West Palm Beach, the hotel is&nbsp;two miles from the Palm Beach International Airport (PBI), 1.5 miles from CityPlace and Clematis Street and&nbsp;two miles from South Florida&rsquo;s stunning beaches. Hotel Biba&rsquo;s central location makes traveling around the city convenient and fast. West Palm Beach&rsquo;s Kravis Center and the&nbsp;Cruzan Ampitheatre are just two of the nearby hot spots that foster the arts and add to Biba&rsquo;s lively vibes. Local culture can be enjoyed at two nearby museums; the Norton Museum of Art and the Armory Art Center.&nbsp;Nearby&nbsp;Activities include shopping at City Place, South Dixie Antique Row and Worth Avenue, sea kayaking at Peanut Island, cruising the Intracoastal by boat, visiting Norton Museum, snorkeling on the reefs off Palm Beach or simply relaxing by the pool. Our business center is available for all hotel guests and offers high-speed DSL Internet access, fax and other important small business tools. All of our public spaces and guest rooms feature complimentary Wi-Fi access.",generalmanager@hotelbiba.com,06/01/11,FL
,32922.0,Cocoa Village Brown Bag Jazz Lunch,,http://www.cocoavillage.com,Brevard (thru street),Cocoa,06/20/08,Historic Cocoa Village,"A revitalized historic district with more than 50 unique shops and restaurants. Including art galleries, antique stores, resort wear, bath, kitchen, children's items, home interior, 14 restaurants of varying fare. Located on the river, boardwalk and park with water fountain for kids.&nbsp; Take a scenic river road drive, walk or bike or drop a fishing line in the river. Rent a catamaran for the ultimate scenic tour of the Indian River. Farmer's Market Wed., Brown Bag Jazz Lunch, Fri. at 11:30 a.m. - 1:30 p.m. Stay an hour, stay the day, discover Cocoa Village.&nbsp;Relax, enjoy. On the National Register of Historic Places: Porcher House, Derby Street Chapel (schedule your wedding or reception here); also Cocoa Village Playhouse.&nbsp;The state headquarters of the Florida&nbsp;Historical Society and Printing Press is located in Cocoa Village.&nbsp;Our July 4th celebration hosts the professional Brevard Symphony Orchestra for a free concert followed by fireworks over the Indian River.&nbsp;Hosting&nbsp;four art &amp; craft fairs each year and two art gallery walks.&nbsp;Visit&nbsp;their website&nbsp;for more information.",cocoavillage@bellsouth.net,06/17/11,FL
,33957.0,"How, When & Where To Find Shells Workshop",,http://www.shellmuseum.org,3075 Sanibel-Captiva Rd.,Sanibel Island,07/01/08,The Bailey-Matthews Shell Museum,"Sanibel &amp; Captiva are considered the shelling capital of North America. More than 300 species of shells can be found in the shallow water surrounding the islands.<br /> <br /> The Bailey-Matthews Shell Museum is the only museum in the country dedicated entirely to shells. Over thirty exhibits tell the story of mollusks from around the world. Exhibits are devoted to shells in art&nbsp;and history, shell habitats, rare specimens, fossil shells and common Southwest Florida shells. Two live mollusk videos alternate continuously every 30 minutes.<br /> <br /> Children are mesmerized by the children&rsquo;s learning lab featuring a hands-on play area&nbsp;and a &ldquo;live tank&rdquo; with indigenous mollusks. This area provides a golden opportunity for children to experience the museum rather than merely observing exhibits. A half-hour video, Mollusks in Action, is shown on the hour&nbsp;and a children's video is shown continuously.<br /> <br /> The museum is passionate about children&rsquo;s education. The goal is for the museum to come alive as an exciting learning center instead of just a building. <br /> <br /> Young girls are in awe when they discover that at one time shells were used as money and a bride&rsquo;s value was calculated &ldquo;in shells.&rdquo; Many children stare in disbelief when learning that shells are actually made by a creature and the creature has a self propelling foot, a mouth and in the case of scallops, even eyes. <br /> <br /> Summer Camps, Mommy and Me Play Sessions, a Youth Docent Program, half-day workshops, and a puppet theater are designed to help children discover the wonder of the world of shells. Children can even &ldquo;shell-a-brate&rdquo; their birthdays at the museum. <br /> <br /> An exquisite gift shop offers a wide variety of unique shell-themed gifts including books, ceramics, clothing, toys&nbsp;and fine jewelry. <br /> <br /> Open daily from 10 a.m.&nbsp;- 5 p.m. Thanksgiving, Christmas, New Year&rsquo;s, Easter and the first Sunday in March are the only days the museum is closed. Admission is $7.00 for adults seventeen and up, $4.00 for youth&nbsp;five&nbsp;- 16 years of age and children four and under are free.&nbsp;Located&nbsp;close to &ldquo;Ding&rdquo; Darling National Wildlife Refuge. Call for program information or to register for classes.&nbsp;Visit&nbsp;their website&nbsp;for more information and a complete listing of programs and events.",khoover@shellmuseum.org,05/17/11,FL
,34236.0,Venice Downtown Farmer\'s Market,http://cdn.fldataengine.milesmedia.com/fldataengine/appmedia/images/4/4267/4267_73x73.jpg,http://www.gobeyondthebeaches.com,701 N. Tamiami Trl.,Sarasota,07/05/08,Sarasota & Her Islands Convention & Visitors Bureau,"With a backdrop of stunning beaches and Gulf sunsets, Sarasota &amp; Her Islands offer a treasure trove of arts, heritage and nature-based attractions. Audiences flock to professional performances, while art and history buffs take a journey through time at fascinating museums and historical sights. Outdoor enthusiasts enjoy fishing and boating Sarasota Bay, as well as viewing wildlife at one of Florida's largest state parks.",kdefebo@sarasotafl.org,07/02/11,FL
,34236.0,Downtown Sarasota Farmer\'s Market,http://cdn.fldataengine.milesmedia.com/fldataengine/appmedia/images/4/4267/4267_73x73.jpg,http://www.gobeyondthebeaches.com,701 N. Tamiami Trl.,Sarasota,07/05/08,Sarasota & Her Islands Convention & Visitors Bureau,"With a backdrop of stunning beaches and Gulf sunsets, Sarasota &amp; Her Islands offer a treasure trove of arts, heritage and nature-based attractions. Audiences flock to professional performances, while art and history buffs take a journey through time at fascinating museums and historical sights. Outdoor enthusiasts enjoy fishing and boating Sarasota Bay, as well as viewing wildlife at one of Florida's largest state parks.",kdefebo@sarasotafl.org,07/02/11,FL
,33707.0,Gulfport Goes Green,,http://www.seabreezemanor.com,5701 Shore Blvd. S.,Gulfport,12/27/08,Sea Breeze Manor Bed & Breakfast Inn,"Waterfront Bed and Breakfast nestled in the artist community of Gulfport within walking distance to over 30 shops, restaurants and services.&nbsp;&nbsp;Each suite has&nbsp;spacious inside sitting areas and private balconies out into the tropical garden or with a bay view, private bathrooms, and TV/VCR/CD/Wifi.&nbsp; For those who like to travel with their pets, there are&nbsp; two dog friendly cottages with private patios.&nbsp; Enjoy a full breakfast watching the sun rise on the bay from our watefront balcony or&nbsp;salute the sunset with&nbsp;complimentary Port, Sherry, and snacks.&nbsp; <br />  <br />  There is always something happening in Gulfport from live entertainment to the highly popular Art walk every first Fri. and&nbsp;third Sat. of the month. Tucked inbetween St. Petersburg and St. Pete Beach this is the perfect place to enjoy all the Tampa/St. Petersburg/Gulf Beaches area has to offer without the crowds. <br />  <br />  The Manor is a beautiful place for a wedding.&nbsp; Make the dramatic entrance to the tropical garden from the second floor balcony, say your vows under the jasmine covered gazebo, take&nbsp;your official photos on the beach&nbsp;and dance the night away under the stars.&nbsp;",rsvp@seabreezemanor.com,12/27/12,FL
,32746.0,Celebrating the Arts: Fourth Fridays!,,http://www.visitseminole.com,1000 AAA Drive,Heathrow,05/22/09,Seminole County Convention and Visitors Bureau,"In the heart of Central Florida, Seminole County is quickly becoming a favorite destination. Whether you're looking for a newer hotel, at a better rate, the enjoyment of the natural wonders of a true Florida vacation, fine dining, miles of crystal clear rivers and wilderness trails, superb golf courses or simply to relax your mind and soul in our charming historic villages - it's easy to see why Seminole County is Florida's Natural Choice.<br />  <br />  Located between the theme parks of Central Florida and the beautiful Treasure Coast beaches, access to Seminole County is a breeze. Whether visitors fly into hassle-free Sanford-Orlando International Airport or Orlando International, or arrive by Amtrak or by vehicle on I-4, the excitement is only a short hop away.<br />  <br />  Visitors find many of the same flagship hotels and amenities as in Orlando, but often for a significantly lower rate. In addition to the excellent hotels that our guests currently enjoy, Seminole County has recently opened new hotels including a Hyatt Place, Residence Inn and a Westin.<br />  <br />  Seminole County boasts 2,000 freshwater lakes and clear running rivers that create an abundance of outdoor activities. From kayaking to fishing, boating and hiking, the Wekiva River, Wekiva Springs State Park and other areas have become popular attractions. Showing a wilder side, flat-bottom airboats propel riders on an exhilarating trip in search of alligators and wildlife. A great new attraction located at the Central Florida Zoo and Botanical Gardens is ZOOm Air Adventures - an aerial adventure course that allows visitors to explore the tree tops from an animal's perspective. The only course of its kind in the United States, ZOOm Air is completely environmentally friendly and goes well beyond the usual zip line courses. For the less adventurous, the 1940's style Rivership Romance hosts luncheon and moonlight dinner cruises on the tranquil St. Johns River. Alternatively, the area hosts several golf courses, great antique shopping and charming villages with restaurants and nightlife for every taste.<br />  <br />  Surrounded by the beauty of natural Florida, Seminole County offers the classic Florida experience.",SSears@seminolecountyfl.gov,05/22/11,FL
