phone,website,title,contactEmail,moreInfoLink,startDate,endTime,fullAddress,description,venue,startTime,image,endDate
,http://www.deprc.org,Delaware Children's Mental Health Awareness Week 2011: Behaviorial Health Forum,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Delaware-Childrens-Mental-Health-Awareness-Week-2011-Behaviorial-Health-Forum/event/14076/,,5:00 pm,"1570 N. DuPont Hwy., 				Dover, DE","<p>Forum topic: &quot;Working Together to Build Healthy &amp; Resilient Families &amp; Communities.&quot; Workshops, keynote speakers &amp; panel discussion.<p>The Delaware Department of Services for Children, Youth &amp; Their Families: Division of Prevention &amp; Behavioral Health Services presents Delaware Children's Mental Health Awareness Week, May 2-6.",Sheraton Dover Hotel,8:00 am,,
,http://www.phillyseaport.org,Seafarin' Saturday: “Safe Boating on the River”,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Seafarin-Saturday-Safe-Boating-on-the-River/event/13615/,05/21/2011,3:00 pm,"211 S. Columbus Blvd. & Walnut St., 		Penn’s Landing, 		Philadelphia, PA","<p>In conjunction with Safe Boating Day and Delaware River Day, participate in a life preserver ring toss game. Outside the Museum, observe the Blessing of the Fleet, a tradition that began centuries ago to ensure a safe &amp; bountiful sailing season.",Independence Seaport Museum,1:00 pm,,
,http://www.deprc.org,Delaware Children's Mental Health Awareness Week 2011: Youth Celebration,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Delaware-Childrens-Mental-Health-Awareness-Week-2011-Youth-Celebration/event/14077/,,7:30 pm,"1570 N. DuPont Hwy., 				Dover, DE","<p>Youth leadership skills workshop, youth achievement awards, age-appropriate art projects, live entertainment by Delaware School of Rock &amp; a light meal.<p>To nominate a youth in your community, visit www.deprc.org<p>The Delaware Department of Services for Children, Youth &amp; Their Families: Division of Prevention &amp; Behavioral Health Services presents Delaware Children's Mental Health Awareness Week, May 2-6.",Sheraton Dover Hotel,5:30 pm,,
,http://www.highlandshistorical.org,Highlands Community Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Highlands-Community-Day/event/13949/,05/22/2011,4:00 pm,"7001 Sheaff Lane, 				Fort Washington, PA","<p>Celebrate the beginning of summer during this family-friendly day. Colonial spinning demonstrations, historic children&rsquo;s games &amp; other activities for kids. Mansion &amp; garden tours and light refreshments.",The Highlands Mansion & Gardens,2:00 pm,,
610-642-1993,http://www.bmpc.org,Free Prenatal Music Class,er_ebeling@juno.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Free-Prenatal-Music-Class/event/13600/,05/23/2011,7:30 pm,"625 Montgomery Ave., 				Bryn Mawr, PA",<p>Volunteers needed to participate in a prenatal music pilot program! Opportunity for expectant parents to bond with your unborn baby.&nbsp; Siblings welcome.,Bryn Mawr Presbyterian Church,6:45 pm,,
215-643-1320,http://www.wvpl.org/programs,Guitar Story Time,sburdick@wvpl.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Guitar-Story-Time/event/13198/,05/30/2011,,"650 Skippack Pike, 				Blue Bell, PA","<p>Miss Michelle, the &quot;singing librarian,&quot; tells stories, sings songs &amp; leads children &amp; parents in sing-alongs. Mondays &amp; Fridays, 10:30am. Wednesdays, 4:30pm.",Wissahickon Valley Public Library,,,
302-571-9590,http://www.delart.org,Stroller Tours,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Stroller-Tours/event/13977/,05/19/2011,,"2301 Kentmere Pkwy., 				Wilmington, DE","<p>Enjoy lively gallery tours of the Museum&rsquo;s galleries while meeting other parent &amp; pre-toddler pairs. Single strollers, tandem strollers, &amp; front-carrying baby carriers permitted.<p>May 19, June 16, July 21 &amp; August 18.",Delaware Art Museum,10:30 am,,08/18/2011
610-388-1000,http://www.longwoodgardens.org,Kids Storytime at Longwood Gardens,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Kids-Storytime-at-Longwood-Gardens/event/14132/,04/11/2011,,"1001 Longwood Rd., 				Kennett Square, PA","<p>Learn about a garden-related topic through engaging activities. Enjoy a story &amp; make a craft. Ages 3-5. Mondays &amp; Tuesdays, 10am &amp; 10:45am.",Longwood Gardens,10:00 am,,05/17/2011
609-898-2300,http://www.hcsv.org,Village Sampler,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Village-Sampler/event/12380/,05/28/2011,4:30 pm,"720 Rte. 9, 				Cape May, NJ","<p>Visit this 19th century, open-air living history museum, for free. A selection of historic buildings will be open on this preview weekend.",Historic Cold Spring Village,10:00 am,,05/29/2011
302-571-9590,http://www.delart.org,Sunday Studio Series,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Sunday-Studio-Series/event/13976/,05/29/2011,2:30 pm,"2301 Kentmere Pkwy., 				Wilmington, DE",<p>Drop-in to the museum to experience a new art medium &amp; activity in the Children's Studio. Ages 3-12.,Delaware Art Museum,12:30 pm,http://www.metrokids.com/images/cache/e431c14fcc55559459410d43e1957694.jpeg,08/28/2011
,http://www.musicmonkeyjungle.com,Music Monkey Jungle @ The Children's Boutique,lori@musicmonkeyjungle.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Music-Monkey-Jungle-The-Childrens-Boutique/event/12101/,,,"1703 Walnut St., 				Philadelphia, PA","<p>Swing on over to The Children's Boutique for Music Monkey Jungle's interactive show weekly on Monday &amp; Thursday mornings. Sing, dance, laugh, play &amp; nosh on monkey-friendly munchies!",The Children's Boutique,10:30 am,http://www.metrokids.com/images/cache/af5c7e991c63d28073a18409578b5599.jpeg,
856-751-0994,http://www.tbsonline.org,Preschool Play Daze,gails@tbsonline.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Preschool-Play-Daze/event/13762/,,4:30 pm,"1901 Kresson Rd., 				Cherry Hill, NJ",<p>Come for an afternoon of play in our Noah's Ark Preschool Playroom during this parent/child program.,Temple Beth Sholom,3:30 pm,,
215-643-1320,http://www.wvpl.org/programs,Story-Guitar Time,sburdick@wvpl.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Story-Guitar-Time/event/13111/,01/31/2011,11:30 am,"650 Skippack Pike (Rte. 73), 				Blue Bell, PA","<p>Miss Michelle reads stories, plays her guitar &amp; leads children in a singalong. All ages welcome, with parents or caretakers.",Wissahickon Valley Public Library,10:30 am,http://www.metrokids.com/images/cache/c4499df37af9d24b595136e4aa27fac2.jpeg,05/30/2011
302-793-3046,http://www.destateparks.com,Stroller Rollers,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Stroller-Rollers/event/10455/,09/13/2010,,"800 Carr Rd., 				Wilmington, DE","<p>Bellevue is paved with paths &amp; areas to explore nature with your toddlers in strollers. Expand your child&rsquo;s cognitive &amp; interactive skills as you venture through the park &amp; learn how you can facilitate early learning experiences to teach an appreciation of nature. Enjoy fresh air, exercise &amp; social interaction. Meet at the children&rsquo;s train. Program may be cancelled due to inclement weather. Families with children ages 1-3.",Bellevue State Park,11:00 am,,05/23/2011
610-566-9134ext215,http://www.tylerarboretum.org,Teeny Tiny Trackers,jlandau@tylerarboretum.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Teeny-Tiny-Trackers/event/13234/,05/23/2011,11:00 am,"515 Painter Rd., 				Media, PA","<p>Nature programs include an  outdoor walk &amp; an indoor activity. Age 3. Children must be accompanied by an  adult.<p>Animal Homes, March 7. Read If You Were My Baby by Fran Hodkins &amp; go for a hike to look for animal homes.<p>Seeing is Believing, March 13. Search for spring flowers &amp; a bird's bathtub and meet tree families.<p>Move Like a Fox!, March 21. Learn how different animals move.<p>Bird Beaks, March 28. Learn about the many things birds can do with their beaks.<p>Animals are Sleeping, April 4. Read Animals are Sleeping by Suzanne Slade, then search for animal resting places.<p>A Tale of Tails, April 11. Listen to stories about animal tails.<p>Spring Colors, April 18. See the first flowers of spring.<p>Welcome Back Spring!, April 25. Use your senses to investigate weather, plants &amp; animals and experience how spring arrives at the Arboretum.<p>Nature Investigator, May 2. Explore the great outdoors and find the many textures &amp; colors of nature.<p>Listening to Nature, May 9. Listen for wind blowing, leaves rustling, boots crunching &amp; other nature sounds.<p>Mighty Trees, May 16. Read In a Nutshell by Joseph Anthony, then visit giant trees.<p>Ants!, May 23. Learn about &amp; search for busy ants.",Tyler Arboretum,10:00 am,,
215-581-3178,http://www.pleasetouchmuseum.org,You & Me Playdates,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/You-Me-Playdates/event/13358/,06/27/2011,11:00 am,"4231 Ave. of the Republic, 		Memorial Hall, Fairmount Park, 		Philadelphia, PA","<p>Kids &amp; parents can create music &amp; art together in joyful &amp; innovative hour-long workshops facilitated by museum educators. <p>Instrument Safari in March. Explore the world of musical instruments.<p>Storybooks Art &amp; Illustration, April. Jazz for Juniors, May. Young at Art, create art using toys, in June.",Please Touch Museum,10:00 am,,
302-781-3210,,Delaware Children's Mental Health Awareness Week 2011: Free Rita's Water Ice,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Delaware-Childrens-Mental-Health-Awareness-Week-2011-Free-Ritas-Water-Ice/event/14078/,,8:00 pm,DE,"<p>&quot;Get the scoop of mental health.&quot; Information sharing &amp; free water ice at participating Rita's:<p>&bull; 600 Newark Shopping Center, Newark, DE&bull; 1730 W. Newport Pike, Stanton, DE&bull; Community Plaza Shopping Center, Rte. 273, New Castle, DE&bull; Midway Galleria, 18701 Coastal Hwy., Rehoboth Beach, DE&bull; 124 N. DuPont Blvd., Smyrna, DE&bull; 2909 Concord Pike, Wilmington, DE&bull; 2222 Silverside Rd., Wilmington, DE&bull; 3230 Philadelphia Pike, Claymont, DE&bull; 7313 Lancaster Pike, Hockessin, DE&bull; 3730 Kirkwood Highway, Wilmington, DE<p>The Delaware Department of Services for Children, Youth &amp; Their Families: Division of Prevention &amp; Behavioral Health Services presents Delaware Children's Mental Health Awareness Week, May 2-6.",Participating Rita's throughout Delaware,6:00 pm,,
302-239-5160,http://www2.nccde.org/libraries/Hockessin/Youth/default.aspx,Explore & Discover Story Time,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Explore-Discover-Story-Time/event/13215/,08/23/2011,10:45 am,"1023 Valley Rd., 				Hockessin, DE","<p>Stories &amp;activities about math &amp; science concepts. Ages 3 &amp; up.Every other Tuesday, 10:15am.",Hockessin Library,10:15 am,,
610-566-9134ext215,http://www.tylerarboretum.org,Garden Sprouts,jlandau@tylerarboretum.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Garden-Sprouts/event/13260/,03/15/2011,2:00 pm,"515 Painter Rd., 				Media, PA","<p>Nature programs with stories, crafts &amp; hands-on activities introduce kids ages 4-5 to  the world of plants &amp; gardens. Children must be accompanied by an adult. <p>First Vegetables, March 15. Help us plant peas, beets &amp; cabbage in the garden, then plant a container to take home.<p>What Smells?, March 22. Go on a &quot;sniff hunt&quot; to find different smells in nature.<p>Tough Flowers, March 29. Join a flower hunt &amp; plant Johnny-Jump-Ups.<p>Buried Treasures, April 5. Learn what daffodils &amp; onions have in common as you dig up &amp; plant buried botanical treasures.<p>Plants in a Tiny Package, April 12. Learn all about seeds.<p>Roots &amp; Shoots, April 19. Discover how plants drink water.<p>Leafing Out, April 26. Discover the many shapes &amp; sizes of leaves, and which ones are good to eat.<p>Flower Power, May 3. Explore the beauty of flowers.<p>Twisters, Scramblers &amp; Climbers, May 10. Learn how vines reach for the sky as you plant some vegetable &amp; flower climbers.<p>Fruits and Veggies, May 17. Explore the many types of fruits &amp; enjoy a taste test.<p>Busy Bees, May 24. Learn how bees help flowers grow.",Tyler Arboretum,1:00 pm,,05/24/2011
,http://www.littlesproutsvillage.com,"Grow Veggie, Grow!",info@littlesproutsvillage.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Grow-Veggie-Grow/event/13835/,04/26/2011,11:00 am,"781 Hillsdale Rd., 				West Chester, PA",<p>Experience the magic of gardening as you sow seeds &amp; transplant small seedlings into the garden. Each class focuses on a different vegetable and will also include stories &amp; games.  Your child will take home his or her own vegetable plants along with &quot;veggie cards&quot; full of information about the vegetables and additional  gardening tips for assuring success. Ages 3-5.,Little Sprout's Village,9:30 am,http://www.metrokids.com/images/cache/806be497d1a3aef16ff1193a7fbf9376.jpeg,05/17/2011
215-643-1320ext14,http://www.wvpl.org,Guitar Story Time,sburdick@wvpl.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Guitar-Story-Time/event/13199/,05/26/2011,,"209 Race St., 				Ambler, PA","<p>Miss Michelle, &quot;the singing librarian,&quot; plays her guitar, reads stories and leads&nbsp;parents &amp; children in sing-alongs. Tuesdays, 10:30am. Thursdays, 4:30pm. Call to confirm before attending on Thursdays, sometimes there are programming conflicts.",Wissahickon Valley Public Library,,,
215-643-1320,http://www.wvpl.org/programs,Guitar Story Time in Ambler,sburdick@wvpl.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Guitar-Story-Time-in-Ambler/event/13113/,05/31/2011,11:30 am,"209 Race St., 				Ambler, PA",<p>Miss Michelle plays her guitar &amp; sings to children and leads everyone in singalongs. She also reads great books. All ages of toddlers &amp; preschoolers welcome with parents or caretakers.,Wissahickon Valley Public Library - Ambler Branch,10:30 am,,
856-429-6786x211,,Haddonfield Friends School Tuesday Tours,psacchetti@haddonfieldfriends.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Haddonfield-Friends-School-Tuesday-Tours/event/12579/,05/31/2011,9:30 am,"47 N. Haddon Ave., 				Haddonfield, NJ",,Haddonfield Friends School,8:30 am,,
856-371-1071,http://www.wtmomsclub.southjersey.com,Preschool Fair,winslowtownshipmomsclub@yahoo.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Preschool-Fair/event/14080/,,9:00 pm,"33 Cooper Folly Rd., 				Atco, NJ","<p>Are you looking to enroll your child in a preschool or enrichment program, or just looking for childcare in Camden &amp; Gloucester County?&nbsp; Representatives from various schools will be on-hand to answer your questions about their curriculum, enrollment, tuition &amp; program options.",Bud Duble Senior Center,7:00 pm,,
,,Brandywine Traveling Zoo,KimTull@nccde.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Brandywine-Traveling-Zoo/event/13908/,,,"2020 W. 9th St., 				Wilmington, DE","<p>A little piece of the zoo right in the library, with a storybook twist!",Woodlawn Library,11:00 am,,
302-731-7550,http://www.nccde.org/newark,Chess Night,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Chess-Night/event/10508/,08/11/2010,8:30 am,"750 Library Ave., 				Newark, DE",<p>All ages &amp; abilities welcome.,Newark Free Library,6:30 am,,12/28/2011
