address,venueName,description,phone,title,moreInfoLink
,Phil & Tony's,,,DJ T-Nice,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156644&amp;max=10
Corner of Main St. and Maxwell St.,Red Caboose,"Come enjoy an evening of drumming. All ages welcomed. Donations accepted. For more information, call 704-655-1253.",,Drum Circle,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A157867&amp;max=10
2901 North Davidson St,Prevue,"Features Charlotte's improv comedy ensemble in a competitive battle of hilarity. High energy, audience interactive improv that's rated R. For reservations, call 803-548-6824. For more information, visit www.charlottecomedy.com.",,Charlotte Comedy Theater,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199425&amp;max=10
225 N. Caldwell St.,Breakfast Club,,704-374-1982,Flashback Fridays,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153016&amp;max=10
NoDa,Wine Up,Long and short form comedic improv games. Proceeds benefit local and international charities.,704-372-2633,Improv Charlotte,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231695&amp;max=10
Galway Hooker,Lake Norman Comedy Zone,,704-621-6373,Jon Reep,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231882&amp;max=10
510 Briar Creek Rd.,Smokey Joe's Cafe,,704-338-9380,Flesh & Stone with guest Mikey B,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231727&amp;max=10
1419A Central Ave,Lunchbox Records,,704-331-0788,"Gambit, Drug Cult, Trapper, Young & Barren",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231772&amp;max=10
2901 North Davidson St,Prevue,"Features Charlotte's improv comedy ensemble in a competitive battle of hilarity. High energy, audience interactive improv that's rated R. For reservations, call 803-548-6824. For more information, visit www.charlottecomedy.com.",,Charlotte Comedy Theater,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199425&amp;max=10
124 McLaurin Hall,Winthrop University,,803-323-2493,Gaye Adegbalola,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231390&amp;max=10
345 N. College St.,McGlohon Theatre,,704-372-1000,John Reep,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230035&amp;max=10
8630 University Executive Park Drive,House of Jazz,Enjoy a comedy show at the House of Jazz. For more information call 704-968-2207 or visit www.thehouseofjazz.net.,,Funny First Sunday at House of Jazz,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A228834&amp;max=10
,"Zapata's, UNCC",,,Jazz with Robert,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113290&amp;max=10
1228 Gordon St.,Snug Harbor,,,"Jon Lindsay, Stephaniesid, The Tomahawks",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231823&amp;max=10
4919 Beatties Ford Road,Ramses Temple,Comedians must sign up by 6:30 p.m. Ages 21 and up welcome.,,Stand-Up Comedy Open Mic,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230888&amp;max=10
,"Onemor Bar & Grill, Concord",,,Kingpin,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231801&amp;max=10
Galway Hooker,Lake Norman Comedy Zone,,704-621-6373,Craig Shoemaker,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231883&amp;max=10
2224 Park Rd.,Comet Grill,,704-371-4300,The Lenny Federal Band,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231381&amp;max=10
1800 E. 7th St.,Cajun Queen,,704-377-9017,Live Jazz,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198686&amp;max=10
345 N. College St.,McGlohon Theatre,,704-372-1000,Craig Shoemaker,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231625&amp;max=10
130 N. Tryon St.,Belk Theater,The Charlotte Symphony celebrates the season with a lively  holiday concert. www.charlottesymphony.org.,704-372-1000,Magic of Christmas,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231722&amp;max=10
900 Crossroads Plaza,Fort Mill Comedy Zone at Madison&#146;s On The Corner,"Stand-up comedy open mic. Comics get five minutes.  Sign-up starts at 7 p.m. For more information, visit www.thecomedyzonefortmill.com.",,Open Mic Night,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229607&amp;max=10
27 N. Congress Street,"Sylvia Theater, York",,803-684-5590,Michael Wylie Wright and Friends,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231805&amp;max=10
2901 North Davidson St,Prevue,"Features Charlotte's improv comedy ensemble in a competitive battle of hilarity. High energy, audience interactive improv that's rated R. For reservations, call 803-548-6824. For more information, visit www.charlottecomedy.com.",,Charlotte Comedy Theater,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199425&amp;max=10
2901 North Davidson St,Prevue,"Features Charlotte's improv comedy ensemble in a competitive battle of hilarity. High energy, audience interactive improv that's rated R. For reservations, call 803-548-6824. For more information, visit www.charlottecomedy.com.",,Charlotte Comedy Theater,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199425&amp;max=10
8708 J. W. Clay Blvd,Lava Bistro,,704-549-0050,Mike Lassiter,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A223911&amp;max=10
1118 Clement Ave.,Carolina Actors Studio Theatre (CAST),Late Night Series.,704-455-8542,Robot Johnson,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199804&amp;max=10
1440 S. Tryon St.,Marigny,,,Morgan Page,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231854&amp;max=10
4919 Beatties Ford Road,Ramses Temple,Comedians must sign up by 6:30 p.m. Ages 21 and up welcome.,,Stand-Up Comedy Open Mic,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230888&amp;max=10
P.O. Box 105,"Don Gibson Theatre, Shelby",,,New Harmonies: Celebrating American Roots Music,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229971&amp;max=10
Galway Hooker,Lake Norman Comedy Zone,,704-621-6373,Ed Caylor,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231884&amp;max=10
,Lucky Lou's Tavern,,,The Other Half,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231799&amp;max=10
900 Crossroads Plaza,Fort Mill Comedy Zone at Madison&#146;s On The Corner,"Stand-up comedy open mic. Comics get five minutes.  Sign-up starts at 7 p.m. For more information, visit www.thecomedyzonefortmill.com.",,Open Mic Night,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229607&amp;max=10
Catawba Ave.,Amos' at the Lake,,,"Revival, A Tribute to the Allman Bros.",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231816&amp;max=10
2901 North Davidson St,Prevue,"Features Charlotte's improv comedy ensemble in a competitive battle of hilarity. High energy, audience interactive improv that's rated R. For reservations, call 803-548-6824. For more information, visit www.charlottecomedy.com.",,Charlotte Comedy Theater,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199425&amp;max=10
2901 North Davidson St,Prevue,"Features Charlotte's improv comedy ensemble in a competitive battle of hilarity. High energy, audience interactive improv that's rated R. For reservations, call 803-548-6824. For more information, visit www.charlottecomedy.com.",,Charlotte Comedy Theater,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199425&amp;max=10
4919 Beatties Ford Road,Ramses Temple,Comedians must sign up by 6:30 p.m. Ages 21 and up welcome.,,Stand-Up Comedy Open Mic,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230888&amp;max=10
Galway Hooker,Lake Norman Comedy Zone,,704-621-6373,Drew Thomas,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231885&amp;max=10
345 N. College St.,McGlohon Theatre,,704-372-1000,"Sister Hazel, Carbon Leaf",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231792&amp;max=10
1615 Elizabeth Ave.,Visulite Theatre,,704-358-9200,Southern Culture on the Skids,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231791&amp;max=10
3227 N. Davidson St.,The Evening Muse,,704-376-3737,"The Stellas, Hot Lava Monster, Bailey Cooke, Yo Soybean; Josh Hoge, Todd Carey",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231845&amp;max=10
5th %26 College,Blue Restaurant,,,Steve Engler Band,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A195261&amp;max=10
900 Crossroads Plaza,Fort Mill Comedy Zone at Madison&#146;s On The Corner,"Stand-up comedy open mic. Comics get five minutes.  Sign-up starts at 7 p.m. For more information, visit www.thecomedyzonefortmill.com.",,Open Mic Night,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229607&amp;max=10
2901 North Davidson St,Prevue,"Features Charlotte's improv comedy ensemble in a competitive battle of hilarity. High energy, audience interactive improv that's rated R. For reservations, call 803-548-6824. For more information, visit www.charlottecomedy.com.",,Charlotte Comedy Theater,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199425&amp;max=10
,LaVecchia's,,704-370-6776,TPS Report,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A82284&amp;max=10
2901 North Davidson St,Prevue,"Features Charlotte's improv comedy ensemble in a competitive battle of hilarity. High energy, audience interactive improv that's rated R. For reservations, call 803-548-6824. For more information, visit www.charlottecomedy.com.",,Charlotte Comedy Theater,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199425&amp;max=10
5416 Mount Holly-Huntersville Rd.,The Fat Parrot,,,Wizards Roadshow,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231611&amp;max=10
4919 Beatties Ford Road,Ramses Temple,Comedians must sign up by 6:30 p.m. Ages 21 and up welcome.,,Stand-Up Comedy Open Mic,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230888&amp;max=10
Galway Hooker,Lake Norman Comedy Zone,,704-621-6373,Derek Richards,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231886&amp;max=10
2740 W. Sugar Creek Road.,Puckett's Farm Equipment,,704-597-8230,Wolf Creek,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231784&amp;max=10
1228 Gordon St.,Snug Harbor,,,"3rd Annual Breastival w/ Cement Stars, Fat Camp, Small Talk Industries",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231824&amp;max=10
8630 University Executive Park Drive,House of Jazz,Enjoy a comedy show at the House of Jazz. For more information call 704-968-2207 or visit www.thehouseofjazz.net.,,Funny First Sunday at House of Jazz,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A228834&amp;max=10
1423 South Tryon St,Amos' Southend,,704-377-6874,"Allstar Weekend w/ Stephen Jerzak, The Scene Aesthetic, Action Item",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231754&amp;max=10
NoDa,Wine Up,Long and short form comedic improv games. Proceeds benefit local and international charities.,704-372-2633,Improv Charlotte,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231695&amp;max=10
NoDa,Wine Up,Long and short form comedic improv games. Proceeds benefit local and international charities.,704-372-2633,Improv Charlotte,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231695&amp;max=10
14825 John J. Delaney Dr,"Villa Antonio, Ballantyne",,704-369-5060,Bayou Butch Lucas,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A84291&amp;max=10
8630 University Executive Park Drive,House of Jazz,Enjoy a comedy show at the House of Jazz. For more information call 704-968-2207 or visit www.thehouseofjazz.net.,,Funny First Sunday at House of Jazz,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A228834&amp;max=10
1625 Highway 55 East,Clover School District Auditorium,"Family Night XII, featuring original humorous pieces that revolve around fairy tales, romance, struggles with cosmic forces and more.",803-222-8018,The Magic of John Tudor,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229788&amp;max=10
3227 N. Davidson St.,The Evening Muse,,704-376-3737,"Bess Rogers, Lelia Broussard, Eric-Scott Guthrie; Dylan Gilbert, Older Brother",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231846&amp;max=10
1933 S. Blvd.,Tyber Creek Pub,,704-343-2727,Billy Mulligan,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56978&amp;max=10
,"Rusty Rudder, Cornelius",,,Blue Monday,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231857&amp;max=10
The Arboretum,Phil & Tony's,,704-541-3111,DJ Wojo,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A81993&amp;max=10
1201 Elizabeth Ave.,CPCC's Halton Theater,Charlotte Youth Ballet presents performances of the holiday classic.,704-330-6534,Nutcracker,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230105&amp;max=10
2520 N. Sharon Amity Rd.,Fred Astaire Dance Studio,"Ballroom, Latin and Swing. For more information, call 704-536-6070.",,Open to the Public Dance Lessons,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230330&amp;max=10
6239 S. Blvd,Manifest Discs & Tapes,,704-552-8448,Dylan Gilbert & The Over Easy Breakfast Machine,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231858&amp;max=10
