city,startDate,address,name,description,price,venueName,state,endDate,image,moreInfoLink
Minneapolis,02/23/2011,509 1st Ave. NE,Typoscura's Hump Day,with DJ Millions Billions</p>,,Red Stag Supper Club,MN,,,http://www.citypages.com//events/typoscuras-hump-day-1696452/
Minneapolis,02/24/2011,701 1st Ave. N.,Baths,"with Braids, Star Slinger. 18+</p>",$10,7th St. Entry,MN,02/24/2011,,http://www.citypages.com//events/baths-1673828/
Minneapolis,02/24/2011,629 Cedar Ave. S.,Smith Westerns,18+</p>,$8,Triple Rock Social Club,MN,02/24/2011,,http://www.citypages.com//events/smith-westerns-1731660/
St. Paul,02/24/2011,501 Payne Ave.,Bluprint,,,Minnesota Music Cafe,MN,,,http://www.citypages.com//events/bluprint-1248376/
Minneapolis,02/24/2011,414 3rd Ave. N.,Hybrid Thursdays,,,414 Sound Bar,MN,,,http://www.citypages.com//events/hybrid-thursdays-641972/
Eden Prairie,02/24/2011,13000 Technology Dr.,Kimberly Michaels,,,Santorini Taverna & Grill,MN,,,http://www.citypages.com//events/kimberly-michaels-1716370/
Eden Prairie,02/24/2011,13000 Technology Dr.,Kimberly Michaels & Sam Kuusisto,,,Santorini Taverna & Grill,MN,,,http://www.citypages.com//events/kimberly-michaels-and-sam-kuusisto-1718090/
Woodbury,02/24/2011,1424 Weir Dr.,Kurt Jorgensen,,,Axel's Bonfire,MN,,,http://www.citypages.com//events/kurt-jorgensen-1665018/
Maple Grove,02/24/2011,7885 Main St. N.,Maxx J,,,Sawatdee,MN,,,http://www.citypages.com//events/maxx-j-1017322/
Minneapolis,02/24/2011,901 Cedar Ave. S.,The Bitter Roots Band,,,Whiskey Junction,MN,,,http://www.citypages.com//events/the-bitter-roots-band-1615546/
Minneapolis,02/24/2011,1428 4th St. NE,The House Band,,,Mayslack's Music Lounge,MN,,,http://www.citypages.com//events/the-house-band-850869/
Minneapolis,02/24/2011,112 Hennepin Ave. E.,The New Primitives,,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/the-new-primitives-1277512/
St. Paul,02/25/2011,201 E. 4th St.,The Beloved Kings,"with Sylvitrium, Eden, Unstaggered, Before They Fell, Abandon Sanity. All ages</p>",$8/$10,Station 4,MN,02/25/2011,,http://www.citypages.com//events/the-beloved-kings-1731594/
St. Paul,02/24/2011,308 Prince St.,Rahjta Ren,,,Black Dog Coffee and Wine Bar,MN,,,http://www.citypages.com//events/rahjta-ren-1704994/
Chanhassen,02/24/2011,600 Market St. Ste 170,Carol Z & Jeff Carver,,,The School II,MN,,,http://www.citypages.com//events/carol-z-and-jeff-carver-1732798/
Minneapolis,02/25/2011,917 Cedar Ave. S.,"Jon Wayne & the Pain, T.U.G.G.",18+</p>,$7,Cabooze,MN,02/25/2011,,http://www.citypages.com//events/jon-wayne-and-the-pain-t-u-g-g--1732788/
St. Paul,02/24/2011,501 Payne Ave.,Kyle Fletcher,,,Minnesota Music Cafe,MN,,,http://www.citypages.com//events/kyle-fletcher-1582244/
St. Paul,02/24/2011,2162 University Ave. W.,Pocahontas County,,,Dubliner Pub,MN,,,http://www.citypages.com//events/pocahontas-county-1390204/
Minneapolis,02/25/2011,1308 4th St. SE,Toki Wright,"with Toussaint Morrison, Ghost Towns of the West, Mnemosyne, Party House, Lazlo Supreme. 18+</p>",$11,The Varsity Theater,MN,02/25/2011,,http://www.citypages.com//events/toki-wright-1731604/
St. Paul,02/25/2011,1601 University Ave. W.,"The Rockford Mules, Drunk Drivers, the4onthefloor, Hamburger Help Me",,$5,Turf Club,MN,02/25/2011,,http://www.citypages.com//events/the-rockford-mules-drunk-drivers-the4onthefloor-hamburger-help-me-1731635/
Minneapolis,02/25/2011,411 2nd Ave. N.,DJ Shan,in the Gallery</p>,,The Lounge,MN,,,http://www.citypages.com//events/dj-shan-1242351/
Minneapolis,02/24/2011,125 Main St. SE,Mad Ripple Hootenanny,,$5,Aster Cafe,MN,,,http://www.citypages.com//events/mad-ripple-hootenanny-1725517/
Minneapolis,02/25/2011,3601 E. Lake St.,Open Celtic Session,,,Merlins Rest,MN,,,http://www.citypages.com//events/open-celtic-session-1145381/
Minneapolis,02/24/2011,1110 Nicollet Mall,Sassy Lassy Trivia,,,Brit's Pub,MN,,,http://www.citypages.com//events/sassy-lassy-trivia-1514764/
Hudson,02/25/2011,517 2nd St.,Open Jam,,,Dibbo's,MN,,,http://www.citypages.com//events/open-jam-1581428/
White Bear Lake,02/24/2011,4725 Hwy 61 N.,Tim Brown,,free,Ingredients Cafe & Take Away,MN,,,http://www.citypages.com//events/tim-brown-1274614/
Minneapolis,02/24/2011,501 E. Hennepin Ave.,Flamenco Thursday Nights,,,Conga Latin Bistro,MN,,,http://www.citypages.com//events/flamenco-thursday-nights-272737/
Minneapolis,02/25/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Minneapolis,02/24/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Minneapolis,02/25/2011,420 S. 4th St.,Gary Collins,,,Tickles,MN,,,http://www.citypages.com//events/gary-collins-1725911/
Minneapolis,02/24/2011,3745 42nd Ave. S.,Open Mic,,,Riverview Cafe & Wine Bar,MN,,,http://www.citypages.com//events/open-mic-776162/
Chanhassen,02/25/2011,600 Market St. Ste 170,Todd McCormick & Friends,,,The School II,MN,,,http://www.citypages.com//events/todd-mccormick-and-friends-1278718/
St. Paul,02/24/2011,1579 Hamline Ave. N.,Roots Music Showcase,with Bill Cagley</p>,,The Coffee Grounds,MN,,,http://www.citypages.com//events/roots-music-showcase-776171/
Chanhassen,02/24/2011,600 Market St. Ste 170,The Peterson Family,,free,The School II,MN,,,http://www.citypages.com//events/the-peterson-family-1278717/
Minneapolis,02/24/2011,205 E. Hennepin Ave.,Mark Stillman & Francine Roche,,,Honey,MN,,,http://www.citypages.com//events/mark-stillman-and-francine-roche-1438784/
Eagan,02/25/2011,1960 Rahncliff Road,Midwest Knights,,,Ansari's Mediterranean Grill and Lounge,MN,,,http://www.citypages.com//events/midwest-knights-937654/
Minneapolis,02/24/2011,629 Cedar Ave. S.,Blingo,hosted by Ellie Blades</p>,free,Triple Rock Social Club,MN,,,http://www.citypages.com//events/blingo-1671696/
Chanhassen,02/24/2011,600 Market St. Ste 170,Open Mic,with MJ Kroll</p>,free,The School II,MN,,,http://www.citypages.com//events/open-mic-602442/
Brooklyn Park,02/25/2011,8078 Brooklyn Blvd.,Room for Gray,,,Mad Jack's Sports Cafe,MN,,,http://www.citypages.com//events/room-for-gray-1618815/
Minneapolis,02/24/2011,1528 University Ave. NE,The Butanes,,free,Shaw's Bar & Grill,MN,,,http://www.citypages.com//events/the-butanes-1653727/
Stillwater,02/25/2011,317 Main St. S.,KDWB Kill the Keg Dance Party,,,The Cherry Bowl Sports Bar & Grill,MN,,,http://www.citypages.com//events/kdwb-kill-the-keg-dance-party-1091318/
Maplewood,02/24/2011,1638 Rice St.,Jaybee & the Routine,,free,Wilebski's Blues Saloon,MN,,,http://www.citypages.com//events/jaybee-and-the-routine-1702682/
Bloomington,02/24/2011,406 E. Broadway,Noche de Rumba,,,Cantina #1,MN,,,http://www.citypages.com//events/noche-de-rumba-769505/
Minneapolis,02/24/2011,2901 27th Ave. S.,Open Jam,with Head Over Heels</p>,,Schooner Tavern,MN,,,http://www.citypages.com//events/open-jam-699697/
Minneapolis,02/24/2011,4415 Nicollet Ave. S.,Grateful Dead Thursdays,with the Saints of Circumstance</p>,,Driftwood Char Bar,MN,,,http://www.citypages.com//events/grateful-dead-thursdays-1734053/
Eden Prairie,02/24/2011,13000 Technology Dr.,A Thin Place,,,Santorini Taverna & Grill,MN,,,http://www.citypages.com//events/a-thin-place-1616590/
St. Paul,02/24/2011,1183 University Ave.,Karaoke,with Tryphena</p>,,Arnellia's,MN,,,http://www.citypages.com//events/karaoke-164763/
Burnsville,02/24/2011,3120 W. Hwy 13,Dirty Word,,,McKracken's Pub,MN,,,http://www.citypages.com//events/dirty-word-1653697/
Minneapolis,02/24/2011,2916 Lyndale Ave. S.,Karaoke,,free,James Ballentine VFW Post 246,MN,,,http://www.citypages.com//events/karaoke-1039559/
Minneapolis,02/24/2011,80 S. 9th St.,Salsabrosa,,$6,Hell's Kitchen,MN,,,http://www.citypages.com//events/salsabrosa-1399513/
Fridley,02/24/2011,7777 NE Hwy 65,The Elijah Blue Band,,free,Biff's Sports Bar & Grill,MN,,,http://www.citypages.com//events/the-elijah-blue-band-1450399/
Eagan,02/24/2011,1960 Rahncliff Road,The Feelin' Band,,,Ansari's Mediterranean Grill and Lounge,MN,,,http://www.citypages.com//events/the-feelin-band-876402/
Minneapolis,02/24/2011,701 1st Ave. N.,Ritmo Caliente,with DJ Christian Velasco</p>,$3,First Avenue,MN,,,http://www.citypages.com//events/ritmo-caliente-775856/
Minneapolis,02/24/2011,355 NE Monroe St.,SpringBeat!,with Shannon Blowtorch & SoSupreme</p>,free,Spring Street Tavern,MN,,,http://www.citypages.com//events/springbeat--1301889/
Minneapolis,02/24/2011,2027 E. Franklin Ave.,Les Exodus,with Prince Jabba & Lynval Jackson</p>,$10,Blue Nile Restaurant & Lounge,MN,,,http://www.citypages.com//events/les-exodus-266768/
Minneapolis,02/26/2011,701 1st Ave. N.,Too Much Love,"There're two things you might want to keep in mind about First Ave's trendy Saturday-night cool-kid institution before you start muttering the same anti-hipster sentiments you've been harboring since !!! were an ellipsis. The first thing? Well, it's an 18+ dance night. Being 18 these days means you were a grade-schooler in 2002, when LCD Soundsystem and the Rapture were starting to take off and all those cool anime Daft Punk music videos started circulating online&mdash;in other words, nights like these are part of the culmination of a new youth movement, and if kids fresh out of high school aren't allowed to have fun, nobody should be. The second thing: DJ Sovietpanda knows his shit. Not only does he play hot club singles you haven't heard before, he gravitates toward the remixes you really haven't heard before, as well as incorporates some classic post-punk and '80s pop in ways that owe more to education, context, and just plain hot mix segues than nudge-wink irony. 18+. Photo courtesy of Moon Goons</p>",$3,First Avenue,MN,,http://vvoice.vo.llnwd.net/e5/3658075.47.jpg,http://www.citypages.com//events/too-much-love-168000/
Minneapolis,02/26/2011,416 Cedar Ave. S.,Yann Tiersen,with Breathe Owl Breathe</p>,$15,The Cedar,MN,02/26/2011,,http://www.citypages.com//events/yann-tiersen-1697309/
Minneapolis,02/26/2011,414 3rd Ave. N.,For the Love of Music,,,414 Sound Bar,MN,,,http://www.citypages.com//events/for-the-love-of-music-1019248/
Minneapolis,02/26/2011,411 2nd Ave. N.,Le Funk,with DJ Nate Lee & guests. In the mainroom</p>,,The Lounge,MN,,,http://www.citypages.com//events/le-funk-1242350/
St. Paul,02/26/2011,1579 Hamline Ave. N.,Cajun Jam,,,The Coffee Grounds,MN,,,http://www.citypages.com//events/cajun-jam-1006053/
St. Paul,02/26/2011,308 Prince St.,Rahjta Ren,,,Black Dog Coffee and Wine Bar,MN,,,http://www.citypages.com//events/rahjta-ren-1704994/
Minneapolis,02/26/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Brooklyn Park,02/26/2011,8078 Brooklyn Blvd.,Live Trivia Challenge,,,Mad Jack's Sports Cafe,MN,,,http://www.citypages.com//events/live-trivia-challenge-1449075/
Minneapolis,02/26/2011,3601 E. Lake St.,Papa John Kolstad & the Hot Club of East Lake,,free,Merlins Rest,MN,,,http://www.citypages.com//events/papa-john-kolstad-and-the-hot-club-of-east-lake-1145384/
Minneapolis,02/26/2011,913 W. Lake St.,Saturday Night Steppers Flava,,,Favor Cafe,MN,,,http://www.citypages.com//events/saturday-night-steppers-flava-876316/
Minneapolis,02/27/2011,761 Washington Ave. N.,Dr. Mambo's Combo,"1987 was a notable year for Minnesota: the Twins won the World Series, Prince released one of his best albums in Sign 'O' the Times, and St. Louis Park's own Coen Brothers released their first great comedy Raising Arizona. 1987 was also the year that Dr. Mambo's Combo was formed, and it just so happens that their crowd-pleasing funk/R&B sound has endured well enough to land them a regular Sunday/Monday night residency at Bunker's. You might wander in with a ""nothing else to do tonight"" attitude, only stagger out having your head blown clean off by their top-notch soul sounds, the end product of 21 years' worth of hard work and refinement.</p>",$7,Bunker's Music Bar & Grill,MN,,http://vvoice.vo.llnwd.net/e5/5819969.47.jpg,http://www.citypages.com//events/dr-mambos-combo-1696352/
Minneapolis,02/27/2011,501 Cedar Ave. S.,Cadillac vs. Cornbread,"Don't let that ""vs."" fool you: eighty-something local music vet James Samuel ""Cornbread"" Harris isn't so much a rival to rockabilly revivalist Cadillac Kolstad as he is a mentor. The two pianists have been sharing double-bills in a number of local music hot-spots, including their regular Sunday gig at the beloved West Bank dive Palmer's, and you couldn't ask for a more fascinating '50s-tinged duo. Harris is a WWII vet who joined Augie Garcia to record the Twin Cities' first rock'n'roll record (1955's ""Hi Ho Silver""), but also has roots in country, blues and jazz, giving him the repertoire and background that stretches all the way back to the very roots of rock and soul music. Kolstad's been spending years carrying the torch for that heritage, and the revivalism he's cultivated with his rockabilly band the Flats has carried over to a tight, ivories-based rapport with Harris, making them the must-see dueling-piano act in town.</p>",free,Nomad World Pub,MN,,http://vvoice.vo.llnwd.net/e5/4545519.47.jpg,http://www.citypages.com//events/cadillac-vs-cornbread-1330606/
Minneapolis,02/27/2011,110 N. 5th St.,The Minneapolis Rock-n-Metal Fest 2011,"with Black Flood Diesel, Wrecking Day, Nuisance, Impaler, American Gothic, more. All ages</p>",$8/$10,Epic,MN,02/27/2011,,http://www.citypages.com//events/the-minneapolis-rock-n-metal-fest-2011-1709313/
St. Paul,02/27/2011,201 E. 4th St.,Kataklysm,"with All Shall Perish, Decrepit Birth, Conducting from the Grave, Abysmal Dawn, We Are Legion, more</p>",$15/$20,Station 4,MN,02/27/2011,,http://www.citypages.com//events/kataklysm-1709344/
Minneapolis,02/27/2011,629 Cedar Ave. S.,"Broken Records, Dragons Power Up!",18+</p>,$8,Triple Rock Social Club,MN,02/27/2011,,http://www.citypages.com//events/broken-records-dragons-power-up--1731661/
Minneapolis,02/27/2011,701 1st Ave. N.,Deep Dark Woods,18+</p>,$8/$10,7th St. Entry,MN,02/27/2011,,http://www.citypages.com//events/deep-dark-woods-1718606/
Minneapolis,02/27/2011,318 1st Ave. N.,Jamey Johnson,proceeds benefit Jared Allen's Homes 4 Wounded Warriors.</p>,$69,Fine Line Music Cafe,MN,02/27/2011,,http://www.citypages.com//events/jamey-johnson-1731564/
Minneapolis,02/27/2011,106 N. 3rd St.,Alex Rossi's Root City Band,,,Ugly Mug Minneapolis,MN,,,http://www.citypages.com//events/alex-rossis-root-city-band-949395/
Minneapolis,02/27/2011,500 S. Cedar Ave.,Nick the Feelin' Trio,,,Palmer's Bar,MN,,,http://www.citypages.com//events/nick-the-feelin-trio-1643806/
St. Paul,02/27/2011,2162 University Ave. W.,Open Mic,with Krystal</p>,,Dubliner Pub,MN,,,http://www.citypages.com//events/open-mic-626014/
Minneapolis,02/27/2011,411 2nd Ave. N.,Showtime Sunday,,,The Lounge,MN,,,http://www.citypages.com//events/showtime-sunday-1242342/
Minneapolis,02/27/2011,901 Cedar Ave. S.,The Bobby Vandell Band,,,Whiskey Junction,MN,,,http://www.citypages.com//events/the-bobby-vandell-band-1184236/
Minneapolis,02/27/2011,2507 E. 25th St.,The Country Doctors,,,Eagles Club #34,MN,,,http://www.citypages.com//events/the-country-doctors-1478345/
Minneapolis,02/27/2011,80 S. 9th St.,Gospel Brunch,,,Hell's Kitchen,MN,,,http://www.citypages.com//events/gospel-brunch-1218119/
Minneapolis,02/27/2011,125 Main St. SE,Patty & the Buttons,,free,Aster Cafe,MN,,,http://www.citypages.com//events/patty-and-the-buttons-1723994/
Minneapolis,02/27/2011,16 University Ave. NE,Advanced Irish Session,,,Keegan's Irish Pub,MN,,,http://www.citypages.com//events/advanced-irish-session-165030/
Minneapolis,02/27/2011,327 14th Ave. SE,Mandragora Tango,,,Loring Pasta Bar,MN,,,http://www.citypages.com//events/mandragora-tango-1469133/
St. Paul,02/27/2011,1579 Hamline Ave. N.,Open Mic,hosted by Bill Hammond</p>,free,The Coffee Grounds,MN,,,http://www.citypages.com//events/open-mic-600936/
Burnsville,02/27/2011,3120 W. Hwy 13,"The Big River Blues Band, the S.O.B.s",,,McKracken's Pub,MN,,,http://www.citypages.com//events/the-big-river-blues-band-the-s-o-b-s-1450459/
Minneapolis,02/27/2011,501 Cedar Ave. S.,The Union Suits & Friends,,,Nomad World Pub,MN,,,http://www.citypages.com//events/the-union-suits-and-friends-1628259/
Minneapolis,02/27/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Minneapolis,02/28/2011,761 Washington Ave. N.,Dr. Mambo's Combo,"1987 was a notable year for Minnesota: the Twins won the World Series, Prince released one of his best albums in Sign 'O' the Times, and St. Louis Park's own Coen Brothers released their first great comedy Raising Arizona. 1987 was also the year that Dr. Mambo's Combo was formed, and it just so happens that their crowd-pleasing funk/R&B sound has endured well enough to land them a regular Sunday/Monday night residency at Bunker's. You might wander in with a ""nothing else to do tonight"" attitude, only stagger out having your head blown clean off by their top-notch soul sounds, the end product of 21 years' worth of hard work and refinement.</p>",$7,Bunker's Music Bar & Grill,MN,,http://vvoice.vo.llnwd.net/e5/5819969.47.jpg,http://www.citypages.com//events/dr-mambos-combo-1696352/
Minneapolis,02/27/2011,101 Glenwood Ave. N.,GLBT Barndance,,free,Lee's Liquor Lounge,MN,,,http://www.citypages.com//events/glbt-barndance-653740/
St. Paul,02/27/2011,2162 University Ave. W.,Pub Quiz,,,Dubliner Pub,MN,,,http://www.citypages.com//events/pub-quiz-1618819/
St. Paul,02/28/2011,201 E. 4th St.,Whitechapel,"with the Acacia Strain, Veil of Maya, Chelsea Grin, I Declare War. All ages</p>",$15/$18,Station 4,MN,02/28/2011,,http://www.citypages.com//events/whitechapel-1709347/
Minneapolis,02/27/2011,331 13th Ave. NE,Chuck & Sean's Trivia Night,,free,331 Club,MN,,,http://www.citypages.com//events/chuck-and-seans-trivia-night-710507/
Maplewood,02/27/2011,1638 Rice St.,Classified,with Bambi & Ritchie Rich</p>,free,Wilebski's Blues Saloon,MN,,,http://www.citypages.com//events/classified-1702679/
Minneapolis,02/28/2011,805 Hennepin Ave.,David Gray,,$49.50,State Theatre,MN,02/28/2011,,http://www.citypages.com//events/david-gray-1738965/
Minneapolis,02/27/2011,414 3rd Ave. N.,Forbidden Sundays,,free,414 Sound Bar,MN,,,http://www.citypages.com//events/forbidden-sundays-1341196/
Minneapolis,02/27/2011,3601 E. Lake St.,Sunday Pub Quiz,,,Merlins Rest,MN,,,http://www.citypages.com//events/sunday-pub-quiz-663345/
St. Paul,02/28/2011,501 Payne Ave.,Mary Elias Acoustic Jam,,,Minnesota Music Cafe,MN,,,http://www.citypages.com//events/mary-elias-acoustic-jam-937529/
Minneapolis,02/27/2011,2901 27th Ave. S.,The Bad Pennies,,free,Schooner Tavern,MN,,,http://www.citypages.com//events/the-bad-pennies-1354814/
St. Paul,02/28/2011,2162 University Ave. W.,Sea Shanty Sing,,,Dubliner Pub,MN,,,http://www.citypages.com//events/sea-shanty-sing-1618824/
