time,description,venue,address,startDate,endDate,photos,title,website,phone,moreInfoLink,cost
Fridays &amp; Saturdays at 8 p.m.  Sundays at 7 p.m.,"Miss Coco Peru returns to the Renberg in an all-new show!  THERE COMES A TIME, written and performed by Clinton Leupp  Directed by Michael Schiralli    The L.A. Gay &amp; Lesbian Center&#8217;s Lily Tomlin/Jane Wagner Cultural Arts Center proudly announces the return of the celebrated monologist/singer/actor-actress Miss Coco Peru in an all-new, cabaret-style evening of stories, songs, lots of laughs, and a surprise or two!     Legions of Coco-philes know that Miss Peru&#8217;s shows fearlessly explore all facets of human nature, expertly turning darkness into illumination. This time, says Leupp, &#8220;I&#8217;ve decided to do something a little different. I wanted to try something a bit lighter, a night of pure fun with Coco.&#8221;        Thus, Coco Peru in: &quot;There Comes a Time.&quot; Audiences can look forward to reports on her appearance at her friend Bea Arthur&#8217;s memorial at New York&#8217;s Majestic Theatre (&#8220;my Broadway debut!&#8221;), her turn as the original &#8220;Angel Schunard&#8221; in the &#8220;backer&#8217;s audition&#8221; of Rent, and those wryly pointed observations of life that only Miss Coco Peru can deliver.     Net proceeds benefit the free and low-cost services provided by the L.A. Gay &amp; Lesbian Center.",The Renberg Theatre,"1125 N. McCadden Place, Hollywood, 90038",05/13/2011,05/22/2011,,MISS COCO PERU: THERE COMES A TIME,http://www.lagaycenter.org/theatre,323-860-7300,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/cb09b0a2e06313cf852578700060a48e!OpenDocument,$25.00</font>
"Fri &amp; Sat: 8pm, Sun: 5pm","Forced to choose between her identity, her family, and her precious faith, there&#8217;s no word to describe Hanna Jokhoe in her native Guyanese dialect. Ovation award-winning &#8220;Best Actress&#8221; Anna Khaja stars in this world premiere play about a gay, Muslim immigrant who must reconcile her faith with her sexuality. Poetic and lyrical, Wendy Graf&#8217;s poetic and lyrical play explores religious and sexual identity, parental bonds, and clashing cultures. May 12 thru June 12; Sidewalk Studio Theatre, 4150 W Riverside Dr. # D, Burbank CA 91505-4149; $15; 800-838-3006   http://www.brownpapertickets.com/event/155636 .",Sidewalk Studio Theatre,4150 W Riverside Dr. # D,05/12/2011,06/12/2011,,NO WORD IN GUYANESE FOR ME,http://www.brownpapertickets.com/event/155636,800-838-3006,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/365e55c2a5f784f985257876001b42bf!OpenDocument,$15</font>
"8:00pm on select Monday Nights in April, May and June","Smart. Funny. Moving. Celebrated playwrights Jordan Harrison, Jeffrey Hatcher, Moisés Kaufman, Joe Keenan, Neil LaBute, Wendy McLeod, José Rivera, Paul Rudnick and Doug Wright take on the red-hot subject of marriage equality, creating nine short plays for a theatrical event as magically entertaining and personally transforming as it is politically potent. Conceived and directed by Brian Shnipper and presented by Joan Stein and Stuart Ross in association with the L.A. Gay &amp; Lesbian Center, Standing On Ceremony: The Gay Marriage Plays opens for a five-week run of Monday night performances at The Renberg Theatre, in the L.A. Gay &amp; Lesbian Center&#8217;s Village at Ed Gould Plaza,    The April 25 performance includes John Getz, Harriet Harris, Rachael Harris, Peter Paige and Cynthia Stevenson.    Visit the website www.StandingOnCeremony.net for dates and performance information.    &quot;A thoroughly enjoyable and moving evening of theater, written by some of our best playwrights, except myself.&quot; -Steve Martin    &quot;A beautiful production that proudly champions the battle for marriage equality.&quot; -Bruce Cohen, Academy Award-winning Producer    &quot;A most memorable evening enjoying a set of original plays performed by extraordinarily gifted actors.&quot; -Carl Reiner",LA Gay &amp; Lesbian Center Renberg Theatre,"1125 N. McCadden Place, Los Angeles, CA  90038",04/25/2011,06/20/2011,,STANDING ON CEREMONY:  THE GAY MARRIAGE PLAYS,http://www.StandingOnCeremony.net,323-860-7300,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/0a1682a97034d5228525786c0070d927!OpenDocument,$35.00 - $50.00</font>
5pm - 9pm,"London Manori designs visionary, cutting-edge luxury jewelry for both men and women, and is striving to be a competitive player in the jewelry industry by injecting unique style and design into the fashion market.    We will be at the Northridge Farmers Market on second Wednesday starting April 13th from 5pm - 9pm. London Manori caters to an array of customers, so everyone is encouraged to come out!    See you there.",Northridge Farmers Market,"9301 Tampa Ave Northridge, CA 91324",04/13/2011,11/30/2011,,LONDON MANORI AT THE NORTHRIDGE FARMERS MARKET,http://www.londonmanori.com,888-880-1750,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/b650492d3015fca88525786f001a9b4a!OpenDocument,Free</font>
,"LAPhil Presents McGegan conducts Mozart and Haydn, Thursday-Saturday, December 16-18, 8:00pm, Sunday, December 19, 2pm at Walt Disney Concert Hall    Artists:   Los Angeles Philharmonic   Nicholas McGegan, conductor   Robert Levin, piano    Program:   Cherubini: Anacreon Overture         Mozart: Piano Concerto No. 22, K. 482    Haydn: Symphony No. 93        Pianist Robert Levin is known around the world as a brilliant Mozart scholar who has completed   and reconstructed a number of Mozart&#8217;s works. Besides playing Mozart&#8217;s K. 482, he will improvise   at the keyboard in Mozartean style! A rare treat for music lovers.      For Tickets and Information:    http://www.laphil.com/tickets/program-detail.cfm?id=2182&amp;utm_medium=c@utm_source=all&amp;utm_campaign=mcgegan",,"111 South Grand Avenue, Los Angeles, CA 90012",12/16/2010,12/19/2011,,LAPHIL PRESENTS MCGEGAN CONDUCTS MOZART AND HAYDN,http://www.laphil.com/tickets/program-detail.cfm?id=2182&amp;utm_medium=c@utm_source=all&amp;utm_campaign=mcgegan,323.385.2000</font>,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/43753e2139904d8f852577ee008100ab!OpenDocument,
2pm - 7pm,"London Manori designs visionary, cutting-edge luxury jewelry for both men and women, and is striving to be a competitive player in the jewelry industry by injecting unique style and design into the fashion market.    We will be at the Silverlake Farmers Market every Tuesday from 2pm -7pm. London Manori. Everyone is encouraged to come out!    See you there.",Silverlake Farmers Market,West Sunset Blvd &amp; Edgecliffe Drive,04/12/2011,12/31/2011,,LONDON MANORI AT THE SILVERLAKE FARMERS MARKET,http://www.londonmanori.com,888,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/6f95e3159b19e2768525786f0019c6a8!OpenDocument,Free</font>
8am -2pm,"London Manori designs visionary, cutting-edge luxury jewelry for both men and women, and is striving to be a competitive player in the jewelry industry by injecting unique style and design into the fashion market.    We will be at the Art Park on every Saturday starting April 16th from 8am - 2pm. London Manori caters to an array of customers, so everyone is encouraged to come out!    See you there.",Silverlake Farmers Market,West Sunset Blvd &amp; Edgecliffe Drive,04/16/2011,12/31/2011,,LONDON MANORI AT THE SILVERLAKE FARMERS MARKET,http://www.londonmanori.com,888-880-1750,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/79cc87f4f44203118525786f001b934d!OpenDocument,Free</font>
,"Mexican food and Margaritas 7 days a week.  10% discount if you make reservations on-line.  Founded in 1962 by Rudy Del Campo ( a dancer who played one of the Sharks in Westside Story) and his wife Nina, it has two outdoor patios and dining indoors with Westside Story memorabilia and Latin art.  They also have entertainment downstairs in the Cavern Club.",,1920 Hyperion Ave 90027,<br> Day(s): <br> Address:1920 Hyperion Ave 90027,,,CASITO DEL CAMPO,http://www.casitadelcampo.com,(323) 662-4255,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/2035ccb89b479ce088256e5a000a9d45!OpenDocument,$</font>
,"The Los Angeles Gay and Lesbian Chamber of Commerce is a gay and lesbian networking organization that provides opportunities for both business and social interaction.  Our primary purpose of supporting gay, lesbian and gay-friendly entrepreneurs and professionals has remained constant throughout our history.  The mission of BALA is to provide increased visibility and support to our member entrepreneurs and professionals.  By working together, communicating with one another and doing business with the entrepreneurs and professionals listed on the pages that follow, we enrich our community and ourselves.  BALA membership includes the opportunity to network at our monthly dinners and mixers; receive the Banner, our monthly newsletter; and to advertise both in our newsletter and in our community directory, all at a reduced rate.  Membership also provides special visibility opportunities at the many Pride Festivals throughout the area, links from our web site and more.  And, perhaps most importantly, membership provides possibilities for positive social interaction and lasting friendships.      Visit our website for the latest mixer and other event information.",,"P.O. Box #57555 Sherman Oaks, CA 91413","<br> Day(s): <br> Address:  P.O. Box #57555 Sherman Oaks, CA 91413",,,LOS ANGELES GAY AND LESBIAN CHAMBER OF COMMERCE,http://www.LAGLCC.org,</font>,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/1d35cf487210709588256f3100057f71!OpenDocument,
,Outfest Wednesdays - screens weekly at the historic Egyptian Theatre in Hollywood in collaboration with the American Cinematheque.     Outfest Members $7.00 with current Membership card  American Cinematheque Members: $7.00 (Egyptian Theatre screenings only)  Seniors 65+/Students $9.00  Non-Members/General Public $10.00     Check the website for current schedule.    Click here for : Eye Spy LA Outfest 2008 video coverage.,,6712 Hollywood Boulevard Hollywood CA American Cinematheque at The Egyptian Theatre - (2 blocks east of Highland / cross street is Las Pa,<br> Day(s):3-Wednesday,,http://www.eyespyla.com/www/thebuzz.nsf/outfestbasiclogo.gif,OUTFEST WEDNESDAYS,http://www.outfest.org/outfest/oftickets.html,</font>,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/4d01a762a004f61588256f40000d8a38!OpenDocument,
,"Everything from coffee to cocktails and appetizers to full meals in a beautiful and inviting (to say the least) indoor/outdoor setting.  This is a truly wonderful place that started as a small coffee house across the street from their current location.  Highly recommended - diverse &amp; welcoming atmosphere.  Serving coffe, food, drinks and even take out almost around the clock.  Breakfast, lunch and dinner - entree price range $8-$13.  HOURS: 8am - 2am",,692 N Robertson Blvd West Hollywood 90069 - just off of Santa Monica Blvd.,<br> Day(s): <br> Address:692 N Robertson Blvd West Hollywood 90069 - just off of Santa Monica Blvd.,,,THE ABBEY FOOD &amp; BAR,,310.289.8410,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/0c469e7772d2b5df88256f6600837757!OpenDocument,$</font>
,"Since 1925, the Alex Theatre has been a Los Angeles area landmark and a top entertainment destination. The Alex has served many purposes over its 80 year history including that of a Vaudeville theatre, movie palace, and performing arts center.  Resident companies include The Alex Film Society,  the Gay Men's Chorus of Los Angeles and the Glendale Symphony among others.      If you are interested in the history of the theater, they offer backstage tours throughout the year.    Visit their website for current schedule and other information:",,"216 N Brand Blvd. Glendale, CA","<br> Day(s): <br> Address:216 N Brand Blvd. Glendale, CA",,http://www.eyespyla.com/www/thebuzz.nsf/alexmarqueV200.jpg,THE HISTORIC ALEX THEATRE,http://alextheatre.org,818.243.2539</font>,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/13b181a9dd479ad288257081005cf8e5!OpenDocument,
,"Every Saturday at Midnight Featuring Sins O' The Flesh LIVE. The longest-running midnight movie of all time stars Tim Curry as the kinky yet endearing &#8220;transsexual from Transylvania&#8221; Dr. Frank N. Furter, Susan Sarandon and Barry Bostwick as his hapless guests Brad and Janet, Meat Loaf as motorcycle-riding rough trade and author Richard O&#8217;Brien as the hunchbacked butler Riff Raff. It&#8217;s harmless musical fun&#8212;a delightful spoof of Hollywood horror movies and Old Dark House melodramas. All  engagements feature live casts who perform scenes during the movie, and the audience is always welcome to respond to the on-screen action. The Rocky Horror Picture was the first&#8212;and is still the best&#8212;interactive movie experience!",,"11272 Santa Monica Blvd, Los Angeles, CA at the NuArt Theater","<br> Day(s): <br> Address:11272 Santa Monica Blvd, Los Angeles, CA at the NuArt Theater",,http://www.eyespyla.com/www/thebuzz.nsf/rockyhorror200.jpg,MIDNIGHT MOVIE: ROCKY HORROR PICTURE SHOW,http://www.rockyhorror.com/,310-478-6379</font>,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/98d9e3f7f835b2e1882571300072683e!OpenDocument,
,Gay/Lesbian Salsa Nights and friends at Little Temple in Silverlake every Monday. For those who remember and enjoyed Gay Salsa at Rudolphos during the 1990's and 2000's make this your home. Enjoy a FREE SALSA CLASS with renowned  dance instructor Omar Morgan at 8:30 and dance to Los Angeles' #1 Salsa DJ Frank starting at 9:30. Drinks Specials between 8:00-9:00 pm ONLY $5 . ALL SALSA LOVERS WELCOME!    www.myspace.com/gaysalsanight   www.twitter.com/gaysalsnight  www.facebook.com/gaysalsanight   gaysalsanight@yahoo.com,,"4519 Santa Monica Blvd., Silverlake, 90029","<br> Day(s): Monday<br> Address:4519 Santa Monica Blvd., Silverlake, 90029",,,GAY/LESBIAN SALSA MONDAYS WITH FRIENDS @ LITTLE TEMPLE BAR,http://www.myspace.com/gaysalsanight,626-689-8551,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/da34d37be43072088525765a007e129b!OpenDocument,$5 includes SALSA CLASS</font>
