website,phone,directions,moreInfo,description,venue,name,city,startDate,performers,images,state,endDate,email
http://www.desertrockfestival.com,+97-14 3390550,map is in the website,http://www.festivals.com/viewevent.aspx?eventid=hYCgKec96x4%3d,rock music festival,Dubai Festival City,Desert Rocks Music Festival,Dubai,3/4/2011,check the website for updates,"http://www.festivals.com/gfx//backstage/1/6142/053020061140197322_thumb.jpg, http://www.festivals.com/gfx//backstage/1/6142/053120061211259756_ad.jpg, http://www.festivals.com/gfx//backstage/1/6142/061920081158144288_thumb.jpg, http://www.festivals.com/gfx//backstage/1/6142/053020061133211461_thumb.jpg, http://www.festivals.com/gfx//backstage/1/6142/053020061134015024_thumb.jpg, http://www.festivals.com/gfx//backstage/1/6142/053020061141503647_thumb.jpg, http://www.festivals.com/gfx//backstage/1/6142/053020061148287680_thumb.jpg, http://www.festivals.com/gfx//backstage/1/6142/053020061151485476_thumb.jpg, http://www.festivals.com/gfx//backstage/1/6142/053020061153241481_thumb.jpg, http://www.festivals.com/gfx//backstage/1/6142/053120061200016148_thumb.jpg",United Arab Emirates,3/5/2011,info@desertrockfestival.com
http://www.80sfest.org/,989--6528008-,601 Weiss Street,http://www.festivals.com/viewevent.aspx?eventid=x9j2eF25lyU%3d,"Bring back hair teasing memories by paying tribute to the music, trends and events of the 1980s. Dont sit back in your pegged pants and play Atari, come on down and have a great time at the 6th Annual Bringin Back the 80s Festival! Proceeds go to the American Cancer Society. Live bands, breakdancing and Look-A-Like Contests and food both nights. Admission charge, free parking and handicapped accessible. Dont worry about the weather it will be in the Harvey Kern Pavilion (indoor) in Heritage Park!","Harvey Kern Pavillion, Heritage Park 601 Weiss Street",Bringin Back The 80s,Frankenmuth,4/15/2011,,,Michigan,4/16/2011,big80s@charter.net
http://bananasplitfestival.com,877--4-A-VISIT,,http://www.festivals.com/viewevent.aspx?eventid=nSwbf9UlGXI%3d,"The fabulous 50s and 60s are celebrated at the nations only Banana Split Festival in Wilmington, Ohio.  Enjoy free rock n roll concerts, continuous entertainment, a cruise-in of classic cars, crafts and collectibles, games, rides, unique food and, of course, Banana Splits!",J. W. Denver Williams Park,Banana Split Festival,Wilmington,6/10/2011,,http://www.festivals.com/gfx//backstage/1/19161/031620101235413300_ad.jpg,Ohio,6/11/2011,dstamper@clintoncountyohio.com
http://www.rock-fest.com,1-8-00-326-3378,"Fest grounds are located 5 miles North of Cadott, WI off Highway 27, West 2 miles on County Road ""S.""",http://www.festivals.com/viewevent.aspx?eventid=UxVk4hdewPk%3d,"A 4-day outdoor rock-n-roll music festival with 8000 campsites catering to audiences upwards of 25,000 per day. Varying demographic based on line-up, but generally a good mix of blue and white collar.",Chippewa Valley Music Festivals,Rock Fest,Cadott,7/14/2011,"2009 Line-up currently being booked...    Past acts inclued: KISS, Tom Petty, Godsmack, Matchbox 20, Motley Crue, Poison, Cinderella, Stix, Def Leppard, Stone Temple Pilots, Boston, Steve Miller Band","http://www.festivals.com/gfx//backstage/1/3867/122320050832275937_ad.jpg, http://www.festivals.com/gfx//backstage/1/3867/082020080740486089_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3867/082020080748207652_thumb.jpg",Wisconsin,7/17/2011,kelly@countryfest.com
,1-8-47-253-3038,"Show shall be promoted USA-wide and held within the NW Chicago, IL area, and to be a yearly event show. This location is greatly suited for travel by air, train, bus and car. More details TBA.",http://www.festivals.com/viewevent.aspx?eventid=QZKqCLvJQck%3d,"A new and totally unique 3-day rock and roll music event convention/concert. We have arranged for 10 - 12 well known named rock bands from the 1960s - 1990s, for a meet & greet to appear in person to take photos with their fans, and sign autographs for their fans. Each band will attend for one day only. 4 - 5 bands each day, for 3 days, and also will perform evening concert(s).    We are currently seeking ONLY Sponsors and Investors for this convention event (with a 30% profit return for investors).     Also this event show is Indoors, so NO staging is required. No Equipment is required. No Lighting or Communication Devices are required. We do NOT want and we do NOT Need. Do NOT Ask!!!    (No Vendors Wanted, NO Products Wanted, NO Other Talent Wanted, NO Other Bands Wanted, and NO Ticketings are Ever Needed - so Please do NOT call us. Do NOT E-Mail us. Do NOT ask us - for we will NEVER reply back to you. Please Adhere to these requests.)    Our media advertisings shall be USA-wide, and we shall provide sponsors full media advertising with their names and logos in all ads. We shall also provide to Sponsors - free booth space accommodations, coupon distribution, product sampling, etc., to fit their required needs.",Rock n Roll Music Convention/Concert,Backstage Rockfest1 - 2010,Chicago,9/10/2011,"Major musical artists will be announced later, when show is finalized with all the legal matters. Invited rock bands shall be the real big band groups from the 1960s -1990s.    Our bands are Already Chosen, so NO Other Bands are Needed Nor Wanted. Please NO Calls or E-Mails from any Band, for we are NOT interested, so Again - DO NOT CONTACT US with ANY Band requests !!!",,Illinois,9/11/2011,mtc1701conventions@yahoo.com
http://www.okchildrensfest.org,250--4938800-,The Festival is located in Downtown Penticton at Okanagan Lake Park on Lakeshore Dr. between the Penticton Lakeside Resort and the Penticton Art Gallery.,http://www.festivals.com/viewevent.aspx?eventid=%2b0JZZLPAhH4%3d,"The Rotary Okanagan International Children’s Festival features the world’s finest musicians, actors, acrobats, comedians and storytellers! This international celebration of the arts stimulates global awareness and an appreciation of cultural diversity. It is an opportunity to delight in the world of imagination and open the door to creative possibilities for your children.",Okanagan Lake Park,Rotary Okanagan International Childrens Festival,Penticton,5/26/2011,,"http://www.festivals.com/gfx//backstage/1/14923/061720090939479645_ad.jpg, http://www.festivals.com/gfx//backstage/1/14923/061720090947470365_thumb.jpg, http://www.festivals.com/gfx//backstage/1/14923/061720090944174767_thumb.jpg",British Columbia,5/28/2011,info@okchildrensfest.org
http://www.kcjigglejam.com,816--5617555-,25th and Grand,http://www.festivals.com/viewevent.aspx?eventid=XOonCM21qXs%3d,"The annual Jiggle Jam Fest will take place over the Memorial Day weekend at the kid friendly, fountain grouds of Crown Center Square.  The two-day event will feature nationally acclaimed childrens entertainment, musical workshops, puppet shows craft activities, shopping, games food and drink.",Crown Center - downtown Kansas City,Jiggle Jam Family Fest,Kansas City,5/28/2011,,http://www.festivals.com/gfx//backstage/1/1805/021920080250489054_ad.jpg,Missouri,5/29/2011,keli@oneillcom.com
http://www.glendaleaz.com/events,623--930-2017,58th and Glendale Avenues,http://www.festivals.com/viewevent.aspx?eventid=%2b09vaM3pr%2fc%3d,"Kick back, enjoy the great weather and have a cool drink in the heart of Historic Downtown Glendale. Featuring Jazz and soulful blues.",Murphy Park - Historic Downtown Glendale,Glendale Jazz and Blues Festival,Glendale,4/16/2011,"Featuring local, regional and national jazz and blues performers.",,Arizona,4/17/2011,nsandberg@glendaleaz.com
http://www.blues.org,901--5272583-,255 N. Main,http://www.festivals.com/viewevent.aspx?eventid=tkKYULxA%2b0Q%3d,"<p>The 28th edition of the Blues Music Awards will once again be the biggest night in Blues. World-renowned Blues songstress Maria Muldaur said of the 2004 event, This was the best music event I have ever attended and I have been to a lot of music events. I am not talking about the best Blues Awards, but the best music event, period.</p>  The event brings together Blues performers, industry representatives and fans from all over the world to celebrate the best in Blues recordings and performances from the previous year. Universally recognized as the national Blues awards, the Handys are the highest honor given to Blues artists. The 2011 show promises to be an occasion to remember as it honors the best of 2010. </p>  The Blues Hall of Fame Induction Ceremony and Charter Members Dinner will be held the night before on Wednesday, May 7. Contact The Blues Foundation about becoming a Charter Member in order to attend this star-studded event.</p>",Cook Convention Center,32nd Blues Music Awards,Memphis,5/5/2011,,http://www.festivals.com/gfx//backstage/1/3792/090520070247587730_ad.jpg,Tennessee,5/5/2011,jay@blues.org
http://www.solozp.com,713- 204 8800,"8233 Will Clayton Pkwy Humble, Tx 77338",http://www.festivals.com/viewevent.aspx?eventid=pXkYGRY0W0Y%3d,<p>A mixture of soul and blues will be on tap at the Solo Soul and Blues Festival. Come out and enjoy an all day music festival with great food vendors and refreshments.</p>,Humble Civic Center Arena,The Solo Soul and Blues Festival,Humble,5/7/2011,"Bobby Blue Bland, Lenny Williams, Betty Wright, Mel Waiters, Kenne Wayne",,Texas,5/7/2011,solozp@yahoo.com
,1-8-47-253-3038,"Show shall be promoted USA-wide and held within the NW Chicago, IL area, and to be a yearly event show. This location is greatly suited for travel by air, train, bus and car. More details TBA.",http://www.festivals.com/viewevent.aspx?eventid=QZKqCLvJQck%3d,"A new and totally unique 3-day rock and roll music event convention/concert. We have arranged for 10 - 12 well known named rock bands from the 1960s - 1990s, for a meet & greet to appear in person to take photos with their fans, and sign autographs for their fans. Each band will attend for one day only. 4 - 5 bands each day, for 3 days, and also will perform evening concert(s).    We are currently seeking ONLY Sponsors and Investors for this convention event (with a 30% profit return for investors).     Also this event show is Indoors, so NO staging is required. No Equipment is required. No Lighting or Communication Devices are required. We do NOT want and we do NOT Need. Do NOT Ask!!!    (No Vendors Wanted, NO Products Wanted, NO Other Talent Wanted, NO Other Bands Wanted, and NO Ticketings are Ever Needed - so Please do NOT call us. Do NOT E-Mail us. Do NOT ask us - for we will NEVER reply back to you. Please Adhere to these requests.)    Our media advertisings shall be USA-wide, and we shall provide sponsors full media advertising with their names and logos in all ads. We shall also provide to Sponsors - free booth space accommodations, coupon distribution, product sampling, etc., to fit their required needs.",Rock n Roll Music Convention/Concert,Backstage Rockfest1 - 2011,Chicago,9/10/2011,"Major musical artists will be announced later, when show is finalized with all the legal matters. Invited rock bands shall be the real big band groups from the 1960s -1990s.    Our bands are Already Chosen, so NO Other Bands are Needed Nor Wanted. Please NO Calls or E-Mails from any Band, for we are NOT interested, so Again - DO NOT CONTACT US with ANY Band requests !!!",,Illinois,9/11/2011,mtc1701conventions@yahoo.com
