title,endHour,moreInfoLink,eventDate,venue,description,fullAddress,startHour
Tony Bennett,10:00 PM,http://events.myspace.com/Event/6369059/ANDREW-JACKSON-HALL,03/30/2011,Andrew Jackson Hall,Age Requirement: 0+,"505 Deaderick Street, Nashville&nbsp;TN&nbsp;37243",8:00 PM
Tony Bennett,10:00 PM,http://events.myspace.com/Event/6369105/WHITNEY-HALL,04/01/2011,Whitney Hall,Age Requirement: 0+,"501 West Main Street, Louisville&nbsp;KY&nbsp;40202",8:00 PM
Tony Bennett,10:00 PM,http://events.myspace.com/Event/6440726/JONES-HALL,04/26/2011,Jones Hall,Age Requirement: 0+,"615 Louisiana St., Houston&nbsp;TX&nbsp;77208",8:00 PM
ZuhG.,11:30 PM,http://events.myspace.com/Event/4786374/ZuhG-in-Monterey,05/28/2011,California Roots Festival,playing this amazing festival next year!!! Can't wait to see who else will be on.          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Monterey Fairground, Monterey&nbsp;California&nbsp;",12:00 PM
stephanie nilles,9:00 PM,http://events.myspace.com/Event/6391648/The-Salon,05/22/2011,The Salon,Age Requirement: 0+,"tba, Philadelphia, PA&nbsp;PA&nbsp;tb",7:00 PM
SEAN KINGSTON,8:30 PM,http://events.myspace.com/Event/6370124/Marina-Bay-Street-Circuit--Formula-One-Race,09/26/2010,Marina Bay Street Circuit – Formula One Race,Age Requirement: 0+,"-, -&nbsp;&nbsp",6:30 PM
Alesana,11:30 PM,http://events.myspace.com/Event/6531305/Soundwave-2011,02/26/2011,Soundwave 2011 - RNA Showgrounds,Age Requirement: 0+,"Gergory Terrace, Fortitude Valley&nbsp;QLD&nbsp;4006",12:00 PM
Alesana,11:30 PM,http://events.myspace.com/Event/6531338/Soundwave-2011,02/27/2011,Soundwave 2011 - Eastern Creek Raceway,Age Requirement: 0+,"Brabham Drive/Ferrers Road, Eastern Creek&nbsp;NSW&nbsp;2766",12:00 PM
Alesana,11:00 PM,http://events.myspace.com/Event/6531407/Soundwave-2011,03/04/2011,Soundwave 2011 - Melbourne Showgrounds,Age Requirement: 0+,"Epsom Road, Ascot Vale&nbsp;VIC&nbsp;3032",12:00 PM
Alesana,11:00 PM,http://events.myspace.com/Event/6531455/Soundwave-2011,03/05/2011,Soundwave 2011 - Bonython Park Oval,Age Requirement: 0+,"Adelaide, Port Road, Adelaide&nbsp;SA&nbsp;5000",12:00 PM
Alesana,12:00 AM,http://events.myspace.com/Event/6531485/Soundwave-2011,03/07/2011,Soundwave 2011 - Steel Blue Oval,Age Requirement: 0+,"Corner Guilford Road & West Road, Bassendean Perth&nbsp;WA&nbsp",1:00 PM
I SEE STARS,9:30 PM,http://events.myspace.com/Event/6501651/Brisbane-Soundwave-Festivial,02/26/2011,Brisbane Soundwave Festival @ RNA Showgrounds,Age Requirement: 0+,"-, Brisbane&nbsp;-&nbsp;",12:30 PM
I SEE STARS,9:00 PM,http://events.myspace.com/Event/6501773/Sydney-Soundwave-Festival-,02/27/2011,Sydney Soundwave Festival @ Eastern Creek Raceway,Age Requirement: 0+,"-, Sydney&nbsp;-&nbsp;",12:30 PM
I SEE STARS,9:00 PM,http://events.myspace.com/Event/6501887/Melbourne-Soundwave-Festival-,03/04/2011,Melbourne Soundwave Festival @ Melbourne Showgrounds,Age Requirement: 0+,"-, Melbourne&nbsp;-&nbsp;",12:30 PM
I SEE STARS,9:00 PM,http://events.myspace.com/Event/6502014/Adelaide-Soundwave-Festival,03/05/2011,Adelaide Soundwave Festival @ Bonython Park,Age Requirement: 0+,"-, Adelaide&nbsp;-&nbsp;",12:30 PM
I SEE STARS,9:00 PM,http://events.myspace.com/Event/6502057/Perth-Soundwave-Festival,03/07/2011,Perth Soundwave Festival @ Steel Blue Oval,Age Requirement: 0+,"-, Perth&nbsp;-&nbsp;",12:30 PM
A Skylit Drive,11:00 PM,http://events.myspace.com/Event/5974763/Soundwave-2011,02/26/2011,Soundwave 2011 - RNA Showgrounds,Age Requirement: 0+,"Gregory Terrace, Fortitude Valley&nbsp;QLD&nbsp;4006",12:00 PM
A Skylit Drive,10:00 PM,http://events.myspace.com/Event/5975397/Soundwave-2011,02/27/2011,Soundwave 2011 - Eastern Creek Raceway,Age Requirement: 0+,"Brabham Drive/Ferrers Road, Eastern Creek&nbsp;NSW&nbsp;2766",12:00 PM
A Skylit Drive,10:00 PM,http://events.myspace.com/Event/5999714/Soundwave-2011,03/04/2011,Soundwave 2011 - Melbourne Showgrounds,Age Requirement: 0+,"Epsom Road, Ascot Vale&nbsp;VIC&nbsp;3032",12:00 PM
A Skylit Drive,11:30 PM,http://events.myspace.com/Event/6666284/Soundwave-2011,03/05/2011,Soundwave 2011 - Bonython Park,Age Requirement: 0+,"x, Adelaide&nbsp;Australia&nbsp;",12:30 PM
A Skylit Drive,10:00 PM,http://events.myspace.com/Event/6000064/Soundwave-2011,03/07/2011,Soundwave 2011 - Steel Blue Oval,Age Requirement: 0+,"Corner Guilford Road & West Road, Bassendean Perth&nbsp;WA&nbsp",12:00 PM
New Found Glory,7:30 PM,http://events.myspace.com/Event/6645867/Soundwave-Festival-2011-,02/26/2011,RNA Showgrounds,Age Requirement: 0+,"600 Gregory Terrace, Bowen Hills&nbsp;Brisbane&nbsp;QLD 4006",12:00 PM
New Found Glory,9:00 PM,http://events.myspace.com/Event/6646181/Soundwave-Festival-2011,02/27/2011,Eastern Creek Raceway,Age Requirement: 0+,"Brabham Drive/Ferrers Road, Eastern Creek, Sydney&nbsp;New South&nbsp;NSW 2766",12:00 PM
New Found Glory,9:00 PM,http://events.myspace.com/Event/6646718/Soundwave-Festival-2011,03/04/2011,Melbourne Showgrounds,Age Requirement: 0+,"3032 Epsom Road, Ascot Vale, VIC, Melbourne&nbsp;Victoria&nbsp;3032",12:00 PM
New Found Glory,9:00 PM,http://events.myspace.com/Event/6646758/Soundwave-Festival-2011,03/05/2011,Bonython Park,Age Requirement: 0+,"Port Rd., Adelaide&nbsp;South Aust&nbsp;5000",12:00 PM
New Found Glory,9:00 PM,http://events.myspace.com/Event/6646824/Soundwave-Festival-2011,03/07/2011,Steel Blue Oval,Age Requirement: 0+,"Corner Guildford Road & West Road, Perth&nbsp;Western Au&nbsp;6054",12:00 PM
U2,8:00 PM,http://events.myspace.com/Event/6056550/U2,05/21/2011,Central Parking Lot,,"Coors Field, Denver&nbsp;CO&nbsp;80202",6:00 PM
U2,8:00 PM,http://events.myspace.com/Event/6036188/U2,05/24/2011,Rice Eccles Stadium,,Salt Lake City&nbsp;UT&nbsp,6:00 PM
U2,8:00 PM,http://events.myspace.com/Event/6056551/U2,06/07/2011,Oakland Metro,,Oakland&nbsp;CA&nbsp,6:00 PM
U2,8:00 PM,http://events.myspace.com/Event/6056553/U2,06/17/2011,Angels Stadium,,"2000 S State College Blvd, Anaheim&nbsp;CA&nbsp;92806",6:00 PM
U2,8:00 PM,http://events.myspace.com/Event/6056554/U2,06/18/2011,Angels Stadium,,"2000 S State College Blvd, Anaheim&nbsp;CA&nbsp;92806",6:00 PM
U2,8:00 PM,http://events.myspace.com/Event/6036190/U2,06/26/2011,Spartan Stadium (Michigan),,&nbsp;&nbsp,6:00 PM
U2,8:00 PM,http://events.myspace.com/Event/6036193/U2,06/29/2011,Sun Life Stadium,,"2269 NW 199th St, &nbsp;&nbsp",6:00 PM
U2,8:00 PM,http://events.myspace.com/Event/6036191/U2,07/05/2011,Soldier Field,,"1410 S Museum Campus Dr, Chicago&nbsp;IL&nbsp;60605",6:00 PM
U2,8:00 PM,http://events.myspace.com/Event/6056556/U2,07/14/2011,The Arena Bar,,"Roosevelt Blvd & Rhawn St, Philadelphia&nbsp;PA&nbsp;19152",6:00 PM
U2,8:00 PM,http://events.myspace.com/Event/6036194/U2,07/20/2011,New Meadowlands Stadium,,"102 New Jersey 120, East Rutherford&nbsp;NJ&nbsp;07072",6:00 PM
U2,8:00 PM,http://events.myspace.com/Event/6036195/U2,07/23/2011,TCF Bank Stadium,,"2009 University Ave SE, Minneapolis&nbsp;MN&nbsp;55414",6:00 PM
The Marshall Tucker Band,10:00 PM,http://events.myspace.com/Event/6106502/Marshall-Tucker-Band,02/26/2011,Peppermill Concert Hall,Age Requirement: 0+,"680 Wendover BLVD, Wendover&nbsp;NV&nbsp;89883",8:00 PM
// EUROPE //,10:30 PM,http://events.myspace.com/Event/6263158/EUROPE,02/23/2011,BRISTOL O2 ACADEMY,"Gig startup times, durations and age restrictions are approximate: check local guides          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","BRISTOL O2 ACADEMY, BRISTOL&nbsp;&nbsp;N/",5:00 PM
// EUROPE //,10:30 PM,http://events.myspace.com/Event/6263171/EUROPE,02/25/2011,MANCHESTER ACADEMY 2,"Gig startup times, durations and age restrictions are approximate: check local guides          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","MANCHESTER ACADEMY 2, MANCHESTER&nbsp;&nbsp;N/",5:00 PM
// EUROPE //,10:30 PM,http://events.myspace.com/Event/6263185/EUROPE,02/26/2011,LEEDS O2 ACADEMY,"Gig startup times, durations and age restrictions are approximate: check local guides          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","LEEDS O2 ACADEMY, LEEDS&nbsp;&nbsp;N/",5:00 PM
// EUROPE //,10:30 PM,http://events.myspace.com/Event/6263204/EUROPE,02/27/2011,NEWCASTLE O2 ACADEMY,"Gig startup times, durations and age restrictions are approximate: check local guides          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","NEWCASTLE O2 ACADEMY, NEWCASTLE&nbsp;&nbsp;N/",5:00 PM
Helloween,11:00 PM,http://events.myspace.com/Event/6091135/-to-be-continued-,12/31/2011,... to be continued ...,Age Requirement: 0+,"-, -&nbsp;-&nbsp;",8:00 PM
Dani Lynn Howe,12:00 AM,http://events.myspace.com/Event/4279428/Matherville-Centennial-Celebration,07/01/2011,Centennial Celebration,Age Requirement: 0+,"Main Street, Matherville&nbsp;IL&nbsp;61263",8:00 PM
TERROR,11:30 PM,http://events.myspace.com/Event/6530579/Soundwave-2011,02/26/2011,RNA Showgrounds,Age Requirement: 0+,"Gregory Terrace, Fortitude Valley, Brisbane&nbsp;AU&nbsp;QLD 4006",10:00 AM
TERROR,11:30 PM,http://events.myspace.com/Event/6530678/Soundwave-2011,02/27/2011,Eastern Creek Raceway,Age Requirement: 0+,"Brabham Drive / Ferrers Road, Sydney&nbsp;AU&nbsp;NSW 2766",10:00 AM
TERROR,11:30 PM,http://events.myspace.com/Event/6530748/Soundwave-2011,03/04/2011,Melbourne Showgrounds,Age Requirement: 0+,"Epsom Road / Ascot Vale, Melbourne&nbsp;AU&nbsp;VIC 3032",10:00 AM
TERROR,11:30 PM,http://events.myspace.com/Event/6530795/Soundwave-2011,03/05/2011,Bonython Park,Age Requirement: 0+,"Port Road, Adelaide&nbsp;AU&nbsp;SA 5000",1:00 PM
TERROR,11:30 PM,http://events.myspace.com/Event/6530845/Soundwave-2011,03/07/2011,Steel Blue Oval,Age Requirement: 0+,"Guildford Road / West Road, Bassendean, Perth&nbsp;AU&nbsp;6054",10:00 AM
Mayday Parade,11:00 PM,http://events.myspace.com/Event/6528358/Brisbane-Soundwave-Festival,02/26/2011,RNA Showgrounds,Age Requirement: 0+,"Brisbane Soundwave Festival, Brisbane&nbsp;Brisbane&nbsp",11:00 AM
Mayday Parade,11:00 PM,http://events.myspace.com/Event/6528452/Sydney-Soundwave-Festival,02/27/2011,Eastern Creek Raceway,Age Requirement: 0+,"Eastern Creek Raceway, Sydney&nbsp;Australia&nbsp",11:00 AM
Mayday Parade,11:00 PM,http://events.myspace.com/Event/6528501/Melbourne-Soundwave-Festival,03/04/2011,Melbourne Showgrounds,Age Requirement: 0+,"Melbourne Showgrounds, Melbourne&nbsp;Australia&nbsp",11:00 AM
Mayday Parade,11:00 PM,http://events.myspace.com/Event/6528594/Adelaide-Soundwave-Festival,03/05/2011,Bonython Park,Age Requirement: 0+,"Bonython Park, Adelaide&nbsp;Australia&nbsp",11:30 AM
Mayday Parade,11:00 PM,http://events.myspace.com/Event/6529074/Perth-Soundwave-Festival,03/07/2011,Steel Blue Oval,Age Requirement: 0+,"Steel Blue Oval, Perth&nbsp;Australia&nbsp",11:00 AM
30 Seconds to Mars,11:00 PM,http://events.myspace.com/Event/6528484/30-Seconds-to-Mars,02/26/2011,Brisbane Soundwave Festival @ RNA Showgrounds,Age Requirement: 0+,"Gregory Terrace, Fortitude Valley&nbsp;, &nbsp;n",8:00 PM
30 Seconds to Mars,11:00 PM,http://events.myspace.com/Event/6528516/30-Seconds-to-Mars,02/27/2011,Sydney Soundwave Festival @ Eastern Creek Raceway,Age Requirement: 0+,"Brabham Drive/Ferrers Road, Eastern Creek&nbsp;.&nbsp;n",8:00 PM
30 Seconds to Mars,11:00 PM,http://events.myspace.com/Event/6528549/30-Seconds-to-Mars,03/04/2011,Melbourne Soundwave Festival @ Melbourne Showgrounds,Age Requirement: 0+,"Epsom Road, Melbourne&nbsp;.&nbsp;VIC 3032",8:00 PM
30 Seconds to Mars,11:00 PM,http://events.myspace.com/Event/6528583/30-Seconds-to-Mars,03/05/2011,Adelaide Soundwave Festival @ Bonython Park,Age Requirement: 0+,"Port Road, Adelaide&nbsp;, &nbsp;SA 5000",8:00 PM
30 Seconds to Mars,11:00 PM,http://events.myspace.com/Event/6528609/30-Seconds-to-Mars,03/07/2011,Perth Soundwave Festival @ Steel Blue Oval,Age Requirement: 0+,"Guilford Road and West Road, Perth&nbsp;, &nbsp;6054",8:00 PM
Breathe Carolina,11:00 PM,http://events.myspace.com/Event/6530311/Soundwave-2011,02/26/2011,Soundwave 2011 - RNA Showgrounds,Age Requirement: 0+,"Gregory Terrace, Fortitude Valley&nbsp;QLD&nbsp;4006",12:00 PM
Breathe Carolina,11:00 PM,http://events.myspace.com/Event/6530344/Soundwave-2011,02/27/2011,Soundwave 2011 - Eastern Creek Raceway,Age Requirement: 0+,"Brabham Drive/Ferrers Road, Eastern Creek&nbsp;NSW&nbsp;2766",12:00 PM
Breathe Carolina,11:00 PM,http://events.myspace.com/Event/6530367/Soundwave-2011,03/04/2011,Soundwave 2011 - Melbourne Showgrounds,Age Requirement: 0+,"Epsom Road, Ascot Vale&nbsp;VIC&nbsp;3032",12:00 PM
Breathe Carolina,11:00 PM,http://events.myspace.com/Event/6530392/Soundwave-2011,03/05/2011,Soundwave 2011 - Bonython Park Oval,Age Requirement: 0+,"Adelaide, Port Road, Adelaide&nbsp;SA&nbsp;5000",12:00 PM
Breathe Carolina,12:00 AM,http://events.myspace.com/Event/6530433/Soundwave-2011,03/07/2011,Soundwave 2011 - Steel Blue Oval,Age Requirement: 0+,"Corner Guliford Road & West Road, Bassendean Perth&nbsp;WA&nbsp",1:00 PM
The Black Keys,11:30 PM,http://events.myspace.com/Event/6528685/The-Black-Keys,03/15/2011,Olympia,Age Requirement: 0+,"28 boulevard des Capucines, Paris&nbsp;France&nbsp;75009",7:00 PM
Whitney. (CD out august 10th),11:30 PM,http://events.myspace.com/Event/6623648/soon-,03/31/2011,soon =],Age Requirement: 0+,"--, EVERYWHERE!&nbsp;--&nbsp;54601",7:00 PM
Third Eye Blind,11:00 PM,http://events.myspace.com/Event/6575722/Brisbane-Soundwave-Festival--RNA-Showgrounds,02/26/2011,RNA Showgrounds,Age Requirement: 0+,"Gregory Terrace, Brisbane&nbsp;Fortitude&nbsp;N/",11:00 AM
Third Eye Blind,1:30 PM,http://events.myspace.com/Event/6575775/Sydney-Soundwave-Festival--Eastern-Creek,02/27/2011,Raceway,Age Requirement: 0+,"Brabham Drive/Ferrers Road, Sydney&nbsp;Eastern Cr&nbsp;n/",11:00 AM
Third Eye Blind,12:30 PM,http://events.myspace.com/Event/6575791/Melbourne-Soundwave-Festival--Melbourne-,03/04/2011,Showgrounds,Age Requirement: 0+,"Epson Road, Melbourne&nbsp;n/a&nbsp;n/",11:00 AM
Third Eye Blind,2:00 PM,http://events.myspace.com/Event/6575844/Adelaide-Soundwave-Festival--Bonython-Park,03/05/2011,Port Road,Age Requirement: 0+,"Port Road, Adelaide&nbsp;n/a&nbsp;n/",11:00 AM
Third Eye Blind,4:00 PM,http://events.myspace.com/Event/6575893/Perth-Soundwave-Festival--Steel-Blue-Oval-,03/07/2011,Steel Blue Oval,Age Requirement: 0+,"Guildford Road, Perth&nbsp;n/a&nbsp;6054",11:00 AM
MTV TRL TOUR : DESTINYS CHILD - NELLY - EVE - 3LW,8:30 PM,http://events.myspace.com/Event/1256587/MTV-TRL-TOUR--DESTINYS-CHILD--NELLY--EVE--3LW,09/15/2011,Sleep Train Amphitheatre in Wheatland,,"2677 Forty Mile Rd, Wheatland&nbsp;CA&nbsp;95692",6:30 PM
Gorilla Zoe,,http://events.myspace.com/Event/6309095/BMO-Fest,10/06/2011,BMO Fest,Age Requirement: 0+,"n/a, n/a&nbsp;n/a&nbsp;n/",
Dj Santana,11:30 PM,http://events.myspace.com/Event/4098220/Salem-High-School-Talent-Show,05/07/2011,Salem High School Talent Show,Age Requirement: 0+,"Salem, Salem&nbsp;Massachusetts&nbsp;01970",6:30 PM
Chasing Shadows,,http://events.myspace.com/Event/6197367/SUMMERSET,03/19/2011,SUMMERSET,Age Requirement: 18+,"somewhere in nz, WELLINGTON&nbsp;&nbsp",
Chemical Brothers,11:30 PM,http://events.myspace.com/Event/6692383/The-Chemical-Brothers-live--Vector-Arena-Auckland-NZ,03/02/2011,Vector Arena,Age Requirement: 0+,"34 Mahuhu Crescent, Auckland&nbsp;&nbsp",10:00 PM
Chemical Brothers,11:30 PM,http://events.myspace.com/Event/6033256/The-Chemical-Brothers-live--Brisbane-Sideshow-Australia,03/04/2011,Riverstage,Ticketmaster/ On sale Thursday Aug 5          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Gardens Point Rd, Brisbane&nbsp;QLD&nbsp;4000",10:00 PM
Chemical Brothers,11:30 PM,http://events.myspace.com/Event/6033305/The-Chemical-Brothers-live--Melbourne-Sideshow-Australia,03/09/2011,Rod Laver Arena,Ticketek / On sale Friday Aug 6          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Melbourne, Australia, Melbourne&nbsp;VIC&nbsp;3000",10:00 PM
Chemical Brothers,11:30 PM,http://events.myspace.com/Event/6033341/The-Chemical-Brothers-live--Sydney-Sideshow-Australia,03/10/2011,Sydney Entertainment Centre,Ticketmaster / On sale Thursday Aug 5          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Harbour St, Sydney&nbsp;NSW&nbsp;2000",10:30 PM
Abney Park,,http://events.myspace.com/Event/5421103/Wild-Wild-West-Con,03/04/2011,Old Tucson Studios,"Arizona's 1st Steampunk Convention & Festival!<br><br>Tickets now on sale!We are breaking the barriers of the standard hotel-based convention by placing the core of our event within Old Tucson Studios, a famous movie studio and amusement park built in 1939. <br><br>Come join the adventure March 4-6, 2011 as we traverse into the age of steam!<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","201 S Kinney Rd, Tucson&nbsp;AZ&nbsp;85735",
emancipator,10:00 PM,http://events.myspace.com/Event/3174689/emancipator,12/31/2011,for booking contact Chris@autonomousmusic.org,Age Requirement: 0+,"1121 N. Loring St. Suite 112, Autonomous Music&nbsp;Portland, &nbsp;97227",8:00 PM
Leeland,9:00 PM,http://events.myspace.com/Event/5875324/Leeland,03/05/2011,The Back Door,Acquire The Fire Event,"First Federated Church, 4801 Franklin Ave, Des Moines&nbsp;IA&nbsp;50310",7:00 PM
Leeland,9:00 PM,http://events.myspace.com/Event/5875325/Leeland,03/12/2011,Legacy Church,Acquire The Fire Event,"7201 Central Ave NW, Albuquerque&nbsp;NM&nbsp;87121",7:00 PM
Leeland,9:00 PM,http://events.myspace.com/Event/5875328/Leeland,03/19/2011,Peoples Church,Acquire The Fire event,"7172 N Cedar Ave, Fresno&nbsp;CA&nbsp;93720",7:00 PM
Leeland,9:00 PM,http://events.myspace.com/Event/5875331/Leeland,03/26/2011,The Rock,Acquire The Fire event,"2277 Rosecrans St, San Diego&nbsp;CA&nbsp;92106",7:00 PM
Leeland,9:00 PM,http://events.myspace.com/Event/5875332/Leeland,04/02/2011,Comcast Arena at the Everett Events Center,Acquire The Fire Event,"2000 Hewitt Ave, Everett&nbsp;WA&nbsp;98201",7:00 PM
Leeland,9:00 PM,http://events.myspace.com/Event/5875333/Leeland,04/09/2011,ARCO Arena,Acquire The Fire Event,"1 Sports Pkwy, Sacramento&nbsp;CA&nbsp;95834",7:00 PM
Leeland,9:00 PM,http://events.myspace.com/Event/5875335/Leeland,04/16/2011,Memorial Coliseum,Acquire The Fire Event,"1 N Center Ct Dr, Portland&nbsp;OR&nbsp;97227",7:00 PM
Leeland,9:00 PM,http://events.myspace.com/Event/5875336/Leeland,04/30/2011,Denver Coliseum,Acquire The Fire Event,"4600 Humboldt St, Denver&nbsp;CO&nbsp;80216",7:00 PM
Leeland,9:00 PM,http://events.myspace.com/Event/5875339/Leeland,05/07/2011,1st Mariner Arena,Acquire The Fire Event,"201 W Baltimore St, Baltimore&nbsp;MD&nbsp;21201",7:00 PM
anberlin,11:30 PM,http://events.myspace.com/Event/6528210/Anberlin,02/26/2011,Soundwave Festival,Age Requirement: 0+,"Soundwave, Brisbane&nbsp;QLD&nbsp",12:00 PM
anberlin,11:30 PM,http://events.myspace.com/Event/6528238/Anberlin,02/27/2011,Soundwave Festival,Age Requirement: 0+,"Soundwave Festival, Sydney&nbsp;NSW&nbsp",12:00 PM
anberlin,11:30 PM,http://events.myspace.com/Event/6528269/Anberlin,03/04/2011,Soundwave Festival,Age Requirement: 0+,"Soundwave, Melbourne&nbsp;VIC&nbsp",12:00 PM
anberlin,11:30 PM,http://events.myspace.com/Event/6528301/Anberlin,03/05/2011,Soundwave Festival,Age Requirement: 0+,"Soundwave, Adelaide&nbsp;SA&nbsp",12:00 PM
Los Lonely Boys,10:00 PM,http://events.myspace.com/Event/5022945/Union-Colony-Civic-Center,04/06/2011,Union Colony Civic Center,Acoustic Show.  All Ages.  Doors 6:30pm,"701 10th Ave, Greeley&nbsp;CO&nbsp;80631",8:00 PM
A Skylit Drive,9:00 PM,http://events.myspace.com/Event/6000064/Soundwave-2011,03/07/2011,Soundwave 2011 - Steel Blue Oval,Age Requirement: 0+,"Corner Guilford Road & West Road, Bassendean Perth&nbsp;WA&nbsp",11:00 AM
Todd Agnew,10:00 PM,http://events.myspace.com/Event/1421494/Todd-Agnew,06/13/2011,Gloieta Conference Center - Fuge Camp,,"11 State Road 50, Glorieta&nbsp;New Mexico&nbsp;87535",8:00 PM
Todd Agnew,2:00 AM,http://events.myspace.com/Event/1428647/Todd-Agnew,07/06/2011,Lee University,Student Life Camp,"1120 North Ocoee Street, Cleveland&nbsp;Tennessee &nbsp;37311",12:00 AM
Todd Agnew,2:00 AM,http://events.myspace.com/Event/1428643/Todd-Agnew,07/07/2011,Lee University,Student Life Camp,"1120 North Ocoee Street, Cleveland&nbsp;Tennessee &nbsp;37311",12:00 AM
Todd Agnew,2:00 AM,http://events.myspace.com/Event/1428644/Todd-Agnew,07/08/2011,Lee University,Student Life Camp,"1120 North Ocoee Street, Cleveland&nbsp;Tennessee &nbsp;37311",12:00 AM
Todd Agnew,2:00 AM,http://events.myspace.com/Event/1428642/Todd-Agnew,07/09/2011,Lee University,Student Life Camp,"1120 North Ocoee Street, Cleveland&nbsp;Tennessee &nbsp;37311",12:00 AM
Eilen Jewell,11:00 PM,http://events.myspace.com/Event/5577225/The-Cultural-Center-at-Eagle-Hill,03/05/2011,The Cultural Center at Eagle Hill,Age Requirement: 0+,"242 Old Petersham Road, Hardwick&nbsp;MA&nbsp;01037",7:00 PM
Eilen Jewell,11:00 PM,http://events.myspace.com/Event/6558520/Northwest-Park-Nature-Center,03/19/2011,Northwest Park Nature Center,Age Requirement: 0+,"ABC, Windsor&nbsp;CT&nbsp;123",8:00 PM
