phone,moreDetailURL,latitude,name,address,admission,date,venue,description,externalURL,longitude
614-719-6614,http://www.experiencecolumbus.com/event-detail.cfm/event/Bring%2DUp%2Dthe%2DLights%21%2D2011%2DCATCO%2DPhoenix%2DGala/id/25027,39.96056,Bring Up the Lights! 2011 CATCO-Phoenix Gala,"1777 E. Broad St., Columbus, OH 43203",$175,02/26/2011,Franklin Park Conservatory,"Join us at Franklin Park Conservatory on Saturday, February 26, 2011 for our very first gala as CATCO-Phoenix! As we raise the curtain on our new combined company, we present the gala in a new venue - with all of our usual theatrical flair! The evening begins with cocktails and hors d'oeuvres in the historic Palm House inside the lighting installation Light Raiment II by internationally renowned artist, James Turrell. The party continues with dinner in the Grand Atrium catered by Cameron Mitchell Catering. This intimate space is perfect for mingling with fellow theatre-lovers, catching up with old friends and making new ones. Be among the first to learn about the 2011-12 season, as well as more about our arts partnership and collaboration, in addition to the At-Risk programming in our schools which delivers over 6,000 hours of special courses to kids in need! We're planning a special treat to share with you to highlight the experience and the impact of these leading-edge programs! The evening will conclude with dessert and a live auction themed to CATCO-Phoenix's work in our community.",http://www.catco.org,-83.000336
"614-265-7625, 614-416-7625",http://www.experiencecolumbus.com/event-detail.cfm/event/Shadowbox%2DLive%3A%2DRent/id/26962,40.050745,Shadowbox Live: Rent,"164 Easton Town Center, Columbus, OH 43219",Adults $30. Students and seniors $20.,02/27/2011 - 04/10/2011,Shadowbox Live,"Based on Puccini's opera La Boheme, Rent tells the story of a group of young Bohemians struggling to live and love in modern New York City.",http://www.shadowboxlive.org,-82.915363
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/Jumpin%27%2DJaks%2D%28Jazz%2Dand%2DKids%29%2Dwith%2DRebecca%2DOgden%2C%2DThe%2DMusic%2DLady/id/26997,39.9671896,"Jumpin' Jaks (Jazz and Kids) with Rebecca Ogden, The Music Lady","771 E. Long St., Columbus, OH 43203",$40-$50,02/04/2011 - 02/25/2011,"Jazz Academy, Lincoln Theatre","Dance, sing, listen, play, and learn about music- from ragtime to jazz- in a fun and creative environment. Jumpin' Jaks offers preschoolers, ages 3-5 and their parent or caregiver, the opportunity to explore American music in all its forms.",http://www.jazzartsgroup.org,-82.9807147
614-241-5325,http://www.experiencecolumbus.com/event-detail.cfm/event/A%2DDay%2Dof%2Dthe%2DArts%2Dfor%2DAll/id/26550,40.1276268,A Day of the Arts for All,"350 N. Cleveland Ave., Westerville, 43081",,02/26/2011,Westerville Community Center,"AEO is a statewide, juried, visual arts exhibition and tour promoting inclusive environments and advances those pursuing a creative career. The Opening Ceremony features an exhibition of all the selected art work, more than 90 pieces, and presentation of awards in Youth, Emerging, and Professional categories as well as Best in Show and People's Choice. Following the event, the artwork is divided into tours and travels around Ohio.",http://www.vsarts.org,-82.9479613
614-644-3247,http://www.experiencecolumbus.com/event-detail.cfm/event/Buckeye%2DQuarter%2DMidget%2DRacing/id/27105,40.004578,Buckeye Quarter Midget Racing,"717 E. 17th Ave., Columbus, OH 43211",Free,02/26/2011 - 02/27/2011,Ohio Expo Center,Buckeye Quarter Midget Racing Association Sponsored Event. This event features indoor quarter midget racing for children 5 to 16 years of age. Bring the whole family out to see this unique and fun event!,http://www.ohioexpocenter.com,-82.990338
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Badfish/id/26667,39.99747,Badfish,"1722 N. High St., Columbus, OH 43201",$20.25,02/25/2011,Newport Music Hall,,http://www.newportmusichall.com,-83.0074141
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Jason%2DAldean%2Dw%2D%2DEric%2DChurch%2Dand%2DJaneDear%2Dgirls/id/27215,39.969406,Jason Aldean w/ Eric Church and JaneDear girls,"200 W. Nationwide Blvd., Columbus, OH 43215",$32.65-$54.35,02/26/2011,Nationwide Arena,,http://www.nationwidearena.com,-83.006206
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DReady%2DSet/id/26959,39.969491,The Ready Set,"1722 N. High St., Columbus, OH 43201",$20.25,02/26/2011,Newport Music Hall,,http://www.newportmusichall.com,-83.010007
614-461-5483,http://www.experiencecolumbus.com/event-detail.cfm/event/Sleeping%2DWith%2DSirens/id/27018,39.9697354,Sleeping With Sirens,"391 Neil Ave., Columbus, OH 43215",$12,04/28/2011 - 02/28/2011,The Basement,,http://www.promowestlive.com,-83.0098098
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/Chords%2Dand%2DScales%2Dto%2DProgressions%2Dwith%2DTim%2DCummiskey/id/26993,39.9671896,Chords and Scales to Progressions with Tim Cummiskey,"771 E. Long St., Columbus, OH 43203",$125-$150,02/01/2011 - 03/22/2011,"Jazz Academy, Lincoln Theatre",Advance your guitar skills in a fun and relaxed environment. Review basic scale theory and chord construction with an end goal of playing American standards and jazz compositions of the 20th century. This is an applied theory class with students learning to play and applying the examples discussed in class.,http://www.jazzartsgroup.org,-82.9807147
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/Digital%2DComposition%2Dand%2DRecording%2Dwith%2DJames%2DAllison/id/27002,39.9671896,Digital Composition and Recording with James Allison,"771 E. Long St., Columbus, OH 43203",$150-$175,02/01/2011 - 03/22/2011,"Jazz Academy, Lincoln Theatre","In this class, learn the fundamentals of music composition, and then expand into composition and arrangement for bands, singers, film scores, or commercials. Discussion will also include music marketing, licensing, and ways to get your music heard by others. Students should have basic skills, and understanding of music theory, and have dabbled a bit in songwriting.",http://www.jazzartsgroup.org,-82.9807147
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/Intermediate%2Dto%2DAdvanced%2DJazz%2DGuitar%2DConcepts%2C%2DSession%2DII%2Dwith%2DTim%2DCummiskey/id/26992,39.9671896,"Intermediate to Advanced Jazz Guitar Concepts, Session II with Tim Cummiskey","771 E. Long St., Columbus, OH 43203",$125-$150,02/01/2011 - 03/22/2011,"Jazz Academy, Lincoln Theatre","Continue advancing your skills, from style and technique to theory, while expanding your guitar repertoire. This class is a continuation of the fall session, but new students with advanced skills are welcome.",http://www.jazzartsgroup.org,-82.9807147
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/Vocal%2DEnsemble%2Dwith%2DRachel%2DSepulveda/id/26995,39.9671896,Vocal Ensemble with Rachel Sepulveda,"771 E. Long St., Columbus, OH 43203",$125-$150,02/02/2011 - 03/23/2011,"Jazz Academy, Lincoln Theatre","Share the fun of singing with other who loves to swing and shout just as much as you do! Explore a wide range of songs and styles, from the Great American Songbook to Motown and a cappella. Participants should be able to recognize and hold pitch and have some basic reading abilities. Some choral/ensemble experience is recommended but not required.",http://www.jazzartsgroup.org,-82.9807147
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/Practical%2DMusic%2DTheory%2Dwith%2DStan%2DSmith/id/27001,39.9671896,Practical Music Theory with Stan Smith,"771 E. Long St., Columbus, OH 43203",$35-$40,02/03/2011 - 03/10/2011,"Jazz Academy, Lincoln Theatre","Explore scales, harmony, and form in various styles of music to enhance performance, composition, and arranging skills. Directed listening and discussion will round out the class, designed for the student who is interested in strengthening their skills, both in theory and practice.",http://www.jazzartsgroup.org,-82.9807147
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/Rock%2DEnsemble%2Dwith%2DDennis%2DHodges/id/26994,39.9671896,Rock Ensemble with Dennis Hodges,"771 E. Long St., Columbus, OH 43203",,02/05/2011 - 03/12/2011,"Jazz Academy, Lincoln Theatre","Get ready to rock! Rock Ensemble is a hands-on, performance- oriented class with a focus on songs by a variety of artists. Some experience with your instrument is recommended. Guitarist should know bar chords, minor pentatonic scales, and some reading of simple charts/or tab knowledge.",http://www.jazzartsgroup.org,-82.9807147
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/All%2DEars%2D%2DUsing%2Dyour%2DEars%2Din%2DDrum%2DSet%2DPerformance%2Dwith%2DCedric%2DEaston%2Dand%2DRyan%2DJewell/id/26996,39.9671896,All Ears- Using your Ears in Drum Set Performance with Cedric Easton and Ryan Jewell,"771 E. Long St., Columbus, OH 43203",$125-$150,02/12/2011 - 04/02/2011,"Jazz Academy, Lincoln Theatre","Develop your ears in this drum set class. Great drummers are great listeners who can respond to the many subtleties of the ensemble. Explore a variety of styles, from gospel and funk to pop and rock and roll, and the role of the drum set in the rhythm section.",http://www.jazzartsgroup.org,-82.9807147
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/Live%2DRecording%2Dwith%2DAndrew%2DDodson%2Dof%2DCentral%2DCity%2DRecording/id/27003,39.9671896,Live Recording with Andrew Dodson of Central City Recording,"771 E. Long St., Columbus, OH 43203",$150-$175,02/16/2011 - 04/06/2011,"Jazz Academy, Lincoln Theatre","Learn the basics of the live recording process, from running ProTools to setting up a live recording session- the apply what you learned by recording the Vocal Ensemble class at the Jazz Academy. Complete the class by mixing down and mastering the recording.",http://www.jazzartsgroup.org,-82.9807147
614-859-9453,http://www.experiencecolumbus.com/event-detail.cfm/event/Jason%2DTurner%2DMusic%2DSeries/id/27187,40.014421,Jason Turner Music Series,"2491 Summit St., Columbus, OH 43202",,02/23/2011,Wild Goose Creative,"Wild Goose's Concert series, WGC Presents, returns with some of Columbus' best and brightest rock bands. WGC Presents happens every fourth Wednesday and features local, regional and national artists.",http://www.wildgoosecreative.com,-83.000556
614-228-2462,http://www.experiencecolumbus.com/event-detail.cfm/event/Columbus%2DGay%2DMen%27s%2DChorus%3A%2DVox%3A%2DOne%2DHit%2DWonders/id/26165,39.961447,Columbus Gay Men's Chorus: Vox: One Hit Wonders,"549 Franklin Ave., Columbus, OH 43215",$20,02/25/2011 - 02/26/2011,Van Fleet Theater,"You know you love them! Those one hit wonders that creep into your mind and have you humming them all day long. Who sings that song? Who knows, but it's catchy! Join Vox once again at the Columbus Performing Arts Center to take a trip down memory lane and enjoy the talented voices of our auditioned ensemble.",http://www.cgmc.com,-82.985417
614-292-3535,http://www.experiencecolumbus.com/event-detail.cfm/event/Bill%2DFrisell%3A%2DNot%2DSo%2DFast%3A%2DThe%2DMusic%2Dof%2DSpeedy%2DWest%2Dand%2DJimmy%2DBryant/id/26878,40.000675,Bill Frisell: Not So Fast: The Music of Speedy West and Jimmy Bryant,"1871 N. High St., Columbus, OH 43210",$13-$17,02/26/2011,Wexner Center for the Arts,"Frisell and Leisz return with bassist Dennis Crouch and drummer Don Heffington to premiere another Wex-commissioned piece that has its origins in a musical introduction from Helm, in this case to the timeless country jazz of pedal steel guitarist Speedy West and his guitar partner, Jimmy Bryant. Although many music fans view jazz and country and western music as rolling on distinctly separate tracks, the two genres have met at many intersections, and Frisell is one of today's most prominent exponents of their melding trajectories. The great Territory bands (regional jazz big bands) of the 1930s and 1940s, like Walter Page's Oklahoma City Blue Devils with Count Basie, had counterparts in such western swing bands as Bob Wills and the Texas Playboys. In the post-WWII period, when big bands were on the wane, small bebop combos were on the rise with players trading fast phrases in intricate and harmonically complex tunes. At the same time, compact groups of pickers like Speedy West and Jimmy Bryant in California crafted equally virtuosic instrumental interplay with lightning-quick licks and cleverly nimble compositional turns.",http://www.wexarts.org,-83.0082
"614-645-0642, 614-645-KING",http://www.experiencecolumbus.com/event-detail.cfm/event/Jazz%2DOn%2DThe%2DAvenue%3A%2DJazz%2Din%2DMotion/id/25394,39.9701669,Jazz On The Avenue: Jazz in Motion,"867 Mt. Vernon Ave., Columbus, OH 43203",$25,02/26/2011,The King Arts Complex,"This concert will feature Columbus-born Bobby Pierce currently residing in Los Angeles and Columbus' own Bobby Floyd striking the keys harmoniously in this ""one-of-a-kind"" evening of ""up-tempo"" jazz music you do not want to miss! A procession of music from pianos to organs will synthesize your senses.",http://www.kingartscomplex.com,-82.979941
"614-470-FOLK, 614-470-3655",http://www.experiencecolumbus.com/event-detail.cfm/event/Six%2DString%2DConcerts%3A%2DDanny%2DSchmidt%2Dand%2DCarrie%2DElkin/id/26403,39.961447,Six String Concerts: Danny Schmidt and Carrie Elkin,"549 Franklin Ave., Columbus, OH 43215",$20-$23,02/26/2011,Columbus Performing Arts Center,,http://www.sixstring.org/,-82.985417
614-228-8600,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DColumbus%2DSymphony%3A%2DSchubert%27s%2DUnfinished/id/23504,39.9602755,The Columbus Symphony: Schubert's Unfinished,"39 E. State St., Columbus, OH 43215",Adults $20.50-$66.50. Children $11.50-$34.50,02/26/2011 - 02/27/2011,Ohio Theatre,"Guest conductor Gunther Herbig will lead the Columbus Symphony in a program featuring a trio of composers from the Romantic and Classical periods. The program will include Mozart's Symphony No. 36 (""Linz""), Schubert's Symphony No. 8 (""Unfinished""), and Dvorak's Symphony No. 8. WOSU's Christopher Purdy will hold a free, pre-concert lecture about the program for ticket holders one hour prior to each performance on the fourth floor of the Ohio Theatre's Galbreath Pavilion.",http://www.columbussymphony.com,-82.9991748
