website,allDates,moreinfo,location,contact,description,price,venue,name,image
,"03/18/2011 8:00PM, 02/18/2011 8:00PM, 12/17/2010 8:00PM, 01/21/2011 8:00PM, 11/19/2010 8:00PM",http://www.zipscene.com/events/view/2236258-fairfield-salsa-social-fairfield,"411 Wessel Drive, Fairfield, OH 45014",513-567-5348,"FAIRFIELD SALSA SOCIAL EVERY 3RD FRIDAY OF THE MONTH!!    ~ A Beautiful large wood dance floor!  ~ Dance Class by SALSA UNDERGROUND (Salsa, Merengue, Bachata, Cha cha & Salsa Rueda)  ~ The Best Latin mix by DJ AIKON  ~ An event for the entire family ~ EVERY 3RD FRIDAY OF THE MONTH   ~ Performances, Demonstrations & Special guests   (Instructors, Performers & DJs periodically)    FREE popcorn & Giveaways  Cash Bar- Beer & Wine    Dance Class 8-9pm- $10.00 / $7.00 for students (includes open dance)  Open Dance 9pm - Midnight- $5.00 / $3.00 for students.    Located at:   The Fairfield Community Arts Center  411 Wesel Dr.  Fairfield, OH 45014  513-567-5348  For more information, go to www.medialatina.net    PRODUCED BY MEDIA LATINA",,The Fairfield Community Arts center,Fairfield Salsa Social,http://static2.zipscene.com//data/event_data/event_lg/BUS_0_EVENT_2236238_gfO3QfD3_lg.jpg
,"11/30/2010 7:00PM, 03/06/2011 3:00PM",http://www.zipscene.com/events/view/2736787-manitoba-moose-at-chicago-wolves-rosemont,"6920 Mannheim Rd, Rosemont, IL 60018",847-635-6601,,,Allstate Arena,Manitoba Moose at Chicago Wolves,http://static3.zipscene.com//data/business_md/BUS_00000448_0_LAaORNJ1.jpg
,"02/25/2011 7:00PM, 01/11/2011 7:00PM",http://www.zipscene.com/events/view/2567353-columbus-blue-jackets-vs-phoenix-coyotes-columbus-sports,"200 W. Nationwide Blvd., Columbus, OH 43215",614-246-2000,,,Nationwide Arena,Columbus Blue Jackets vs. Phoenix Coyotes,http://static1.zipscene.com//data/business_md/BUS_00027021_0_zp1TVdu8.jpg
,"03/17/2011 7:00PM, 11/26/2010 7:00PM, 01/14/2011 7:00PM",http://www.zipscene.com/events/view/2566215-columbus-blue-jackets-vs-detroit-red-wings-columbus-sports,"200 W. Nationwide Blvd., Columbus, OH 43215",614-246-2000,,,Nationwide Arena,Columbus Blue Jackets vs. Detroit Red Wings,http://static1.zipscene.com//data/business_md/BUS_00027021_0_zp1TVdu8.jpg
,"03/18/2011 7:00PM, 01/14/2011 7:00PM",http://www.zipscene.com/events/view/2650189-indiana-pacers-vs-chicago-bulls-indianapolis-sports,"125 S. Pennsylvania St., Indianapolis, IN 46204",317-917-2755,,,Conseco Fieldhouse,Indiana Pacers vs. Chicago Bulls,http://static0.zipscene.com//data/business_md/BUS_00026697_0_tT3fNIGv.jpg
,"03/18/2011 7:00PM, 01/14/2011 7:00PM",http://www.zipscene.com/events/view/2650189-indiana-pacers-vs-chicago-bulls-indianapolis,"125 S. Pennsylvania St., Indianapolis, IN 46204",317-917-2755,,,Conseco Fieldhouse,Indiana Pacers vs. Chicago Bulls,http://static0.zipscene.com//data/business_md/BUS_00026697_0_tT3fNIGv.jpg
,"01/30/2011 3:00PM, 05/13/2011 1:30PM, 05/12/2011 8:00PM, 05/14/2011 8:00PM",http://www.zipscene.com/events/view/2658597-yo-yo-ma-chicago,"220 South Michigan Ave., Chicago, IL 60604",312-294-3333,,,Chicago Symphony Orchestra,Yo-yo Ma,http://static0.zipscene.com//data/business_md/BUS_00000442_0_gYi96dBN.jpg
,"11/19/2010 8:00PM, 12/17/2010 8:00PM, 01/21/2011 8:00PM, 02/18/2011 8:00PM, 03/18/2011 8:00PM",http://www.zipscene.com/events/view/2236260-fairfield-salsa-social-fairfield,"411 Wessel Drive, Fairfield, OH 45014",513-567-5348,"FAIRFIELD SALSA SOCIAL EVERY 3RD FRIDAY OF THE MONTH!!    ~ A Beautiful large wood dance floor!  ~ Dance Class by SALSA UNDERGROUND (Salsa, Merengue, Bachata, Cha cha & Salsa Rueda)  ~ The Best Latin mix by DJ AIKON  ~ An event for the entire family ~ EVERY 3RD FRIDAY OF THE MONTH   ~ Performances, Demonstrations & Special guests   (Instructors, Performers & DJs periodically)    FREE popcorn & Giveaways  Cash Bar- Beer & Wine    Dance Class 8-9pm- $10.00 / $7.00 for students (includes open dance)  Open Dance 9pm - Midnight- $5.00 / $3.00 for students.    Located at:   The Fairfield Community Arts Center  411 Wesel Dr.  Fairfield, OH 45014  513-567-5348  For more information, go to www.medialatina.net    PRODUCED BY MEDIA LATINA",,The Fairfield Community Arts center,Fairfield Salsa Social,http://static2.zipscene.com//data/event_data/event_lg/BUS_0_EVENT_2236238_gfO3QfD3_lg.jpg
,"01/04/2011 7:00PM, 04/02/2011 7:00PM",http://www.zipscene.com/events/view/2652475-toronto-raptors-at-chicago-bulls-pre-season-chicago,"1901 W. Madison St., Chicago, IL 60612",312-455-4500,,,United Center,Toronto Raptors at Chicago Bulls   (Pre-Season),http://static3.zipscene.com//data/business_md/BUS_00031170_0_7UIKjVUK.jpg
,"04/07/2011 7:00PM, 01/08/2011 7:00PM",http://www.zipscene.com/events/view/2650779-chicago-bulls-vs-boston-celtics-chicago,"1901 W. Madison St., Chicago, IL 60612",312-455-4500,,,United Center,Chicago Bulls vs. Boston Celtics,http://static3.zipscene.com//data/business_md/BUS_00031170_0_7UIKjVUK.jpg
,"01/15/2011 7:00PM, 02/24/2011 7:00PM",http://www.zipscene.com/events/view/2648641-chicago-bulls-vs-miami-heat-chicago-sports,"1901 W. Madison St., Chicago, IL 60612",312-455-4500,,,United Center,Chicago Bulls vs. Miami Heat,http://static3.zipscene.com//data/business_md/BUS_00031170_0_7UIKjVUK.jpg
,"03/25/2011 7:05PM, 03/26/2011 7:05PM, 01/05/2011 7:05PM",http://www.zipscene.com/events/view/2700543-peoria-rivermen-vs-san-antonio-rampage-peoria,"201 SW Jefferson Ave., Peoria, IL 61602",309-673-8900,,,Peoria Civic Center,Peoria Rivermen vs. San Antonio Rampage,http://static3.zipscene.com//data/business_md/BUS_00042752_0_OOdE7TU6.jpg
,"03/26/2011 7:00PM, 01/08/2011 7:00PM",http://www.zipscene.com/events/view/2734569-hamilton-bulldogs-at-chicago-wolves-rosemont-sports,"6920 Mannheim Rd, Rosemont, IL 60018",847-635-6601,,,Allstate Arena,Hamilton Bulldogs at Chicago Wolves,http://static3.zipscene.com//data/business_md/BUS_00000448_0_LAaORNJ1.jpg
,"01/14/2011 7:05PM, 03/15/2011 7:05PM, 01/13/2011 7:05PM",http://www.zipscene.com/events/view/2702127-peoria-rivermen-vs-oklahoma-city-barons-peoria-sports,"201 SW Jefferson Ave., Peoria, IL 61602",309-673-8900,,,Peoria Civic Center,Peoria Rivermen vs. Oklahoma City Barons,http://static3.zipscene.com//data/business_md/BUS_00042752_0_OOdE7TU6.jpg
,"11/20/2010 7:00PM, 01/14/2011 7:30PM, 04/02/2011 7:00PM",http://www.zipscene.com/events/view/2734851-houston-aeros-at-chicago-wolves-rosemont-sports,"6920 Mannheim Rd, Rosemont, IL 60018",847-635-6601,,,Allstate Arena,Houston Aeros at Chicago Wolves,http://static3.zipscene.com//data/business_md/BUS_00000448_0_LAaORNJ1.jpg
,"01/15/2011 7:00PM, 04/10/2011 3:00PM, 03/27/2011 3:00PM, 02/23/2011 7:00PM, 10/30/2010 7:00PM",http://www.zipscene.com/events/view/2738187-rockford-icehogs-at-chicago-wolves-rosemont,"6920 Mannheim Rd, Rosemont, IL 60018",847-635-6601,,,Allstate Arena,Rockford IceHogs at Chicago Wolves,http://static3.zipscene.com//data/business_md/BUS_00000448_0_LAaORNJ1.jpg
,"04/06/2011 7:05PM, 01/15/2011 7:05PM, 02/23/2011 7:05PM",http://www.zipscene.com/events/view/2702301-peoria-rivermen-vs-texas-stars-peoria,"201 SW Jefferson Ave., Peoria, IL 61602",309-673-8900,,,Peoria Civic Center,Peoria Rivermen vs. Texas Stars,http://static3.zipscene.com//data/business_md/BUS_00042752_0_OOdE7TU6.jpg
,"12/08/2010 7:00PM, 01/16/2011 4:00PM, 04/09/2011 7:00PM",http://www.zipscene.com/events/view/2733575-san-antonio-rampage-at-chicago-wolves-rosemont-sports,"6920 Mannheim Rd, Rosemont, IL 60018",847-635-6601,,,Allstate Arena,San Antonio Rampage at Chicago Wolves,http://static3.zipscene.com//data/business_md/BUS_00000448_0_LAaORNJ1.jpg
,"03/20/2011 3:00PM, 03/19/2011 7:00PM, 01/23/2011 3:00PM",http://www.zipscene.com/events/view/2733741-oklahoma-city-barons-at-chicago-wolves-rosemont-sports,"6920 Mannheim Rd, Rosemont, IL 60018",847-635-6601,,,Allstate Arena,Oklahoma City Barons at Chicago Wolves,http://static3.zipscene.com//data/business_md/BUS_00000448_0_LAaORNJ1.jpg
,"01/25/2011 7:05PM, 02/25/2011 7:05PM",http://www.zipscene.com/events/view/2698961-peoria-rivermen-vs-rockford-icehogs-peoria-sports,"201 SW Jefferson Ave., Peoria, IL 61602",309-673-8900,,,Peoria Civic Center,Peoria Rivermen vs. Rockford Icehogs,http://static3.zipscene.com//data/business_md/BUS_00042752_0_OOdE7TU6.jpg
,"01/29/2011 7:05PM, 12/18/2010 7:05PM, 03/08/2011 7:05PM",http://www.zipscene.com/events/view/2698209-peoria-rivermen-vs-grand-rapids-griffins-peoria-sports,"201 SW Jefferson Ave., Peoria, IL 61602",309-673-8900,,,Peoria Civic Center,Peoria Rivermen vs. Grand Rapids Griffins,http://static3.zipscene.com//data/business_md/BUS_00042752_0_OOdE7TU6.jpg
,"01/07/2011 5:45PM, 01/14/2011 5:45PM, 01/28/2011 5:45PM, 03/04/2011 5:45PM, 05/06/2011 5:45PM",http://www.zipscene.com/events/view/2650889-dozin-with-the-dinos-family-overnight-chicago,"1400 S. Lake Shore Dr, Chicago, IL 60605",312-922-9410,,,The Field Museum,Dozin' With The Dinos - Family Overnight,http://static3.zipscene.com//data/business_md/BUS_00000420_0.jpg
,"11/19/2010 8:00PM, 12/17/2010 8:00PM, 01/21/2011 8:00PM, 02/18/2011 8:00PM, 03/18/2011 8:00PM",http://www.zipscene.com/events/view/2236262-fairfield-salsa-social-fairfield,"411 Wessel Drive, Fairfield, OH 45014",513-567-5348,"FAIRFIELD SALSA SOCIAL EVERY 3RD FRIDAY OF THE MONTH!!    ~ A Beautiful large wood dance floor!  ~ Dance Class by SALSA UNDERGROUND (Salsa, Merengue, Bachata, Cha cha & Salsa Rueda)  ~ The Best Latin mix by DJ AIKON  ~ An event for the entire family ~ EVERY 3RD FRIDAY OF THE MONTH   ~ Performances, Demonstrations & Special guests   (Instructors, Performers & DJs periodically)    FREE popcorn & Giveaways  Cash Bar- Beer & Wine    Dance Class 8-9pm- $10.00 / $7.00 for students (includes open dance)  Open Dance 9pm - Midnight- $5.00 / $3.00 for students.    Located at:   The Fairfield Community Arts Center  411 Wesel Dr.  Fairfield, OH 45014  513-567-5348  For more information, go to www.medialatina.net    PRODUCED BY MEDIA LATINA",,The Fairfield Community Arts center,Fairfield Salsa Social,http://static2.zipscene.com//data/event_data/event_lg/BUS_0_EVENT_2236238_gfO3QfD3_lg.jpg
,"01/22/2011 8:00PM, 01/23/2011 3:00PM, 03/10/2011 7:30PM, 12/04/2010 8:00PM, 01/21/2011 8:00PM",http://www.zipscene.com/events/view/2631669-cincinnati-symphony-orchestra-bold-beautiful-beethoven-cincinnati,"1241 Elm St., Cincinnati, OH 45210",513-744-3344,,,Music Hall,Cincinnati Symphony Orchestra: bold Beautiful Beethoven,http://static0.zipscene.com//data/business_md/BUS_00000062_0.jpg
,"11/11/2010 9:00PM, 11/18/2010 9:00PM, 11/25/2010 9:00PM, 12/02/2010 9:00PM, 12/09/2010 9:00PM",http://www.zipscene.com/events/view/2376515-greedy-game-ent-presents-champagne-thursday-s-brothers-lounge-cicero,"5821 W. 35TH ST., CICERO, IL 60804",,"Greedy Game Ent. Presents: CHAMPAGNE THURSDAYS @ BROTHERS LOUNGE, 5821 W. 35th St.(Two Blocks East From Austin on 35th St.)   ENTER THE BEST WEST CHICAGOLAND HAS TO OFFER!!!!    Check out this Downtown style Venue on Cicero's 35th street! Come save money on our low priced drinks and just avoid the downtown hassle! B.S free environment, No lines, Classy look, 300+ capacity, plenty of parking and Chicago's hottest Djs!!     Women free before 11pm.****$5 COVER fee afterwards. (COVER SUBJECT TO CHANGE)    *******THE NEW TOPIC OF CONVERSATION EVERYWHERE*******  ++++++++++++$2.00 PATRON SHOTS FROM 11pm to 1am+++++++++++++    Come party with GREEDY GAME ENT. at BROTHERS LOUNGE every THURSDAY and have an experience of a lifetime.   WE'LL SEE YOU THERE!!!",,BROTHERS LOUNGE,GREEDY GAME ENT. PRESENTS CHAMPAGNE THURSDAY'S @ BROTHERS LOUNGE,http://static3.zipscene.com//data/event_data/event_md/BUS_4563_EVENT_2376437_HBGUFp0e_md.jpg
,12/04/2010,http://www.zipscene.com/events/view/2712537-michael-buble-rosemont-concerts,"6920 Mannheim Rd, Rosemont, IL 60018",847-635-6601,,,Allstate Arena,Michael Buble,http://static3.zipscene.com//data/business_md/BUS_00000448_0_LAaORNJ1.jpg
,"11/14/2010 10:00AM, 11/14/2010 12:30PM, 11/21/2010 10:00AM, 11/21/2010 12:30PM, 11/28/2010 10:00AM",http://www.zipscene.com/events/view/2690037-house-of-blues-gospel-brunch-chicago,"329 N. Dearborn St., Chicago, IL 60610",312-923-2000,,,House of Blues,House Of Blues Gospel Brunch,http://static3.zipscene.com//data/business_md/BUS_00000243_0_C0fRai3X.jpg
,"12/08/2010 7:00PM, 01/16/2011 4:00PM, 04/09/2011 7:00PM",http://www.zipscene.com/events/view/2734673-san-antonio-rampage-at-chicago-wolves-rosemont,"6920 Mannheim Rd, Rosemont, IL 60018",847-635-6601,,,Allstate Arena,San Antonio Rampage at Chicago Wolves,http://static3.zipscene.com//data/business_md/BUS_00000448_0_LAaORNJ1.jpg
,"12/10/2010 7:00PM, 12/11/2010 10:30AM, 12/11/2010 2:00PM, 12/11/2010 5:30PM",http://www.zipscene.com/events/view/2697673-barney-live-in-concert-birthday-bash-rosemont,"5400 N. River Rd., Rosemont, IL 60018",847-671-5100,,,Rosemont Theatre,Barney Live In Concert: Birthday Bash!,http://static2.zipscene.com//data/business_md/BUS_00000438_0.jpg
,12/11/2010,http://www.zipscene.com/events/view/2753037-john-pinette-chicago-concerts,"3145 N. Sheffield, Chicago, IL 60657",773-472-0449,,,Vic Theatre,John Pinette,http://static0.zipscene.com//data/business_md/BUS_00000339_0_fP12EscG.jpg
,"12/11/2010 7:30PM, 12/12/2010 2:00PM, 12/12/2010 7:30PM",http://www.zipscene.com/events/view/2701413-the-nutcracker-peoria,"201 SW Jefferson Ave., Peoria, IL 61602",309-673-8900,,,Peoria Civic Center,The Nutcracker,http://static3.zipscene.com//data/business_md/BUS_00042752_0_OOdE7TU6.jpg
,"03/04/2011 7:30PM, 12/18/2010 7:00PM",http://www.zipscene.com/events/view/2735613-milwaukee-admirals-at-chicago-wolves-rosemont,"6920 Mannheim Rd, Rosemont, IL 60018",847-635-6601,,,Allstate Arena,Milwaukee Admirals at Chicago Wolves,http://static3.zipscene.com//data/business_md/BUS_00000448_0_LAaORNJ1.jpg
,"03/09/2011 7:00PM, 04/03/2011 5:00PM",http://www.zipscene.com/events/view/2566711-columbus-blue-jackets-vs-st-louis-blues-columbus,"200 W. Nationwide Blvd., Columbus, OH 43215",614-246-2000,,,Nationwide Arena,Columbus Blue Jackets vs. St. Louis Blues,http://static1.zipscene.com//data/business_md/BUS_00027021_0_zp1TVdu8.jpg
,"11/26/2010 9:00PM, 12/31/2010 9:00PM, 01/28/2011 9:00PM, 02/25/2011 9:00PM, 03/25/2011 9:00PM",http://www.zipscene.com/events/view/2790913-dip-dip-dive-dance-drink-and-delight-cincinnati,"3195 Linwood Ave., Cincinnati, OH 45208",513-871-5006,People get ready!   Lay out your flyest attire and glide on down to the Stand this Friday   for Queen City's best (and sweatiest) dance monthly.  Hosts C. Witzel & Marty Spitfly will share the turntables with   special guest DJ Empirical to get the dance floor poppin' proper!  You know how we do...  Bring your momma and your cousin too!  + it's Summer Happy Hour at The Stand EVERY Friday and Saturday with   half-price drinks until midnight!,,The Stand,"Dip Dip Dive | Dance, Drink, and Delight",http://static1.zipscene.com//data/event_data/event_lg/BUS_34_EVENT_2790913_4utqca3R_lg.jpg
,,http://www.zipscene.com/events/view/2612985-mannheim-steamroller-dayton-concerts,"Dayton, OH",,,,Mead Theater,Mannheim Steamroller,/data/business_sm/BUS_00038958_0_iMLIsXFp.jpg
,,http://www.zipscene.com/events/view/2695677-ohio-state-buckeyes-mens-basketball-vs-unc-asheville-bulldogs-mens-basketball-columbus-sports,"Columbus, OH",,,,Schottenstein Center,Ohio State Buckeyes Mens Basketball vs. UNC Asheville Bulldogs Mens Basketball,/data/business_sm/BUS_00027612_0_psDv1APS.jpg
,,http://www.zipscene.com/events/view/2660815-the-nutcracker-cincinnati,"Cincinnati, OH",,,,The Aronoff Center,The Nutcracker,/data/business_sm/BUS_00000124_0.jpg
,,http://www.zipscene.com/events/view/2695587-ohio-state-buckeyes-mens-basketball-vs-tennessee-martin-skyhawks-mens-basketball-columbus-sports,"Columbus, OH",,,,Schottenstein Center,Ohio State Buckeyes Mens Basketball vs. Tennessee Martin Skyhawks Mens Basketball,/data/business_sm/BUS_00027612_0_psDv1APS.jpg
,"11/26/2010 9:00PM, 12/31/2010 9:00PM, 01/28/2011 9:00PM, 02/25/2011 9:00PM, 03/25/2011 9:00PM",http://www.zipscene.com/events/view/2790915-dip-dip-dive-dance-drink-and-delight-cincinnati,"3195 Linwood Ave., Cincinnati, OH 45208",513-871-5006,People get ready!   Lay out your flyest attire and glide on down to the Stand this Friday   for Queen City's best (and sweatiest) dance monthly.  Hosts C. Witzel & Marty Spitfly will share the turntables with   special guest DJ Empirical to get the dance floor poppin' proper!  You know how we do...  Bring your momma and your cousin too!  + it's Summer Happy Hour at The Stand EVERY Friday and Saturday with   half-price drinks until midnight!,,The Stand,"Dip Dip Dive | Dance, Drink, and Delight",http://static1.zipscene.com//data/event_data/event_lg/BUS_34_EVENT_2790913_4utqca3R_lg.jpg
,"12/31/2010 9:00PM, 01/28/2011 9:00PM, 02/25/2011 9:00PM, 03/25/2011 9:00PM, 11/26/2010 9:00PM",http://www.zipscene.com/events/view/2790917-dip-dip-dive-dance-drink-and-delight-cincinnati,"3195 Linwood Ave., Cincinnati, OH 45208",513-871-5006,People get ready!   Lay out your flyest attire and glide on down to the Stand this Friday   for Queen City's best (and sweatiest) dance monthly.  Hosts C. Witzel & Marty Spitfly will share the turntables with   special guest DJ Empirical to get the dance floor poppin' proper!  You know how we do...  Bring your momma and your cousin too!  + it's Summer Happy Hour at The Stand EVERY Friday and Saturday with   half-price drinks until midnight!,,The Stand,"Dip Dip Dive | Dance, Drink, and Delight",http://static1.zipscene.com//data/event_data/event_lg/BUS_34_EVENT_2790913_4utqca3R_lg.jpg
,"01/13/2011 7:05PM, 01/14/2011 7:05PM, 03/15/2011 7:05PM",http://www.zipscene.com/events/view/2702127-peoria-rivermen-vs-oklahoma-city-barons-peoria,"201 SW Jefferson Ave., Peoria, IL 61602",309-673-8900,,,Peoria Civic Center,Peoria Rivermen vs. Oklahoma City Barons,http://static3.zipscene.com//data/business_md/BUS_00042752_0_OOdE7TU6.jpg
,"04/10/2011 3:00PM, 02/23/2011 7:00PM, 03/27/2011 3:00PM, 01/15/2011 7:00PM",http://www.zipscene.com/events/view/2738187-rockford-icehogs-at-chicago-wolves-rosemont,"6920 Mannheim Rd, Rosemont, IL 60018",847-635-6601,,,Allstate Arena,Rockford IceHogs at Chicago Wolves,http://static3.zipscene.com//data/business_md/BUS_00000448_0_LAaORNJ1.jpg
,"04/29/2011 9:00PM, 03/25/2011 9:00PM, 12/31/2010 9:00PM, 01/28/2011 9:00PM, 02/25/2011 9:00PM",http://www.zipscene.com/events/view/2790915-dip-dip-dive-dance-drink-and-delight-cincinnati,"3195 Linwood Ave., Cincinnati, OH 45208",513-871-5006,People get ready!   Lay out your flyest attire and glide on down to the Stand this Friday   for Queen City's best (and sweatiest) dance monthly.  Hosts C. Witzel & Marty Spitfly will share the turntables with   special guest DJ Empirical to get the dance floor poppin' proper!  You know how we do...  Bring your momma and your cousin too!  + it's Summer Happy Hour at The Stand EVERY Friday and Saturday with   half-price drinks until midnight!,,The Stand,"Dip Dip Dive | Dance, Drink, and Delight",http://static1.zipscene.com//data/event_data/event_lg/BUS_34_EVENT_2790913_4utqca3R_lg.jpg
,"12/05/2010 5:05PM, 12/31/2010 6:05PM, 02/19/2011 7:05PM, 04/09/2011 7:05PM",http://www.zipscene.com/events/view/2798121-peoria-rivermen-vs-milwaukee-admirals-peoria,"201 SW Jefferson Ave., Peoria, IL 61602",309-673-8900,,,Peoria Civic Center,Peoria Rivermen vs. Milwaukee Admirals,http://static3.zipscene.com//data/business_md/BUS_00042752_0_OOdE7TU6.jpg
,"03/06/2011 3:05PM, 01/02/2011 3:05PM, 12/11/2010 7:05PM",http://www.zipscene.com/events/view/2801561-bloomington-prairie-thunder-vs-quad-city-mallards-bloomington-sports,"101 S. Madison Street, Bloomington, IL 61701",309-434-2679,,,U.S. Cellular Coliseum,Bloomington Prairie Thunder vs. Quad City Mallards,http://static1.zipscene.com//data/business_md/BUS_00042756_0_kGhsod2h.jpg
,"03/27/2011 3:05PM, 03/25/2011 7:05PM, 12/26/2010 3:05PM, 01/01/2011 7:05PM, 01/05/2011 7:05PM",http://www.zipscene.com/events/view/2797765-bloomington-prairie-thunder-vs-evansville-icemen-bloomington,"101 S. Madison Street, Bloomington, IL 61701",309-434-2679,,,U.S. Cellular Coliseum,Bloomington Prairie Thunder vs. Evansville Icemen,http://static1.zipscene.com//data/business_md/BUS_00042756_0_kGhsod2h.jpg
,"12/02/2010 7:00PM, 12/31/2010 7:30PM, 02/25/2011 7:30PM, 03/17/2011 7:00PM",http://www.zipscene.com/events/view/2803059-dayton-gems-vs-evansville-icemen-dayton-sports,"1001 Shiloh Springs Rd, Dayton, OH 45414",937-278-4776,,,Hara Arena,Dayton Gems vs. Evansville Icemen,http://static0.zipscene.com//data/business_md/BUS_00038747_0_XnFnZRdi.jpg
,"03/18/2011 8:00PM, 04/15/2011 8:00PM, 12/17/2010 8:00PM, 01/21/2011 8:00PM, 02/18/2011 8:00PM",http://www.zipscene.com/events/view/2236260-fairfield-salsa-social-fairfield,"411 Wessel Drive, Fairfield, OH 45014",513-567-5348,"FAIRFIELD SALSA SOCIAL EVERY 3RD FRIDAY OF THE MONTH!!    ~ A Beautiful large wood dance floor!  ~ Dance Class by SALSA UNDERGROUND (Salsa, Merengue, Bachata, Cha cha & Salsa Rueda)  ~ The Best Latin mix by DJ AIKON  ~ An event for the entire family ~ EVERY 3RD FRIDAY OF THE MONTH   ~ Performances, Demonstrations & Special guests   (Instructors, Performers & DJs periodically)    FREE popcorn & Giveaways  Cash Bar- Beer & Wine    Dance Class 8-9pm- $10.00 / $7.00 for students (includes open dance)  Open Dance 9pm - Midnight- $5.00 / $3.00 for students.    Located at:   The Fairfield Community Arts Center  411 Wesel Dr.  Fairfield, OH 45014  513-567-5348  For more information, go to www.medialatina.net    PRODUCED BY MEDIA LATINA",,The Fairfield Community Arts center,Fairfield Salsa Social,http://static2.zipscene.com//data/event_data/event_lg/BUS_0_EVENT_2236238_gfO3QfD3_lg.jpg
