sTicketPhone,sSynopsis,close,sMoreInfo,sTheaterAddress,showName,more,theater,opens,sTicketPrice
314-968-4925,"A rockin' musical celebration of the girl groups who unmistakably left their mark on 60's music and on many of our lives. Relive music's golden era and an empowering time in history with &quot;The Name Game,&quot; &quot;The Beat Goes On,&quot; &quot;Respect,&quot; &quot;Natural Woman,&quot; &quot;My Boyfriend's Back,&quot; &quot;One Fine Day,&quot; &quot;To Sir With Love,&quot; &quot;It's My Party,&quot; &quot;Proud Mary,&quot;&quot;Downtown&quot; and many more! Through the hits of Aretha Franklin, Janis Joplin, Tina Turner, Diana Ross and the Supremes, the Shirelles and others, six energetic women and one very hot band take you on a journey through the look, the sounds and the electricity of the times.","April 10, 2011",http://repstl.org,"130 Edgar Road, Webster Groves, Missouri",Beehive,http://www.theatermania.com/st-louis/shows/beehive_168154/,Loretto-Hilton Center for the Performing Arts,"March 16, 2011",
,,"March 20, 2011",http://www.stlshakespeare.org,"5700 Lindell Boulevard, St. Louis, MO 63112",Cyrano de Bergerac,http://www.theatermania.com/st-louis/shows/cyrano-de-bergerac_168329/,Missouri History Museum,"March 11, 2011",$15.00 - $25.00
314-968-4925,"Sorcery, betrayal and intrigue abound in Shakespeare's most chilling and enduring tragedy. Esteemed for his military prowess, Macbeth is the King's most trusted warrior until he is wooed by the murmurs and prophesies of witches into a bloody struggle for the throne. Drunk with ambition, his quest for glory leads to war, murder and destruction and propels Macbeth and his wife on a dizzying spiral to paranoia and madness.","March 6, 2011",http://repstl.org,"130 Edgar Road, Webster Groves, Missouri",Macbeth,http://www.theatermania.com/st-louis/shows/macbeth_168153/,Loretto-Hilton Center for the Performing Arts,"February 9, 2011",
,"It was a cold midnight at sea, and passengers were dancing in the grand salon until one man at the stern saw disaster looming.  Iceberg...straight ahead.  They called the RMS Titanic unsinkable, and more than 2,000 souls bet their lives on it.  They were all coming to America-the hopeful ladies' maids from Ireland, the staff of the Cunard Line, and the cream of society.  The blockbuster movie told only one Titanic story; the Broadway musical tells many others.","July 11, 2011",http://www.muny.org,"Forest Park, St. Louis, MO 63130",Titanic,http://www.theatermania.com/st-louis/shows/titanic_167935/,The Muny,"July 5, 2011",$9.00 - $66.00
866-811-4111,"The genesis of this once-in-a-lifetime reunion tour were 6 performances by King and Taylor in 2007 celebrating the 50th Anniversary of Los Angeles' famed Troubadour nightclub. At that club some 40 years ago, Taylor urged King to emerge as an artist from behind her piano, a seminal moment in the history of these Pop Singer-Songwriter icons. An ardent advocate for educational and environmental issues, King, a long-time resident of Idaho's Sawtooth Valley, selected The Sun Valley Center for the Arts, a non-profit educational arts organization whose mission is to stimulate and provoke the imagination through excellence in diverse arts programs; and the Alliance for the Wild Rockies, a volunteer organization meeting the challenge of saving the Northern Rockies Bioregion from habitat destruction, and the driving force behind NREPA (the Northern Rockies Ecosystem Protection Act).",,http://sunvalleycenter.org/arts/index.php?option=com_content&view=article&id=13&Itemid=35,"191 5th Street, East Ketchum, ID 83340",Carole King/James Taylor Troubadour Reunion Tour,http://www.theatermania.com/idaho/shows/carole-kingjames-taylor-troubadour-reunion-tour_169965/,Sun Valley Center for the Arts,,$50.00 - $500.00
208 342-5104,"Gene is a widower with an elderly mother whom he loves and an eighty-year-old father, whom he has never loved, hard as he tried. Suddenly the mother dies, and Gene is faced with the responsibility  of caring for his father.","April 23, 2011",http://boiselittletheater.org/currentseason.html,"100 E. Fort Street, Boise, ID 83712",I Never Sang For My Father,http://www.theatermania.com/idaho/shows/i-never-sang-for-my-father_170077/,Boise Little Theater,"April 8, 2011",$9.00 - $12.50
208 342-5104,"Don Browning, a middle-aged writer, returns home and decides to finally take his father's ashes to his childhood home, as requested. But when Don discovers Grandma's house is now a grocery store,  he begins traveling across Iowa searching for a proper resting place for his father. Leaving Iowa is a postcard to anyone who has ever found  himself or herself driving alone on a road, revisiting fond memories of his or her youth.","March 12, 2011",http://boiselittletheater.org/currentseason.html,"100 E. Fort Street, Boise, ID 83712",Leaving Iowa,http://www.theatermania.com/idaho/shows/leaving-iowa_170076/,Boise Little Theater,"February 25, 2011",$9.00 - $12.50
866 811-4111,"Steve Martin, the multitalented Grammy and Emmy award-winning actor/comedian/musician and bestselling author, has proven to be one of the most diversified performers in the entertainment industry today. Recently Martin experienced a successful foray into the music world with the release of his first bluegrass album, The Crow: New Songs for the Five-String Banjo, which was released by Rounder Records in May 2009 and reached #1 on the Billboard Bluegrass Album chart where it stayed for 12 weeks. Taking the stage with Steve Martin are the Steep Canyon Rangers, an engaging Asheville, N.C., acoustic bluegrass quintet. Before being nominated for two International Bluegrass Music Association awards in 2008, the Rangers were named &quot;Emerging Artist of the Year&quot; in 2006 at the IBMA awards ceremony in Nashville. The group has been regularly featured at the Grand Ole Opry, as well as at major U.S. festivals such as MerleFest, Telluride Bluegrass and RockyGrass.",,http://sunvalleycenter.org/arts/index.php?option=com_content&view=article&id=13&Itemid=35,"191 5th Street, East Ketchum, ID 83340",Steve Martin performing with the Steep Canyon Rangers,http://www.theatermania.com/idaho/shows/steve-martin-performing-with-the-steep-canyon-rangers_169964/,Sun Valley Center for the Arts,,$35.00 - $45.00
208-342-5104,"This sophisticated comedy deals with the ""emptynester's"" greatest nightmare: the chickens coming home to roost. Affluent, widowed and  wonderfully politically incorrect, Marjorie is enjoying life sitting by her pool, having imaginary conversations with her late husband, Jack, when both her grown children come calling. Neither sibling knows the other has the same plan: to come live with poor old Mom. Family chaos  ensues. Sibling rivalry reaches alarming proportions, and even the water in the pool turns murky.","June 4, 2011",http://boiselittletheater.org/currentseason.html,"100 E. Fort Street, Boise, ID 83712",This Day and Age,http://www.theatermania.com/idaho/shows/this-day-and-age_170078/,Boise Little Theater,"May 20, 2011",$9.00 - $12.50
480-994-1520,"The show begins the moment you walk through the door into Mystery Mansion Dinner Theatre.  Welcome to Greystone Manor.  You will be given a change of identity and whisked back to Hollywood in the roaring '20s.  C.D. Weasel, hollywood's colorful producer, has invited you to his mansion for a private screening of his motion picture masterpiece ""Love's Foolish Parade.""  You'll meet Edward Manly III, the dashing hero...or is he?  Then there's the sweet and innocent Clara Simpleton, who couldn't be as sweet as she seems.  There is a whole cast of intriguing characters who will entertain you and even serve you dinner.  Just remember:  one or more of them is a killer!",,,"3950 East Campbell Avenue, Phoenix, AZ 85081",Murder at Greystone Manor,http://www.theatermania.com/arizona/shows/murder-at-greystone-manor_2083/,Mystery Mansion Dinner Theatre,,$33.00
,"""If.  I.  Wanted. To.  Become.  An.  Actress. I.  Would.  Just.  Go.  Home."" This touching story of a community theater drama class in New England, finds a misplaced entourage of outsiders in the hands of their teacher, Marty. As they experiment with theatre games and group exercises, hearts are quietly torn apart and tiny wars of epic proportions are waged and won. A tender human fragility underscores this witty and hysterical story of transformation, both subtle and monumental, in an unsuspecting group of strangers.    ""Every once in awhile, you see a play that just affirms your love of theatre - and of life. This is one of those plays. The surprise hit of the season in New York last year, this hilarious new play also has the tenderest of hearts. Set in a small-town acting class, this sublime comedy explores how lives can evolve in ways that are both barely noticeable and momentous."" - Chip Walton/Producing Artistic Director","February 26, 2011",http://www.curioustheatre.org/index.php?s=77,"1080 Acoma St., Denver, CO 80204",Circle Mirror Transformation,http://www.theatermania.com/denver/shows/circle-mirror-transformation_165967/,Curious Theatre Company,"January 22, 2011",
,"From one of the greatest contemporary American playwrights comes an epic tale of love, fear, and politics. Set in London and the Afghan capital, Kabul, at the end of the '90s, the Homebody, a lonely British housewife enraptured with a love of an exotic and fallen city, and oscillating between reality and fantasy, follows her obsession and travels to Afghanistan alone, only to discover there is more to understanding other cultures than simply reading about them in a book. In a dangerous collision between cultures, her daughter and husband endure a frustrating, yet revealing search for her. An extraordinary story, Homebody/Kabul is both tragic and moving, and reminds us that sometimes our most ardent searches yield the most surprising results.","April 16, 2011",,"1080 Acoma St., Denver, CO 80204",Homebody/Kabul,http://www.theatermania.com/denver/shows/homebodykabul_165968/,Curious Theatre Company,"March 19, 2011",
303-297-2111,"Impulse Theater mixes comedy, theater, and audience interaction with three improvised shows each week.",,,"1634 18th Street, Denver, Colorado",Impulse Theater,http://www.theatermania.com/denver/shows/impulse-theater_15059/,Impulse Theater,,
401-762-4545,Come and enjoy Dinner & Drag with Jackie Collins and be wined and dined as Jackie performs as the talented and vivacious Diana Ross in the beautiful Grand Lobby of the Stadium Theatre.    Please note this show contains adult content.,,http://www.stadiumtheatre.com/Events.aspx?category=11,"28 Monument Square, Woonsocket, RI 02895",Dinner & Drag with Jackie Collins,http://www.theatermania.com/rhode-island/shows/dinner-and-drag-with-jackie-collins_164512/,Stadium Theatre PAC,,$36.00
,"What if you were to find out that you were simply a clone, not a unique person, but one of many, just a number? In this perplexing and poetic story, a father faces the question of nature vs. nurture when confronted by several of his cloned sons. In his plight to create the 'perfect child', questions of morals, controversy and science abound and genetics, murder and family all collide in this Kafkaesque journey of lies, betrayal and revelations.    &quot;Frighteningly relevant, this play is like a Rubik's Cube that will leave you with plenty of post-show conversation! We're also thrilled to welcome back to the Curious stage Denver Center Theatre Company veteran John Hutton, to star in this engaging and startling play.&quot; - Chip Walton/Producing Artistic Director","June 18, 2011",,"1080 Acoma St., Denver, CO 80204",A Number,http://www.theatermania.com/denver/shows/a-number_165972/,Curious Theatre Company,"May 14, 2011",
,"Paul McCartney, arguably the most successful performer and composer in popular music, will perform live at Pepsi Center on Thursday, July 15, 2010 bringing his ""Up and Coming 2010 Tour"" to Denver.     Keeping with his headline-making special concerts, the tour will feature the iconic star and his band returning to Denver.  McCartney performed at Folsom Field in Boulder May 26, 1993 and previously at Pepsi Center May 7, 2002 and November 1, 2005.  Sir Paul made his Colorado debut with The Beatles on August 26, 1964 at Red Rocks Amphitheatre. Tickets go on sale Monday, June 14 at 10am.",,http://aeglive.com/tourdates.php?id=10329&detail_type=tour,"1000 Chopper Circle, Denver, CO 80204",Paul McCartney,http://www.theatermania.com/denver/shows/paul-mccartney_169622/,Pepsi Center,,
