fullAddress,venue,description,email,image,ticketPhone,title,website,dates,moreInfoLink
"400 E. University Ave., Ellensburg, WA, 98926",Central Washington University - Milo Smith Tower Theater,"By Steven Dietz<br> <br> <br> <br> This award winning family drama tells the fantastical story of a little girl in search of her home. Iris is kidnapped by the Greater Goods and banished to an island with all her memories wiped away. But Iris begins to find clues to who she really is, and sets out on a brave and wondrous adventure to rediscover herself. Like Alice in Wonderland the story has magical characters, a wild journey and an appealing heroine, but it also carries a strong message about how our present and our future is informed and defined by the past.<br> <br> <br> <br> STILL LIFE WITH IRIS was originally commissioned and produced by Seattle Children&rsquo;s Theatre. It was inspired by the Image Influenced Illusions of Steffan Soule and Cooper Edens from their book, Dreams, Magic, and Miracles. Its development was supported by a major grant from the John F. Kennedy Center&rsquo;s Fund for New American Plays, the first play for young audiences to receive such an award.<br> <br> <br> <br> Family Friendly			</p>    			<br><br>",boxoffice@cwu.edu,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440957667/still_life_with_iris_medium.jpg,509-963-1774,Still Life with Iris,http://www.cwu.edu/~theatre/tix/,03/04/2011-03/12/2011,http://www.seattleperforms.com/event/detail/440957667/Still_Life_with_Iris
"3000 Landerholm Circle SE, Bellevue, WA, 98007",Stop Gap Theatre Bellevue College,by Ken Ludwig from the novel by Alexandre Dumas.<br><br><br><br> The exploits of the famous swordsmen and their newest recruit D’Artangan burst onto the stage in this dramatization of the Dumas classic.  Complete with plenty of sword fighting!			</p>    			<br><br>,,,1-800-838-3006,The Three Musketeers,http://bellevuecollege.edu/artshum/Drama/index.html,03/09/2011-03/12/2011,http://www.seattleperforms.com/event/detail/440958499/The_Three_Musketeers
"507 S 3rd St., Renton, WA, 98055",Renton Civic Theater,"A group of strangers stranded in a boarding house during a snow storm, one of whom is a murderer. The suspects include the newly married couple who run the house. Others are a spinster with a curious background, an architect who seems better equipped to be a chef, a retired Army major, a strange little man who claims his car has overturned in a drift, and a jurist who makes life miserable for everyone. PG</p>			</p>    			<br><br>",boxoffice@rentoncivictheater.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440989861/rentoncivictheaterlogo30_medium.jpg,425-226-5529,The Mousetrap by Agatha Christie,http://www.rentoncivictheater.org,02/25/2011-03/12/2011,http://www.seattleperforms.com/event/detail/440989861/The_Mousetrap_by_Agatha_Christie
"1308 5th Avenue, Seattle, WA, 98101",5th Avenue Theatre,"Experience the most talked about new show on Broadway: Next to Normal. This acclaimed, groundbreaking musical &quot;pushes Broadway in new directions&quot; (Rolling Stone). With a thrilling contemporary score, Next to Normal  is an emotional powerhouse&mdash;a story about the stop/start life of a bipolar mother and the hell her unreality wreaks on her family as she rides the sharp edge between coping and insanity.</p>			</p>    			<br><br>",ticketing@5thavenue.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/5631/nexttonormal-img01_medium.jpg,,Next to Normal,http://www.5thavenue.org,02/22/2011-03/13/2011,http://www.seattleperforms.com/event/detail/5631/Next_to_Normal
"4045 University Way, Seattle, WA, 98105",Jones Playhouse,"By Bertolt Brecht, directed by Alyson Roux<br> <br> <br> <br> In an attempt to settle property disputes after an apocalyptic war, a village performs an ancient parable for its neighbors. In it, amidst civil strife and unrest, a young servant girl risks her life to save an abandoned child of noble birth. Years later, when the biological mother demands the child back, an unconventional judge, who is not always guided by the letter of the law, devises the test of the chalk circle to decide their fates.<br> <br> <br> <br> No late seating for School of Drama events.</p>			</p>    			<br><br>",prcomm@u.washington.edu,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/182/universityofwashington_medium.jpg,206-543-4880,Caucasian Chalk Circle,http://www.meany.org/tickets/production.aspx?performanceNumber=4263,02/27/2011-03/13/2011,http://www.seattleperforms.com/event/detail/440916709/Caucasian_Chalk_Circle
"201 Thomas St, Seattle, WA, 98109",Eve Alvord Theatre at Seattle Children's Theatre,"The return of one of SCT's biggest hits, created by Allison Gregory and Steven Dietz. P.D. Eastman&rsquo;s classic children&rsquo;s book comes alive on the SCT stage, captivating even the youngest audience members. These dogs dive into life with gusto. They snorkel, they howl at the moon, they sing, they dance, and they even climb trees. All sorts of dogs having all sorts of fun. You and your kids won&rsquo;t want to miss a second of the bright, hilarious canine adventure &ndash; the perfect treat for all ages.</p>			</p>    			<br><br>",tickets@sct.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441065553/gdg_sp_medium.jpg,206-441-3322,"Go, Dog. Go!",http://www.sct.org,01/13/2011-03/13/2011,http://www.seattleperforms.com/event/detail/441065553/Go_Dog_Go
,,"Late Nite Catechism is an uproariously funny play that takes the audience back to their youth. The irrepressible Sister teaches class to a roomful of &quot;students.&quot; Throughout the course of the class the benevolent instructor rewards the &quot;students&quot; for correct answers with glow-in-the-dark rosaries and other nifty prizes. Naughty students may well find themselves on stage sitting in a corner reflecting their actions. However, even the most reluctant &quot;students&quot; will be clamoring to get into this Sister's class. Now in its 14th year, Late Nite Catechism has brought its nostalgic kick to every state in the U.S. as well as to Canada, the U.K., and Australia.<br> <br> <br>			</p>    			<br><br>",info@npacf.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440958479/lnc1color_medium.jpg,425 408-7988,Late Nite Catechism,http://www.npacf.org,03/19/2011,http://www.seattleperforms.com/event/detail/440958479/Late_Nite_Catechism
"16587 NE 74th St, Redmond, WA, 98052",SecondStory Repertory Theatre,"adapted by Geraldine Ann Snyder<br> <br> One of Aesop&rsquo;s most famous fables! A young boy learns his morals the hard way, as he discovers that honesty is the best policy.</p>			</p>    			<br><br>",boxoffice@secondstoryrep.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440968453/bw_medium.jpg,(425) 881-6777,The Boy Who Cried Wolf,http://www.secondstoryrep.org,03/04/2011-03/20/2011,http://www.seattleperforms.com/event/detail/440968453/The_Boy_Who_Cried_Wolf
"2710 Wetmore Avenue, Everett, WA, 98201",Everett Performing Arts Center,"Sleuth <br>By Anthony Shaffer <br> <br>Wealthy mystery novelist Andrew Wyke invites young Milo Tindle to his elegant, isolated country house to settle a bit of unpleasant business; Milo is having an affair with Andrew's wife. What begins as a bizarre cat and mouse game of robbery spirals into a complex duel of wits and deception. Packed with thrills, and twists and turns that continue to tip the scale, this Tony Award-winning puzzle will keep you guessing up to the very deadly end!  <br> <br> <br>			</p>    			<br><br>",boxofficeeverett@villagetheatre.org,,425-257-8600,Sleuth - Everett,,03/04/2011-03/27/2011,http://www.seattleperforms.com/event/detail/5384/Sleuth_Everett
"402 Sixth St. S, Kirkland, WA, 98033",Studio East Mainstage Theater,Singin' in the Rain			</p>    			<br><br>,info@studio-east.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/360/storybooktheaterstudioeast_medium.jpg,425-820-1800,Studio East presents Singin' in the Rain,http://www.studio-east.org/,03/11/2011-03/27/2011,http://www.seattleperforms.com/event/detail/5694/Studio_East_presents_Singin_in_the_Rain
"210 North I Street, Tacoma, WA, 98403",Tacoma Little Theatre,"by Georges Feydeau, Translated by David Ives<br> March 4th through March 27th 2011<br> Friday and Saturday 7:30pm, Sunday 2:00pm<br> Pay What You Can: March 10, 2011 at 7:30pm <br> Actor Benefit: March 26, 2011 at 2:00pm<br> <br> A Flea in Her Ear is the greatest of French farces, perhaps the greatest farce ever written. Raymonde Chandebise suspects that her husband, Victor, a placid and successful insurance executive, is secretly having an affair. To find out, she and her friend Lucienne write him an anonymous love letter suggesting a rendezvous at the shady Frisky Puss Hotel. Thinking the letter was intended for his coworker, the gigolo Tournel, Victor sends Tournel off to make the rendezvous in his place. Lucienne&rsquo;s jealous Spanish husband, meanwhile, finds the letter, recognizes his wife&rsquo;s handwriting and takes his pistols to the Frisky Puss, hoping to catch her in the act. Meanwhile,Victor&rsquo;s nephew Camille tries to warn everyone about the mix-up, but his ridiculous speech impediment prevents anyone from understanding him. In Act Two, all decamp to the Frisky Puss where, it turns out, the drunken bellboy Poche is the exact double of the proper Victor Chandebise. Meeting Poche and thinking she&rsquo;s been caught by her husband, Raymonde keeps trying to escape from the hotel with Tournel, but a revolving bed keeps flinging them from room to room, as more and more of the involved parties pile into the hotel in a climax culminating in the entrance of the jealous Spaniard and his pistols. In Act Three the vortex spins even faster as all the parties return to the Chandebise home utterly confused about what actually happened and who was who at the Frisky Puss. The drunken bellboy arrives, is mistaken once again for Victor, and all the threads of the multiple mix-ups are sorted out as Victor and Raymonde recognize their mutual confusions and are reunited.</p>			</p>    			<br><br>",tlt@tacomalittletheatre.com,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440989775/flea_icon_medium.jpg,253-272-2281,A Flea in Her Ear,http://www.tacomalittletheatre.com,03/04/2011-03/27/2011,http://www.seattleperforms.com/event/detail/440989775/A_Flea_in_Her_Ear
"4711 California Ave SW, Seattle, WA, 98116",ArtsWest Playhouse,"Jesse is nine. Jesse can't focus. Mama helps. Dad ignores. The teacher scolds, the neighbors gossip, the psychiatrists prescribe, the audience laughs, but""¦NO ONE LISTENS. Welcome to Lisa Loomer's (The Waiting Room) darkly comic Distracted, a story about a multi-tasking mom taking on the culture of Attention Deficit Hyperactivity Disorder. Her quixotic husband is in denial, leaving her to take on accepted science and mythic homeopathy all by herself. Fast paced, disarmingly funny, and direct from a wildly successful run on Broadway, this is a riveting gaze at parenting, childhood, and looking for fast answers in the age of Ritalin. Adult language and themes. Recommended for ages 14 and older. <br>""****A chronically entertaining comedy!"" ""“ New York Daily News <br>""Focus, people! Distracted is superb!"" ""“ Associated Press			</p>    			<br><br>",boxoffice@artswest.org,,206-938-0339,Distracted,https://www.choicesecure01.net/mainapp/eventschedule.aspx?clientID=artswest,03/09/2011-04/02/2011,http://www.seattleperforms.com/event/detail/5516/Distracted
"700 Union St, Seattle, WA, 98101",ACT Theatre,"Three women. Three decades. One friendship.</p> <p>A special Northwest premiere produced by The 5th Avenue Theatre and ACT &ndash; A Contemporary Theatre, to be performed at the intimate Falls Theatre at ACT.</p> <p>In Vanities: A New Musical, you&rsquo;ll set off on a life-affirming journey through the turbulent &rsquo;60s to the late &rsquo;80s and discover how three friends face life&rsquo;s defining moments: growing up, getting older and getting over it. Vanities is a funny and poignant look at three women who discover that, even in 30 years of rapidly changing times, the one thing they can rely on is each other.</p>			</p>    			<br><br>",rvice@acttheatre.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/5630/vanities_medium.jpg,,Vanities: A New Musical,http://www.5thavenue.org,02/04/2011-04/03/2011,http://www.seattleperforms.com/event/detail/5630/Vanities_A_New_Musical
"612 East 4th Ave, Olympia, WA, 98501",Capital Playhouse,"This enchanting classic of children’s literature is now a brilliant musical by Pulitzer Prize winning playwright Marsha Norman. Orphaned in India, sickly, sour-faced 11-year-old Mary returns to Yorkshire to live with her embittered, reclusive uncle – still mourning the loss of his wife – and his disagreeable, bedridden son on their estate. Mary uncovers the key to a magic locked garden housed on the estate and secretly resolves to tend and revive the overgrown sanctuary with the help of a new-found friend, Dickon. Flashbacks, dream sequences, a strolling chorus of ghosts, and some of the most beautiful music ever written for Broadway dramatize The Secret Garden’s compelling tale of regeneration. This Tony Award® winner for Best Book of a Musical is a treasure for both children and adults.<br>			</p>    			<br><br>",info@capitalplayhouse.com,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440952881/secretgarden_medium.gif,360-943-2744,The Secret Garden,http://www.capitalplayhouse.com/performances1011.html#secret,03/17/2011-04/09/2011,http://www.seattleperforms.com/event/detail/440952881/The_Secret_Garden
