startDate,city,address,venue,description,longitude,zipcode,state,title,website,latitude,moreinfo
,,,,"Seeking new players, no experience necessary. Wednesdays, Squirrel Hill.",,,,Competitive Scrabble,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23694
Today,Pittsburgh,2100 Smallman Street,The Society for Contemporary Craft,15 artists from diverse geographic locations.,-79.98394,15222.0,PA,DIY: A Revolution in Handicrafts,http://www.contemporarycraft.org,40.45235,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84677
,Pittsburgh,621 Penn Avenue,O'Reilly Theater,Presented by Reduced Shakespeare Co.,-80.00132,15222.0,PA,The Complete World of Sports (abridged),http://www.ppt.org,40.44295,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89096
,,,,Advocacy group for affordable healthcare.,,,,Consumer Health Coalition,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23348
,,,,Seeking volunteer advocates for abused and neglected children.,,,,Court Appointed Special Advocate (CASA) Program,www.pgh-casa.org/,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23191
,Pittsburgh,Woodland Road,Chatham University,African Art from the Olkes Collection.,-79.92356,15232.0,PA,Culture in Context,http://www.chatham.edu,40.44797,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:22728
Today,Pittsburgh,2100 Smallman Street,The Society for Contemporary Craft,15 artists from diverse geographic locations.,-79.98394,15222.0,PA,DIY: A Revolution in Handicrafts,http://www.contemporarycraft.org,40.45235,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84677
March 11,Pittsburgh,1815 Metropolitan Street,Manchester Craftsmen's Guild,Solo exhibitions by Phil Borges & LaToya Ruby Frazier.,-80.03185,15233.0,PA,Documentary & Divergence,http://www.manchesterguild.org,40.45723,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85952
March 11,Pittsburgh,1815 Metropolitan Street,Manchester Craftsmen's Guild,Solo exhibitions by Phil Borges & LaToya Ruby Frazier.,-80.03185,15233.0,PA,Documentary & Divergence,http://www.manchesterguild.org,40.45723,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85952
Today,Pittsburgh,5833 Ellsworth Avenue,Morgan Contemporary Glass Gallery,Eleven female artists.,-79.92997,15232.0,PA,Domesticity: How We Live,http://www.morganglassgallery.com,40.45692,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86236
Today,Pittsburgh,5833 Ellsworth Avenue,Morgan Contemporary Glass Gallery,Eleven female artists.,-79.92997,15232.0,PA,Domesticity: How We Live,http://www.morganglassgallery.com,40.45692,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86236
Ongoing.,,,,"Organization prepares economically disadvantaged women succeed in the workforce. Looking for image consultants, administrative workers, donation pick-up coordinators & more. Also accepting donations.",,,,Dress For Success Pittsburgh,www.dressforsuccess.org/pittsburgh,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:43246
Ongoing.,,,,"Organization prepares economically disadvantaged women succeed in the workforce. Looking for image consultants, administrative workers, donation pick-up coordinators & more. Also accepting donations.",,,,Dress For Success Pittsburgh,www.dressforsuccess.org/pittsburgh,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:43246
Through Feb. 3.,,,,"Auditions for dance & music troupe.  Seeking undergrads with experience in ballet, tap, band, chorus, musical theater, etc. Tamburitzans Building, 1801 Blvd of the Allies.",,,,Duquesne University Tamburitzans,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89113
Through Feb. 3.,,,,"Auditions for dance & music troupe.  Seeking undergrads with experience in ballet, tap, band, chorus, musical theater, etc. Tamburitzans Building, 1801 Blvd of the Allies.",,,,Duquesne University Tamburitzans,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89113
,,,,"Men's, women's & children's clothing, blankets, sheets, pillows, toys, baby equipment and household items. Garfield.",,,,East End Community Thrift Shop,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23359
,,,,"Men's, women's & children's clothing, blankets, sheets, pillows, toys, baby equipment and household items. Garfield.",,,,East End Community Thrift Shop,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23359
,,,,"Children's tutors and mentors needed. Weekday volunteers for soup kitchen, food pantry, Meals on Wheels program.",,,,East End Cooperative Ministry,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23194
,,,,"Children's tutors and mentors needed. Weekday volunteers for soup kitchen, food pantry, Meals on Wheels program.",,,,East End Cooperative Ministry,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23194
,,,,To help work the home-delivered meals program at the Turtle Creek and Swissvale Senior Centers.,,,,Eastern Area Adult Services,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23195
,,,,To help work the home-delivered meals program at the Turtle Creek and Swissvale Senior Centers.,,,,Eastern Area Adult Services,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23195
,Homestead,623 East 8th Avenue,Rivers of Steel National Heritage Area,Steel industry and community artifacts from 1881-1986.,-79.9045,15120.0,PA,Exhibits on the Homestead Mill,http://www.riversofsteel.com,40.40916,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23506
,Homestead,623 East 8th Avenue,Rivers of Steel National Heritage Area,Steel industry and community artifacts from 1881-1986.,-79.9045,15120.0,PA,Exhibits on the Homestead Mill,http://www.riversofsteel.com,40.40916,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23506
,,,,"Multiple monthly groups, North Hills & South Hills locations.",,,,Family Hospice and Palliative Care Community Bereavement Support Groups,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72948
,,,,"Multiple monthly groups, North Hills & South Hills locations.",,,,Family Hospice and Palliative Care Community Bereavement Support Groups,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72948
,,,,To work on child-abuse prevention and treatment programs.,,,,Family Resources,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23196
,,,,To work on child-abuse prevention and treatment programs.,,,,Family Resources,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23196
Today,Pittsburgh,1015 E. Carson Street,Silver Eye Center for Photography,Exhibitions by Laura Heyman & Laura Bell.,-79.98797,15203.0,PA,Fellowship 2010,http://www.silvereye.org,40.42884,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88246
Today,Pittsburgh,1015 E. Carson Street,Silver Eye Center for Photography,Exhibitions by Laura Heyman & Laura Bell.,-79.98797,15203.0,PA,Fellowship 2010,http://www.silvereye.org,40.42884,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88246
Through Feb. 1.,,,,"Summer festival seeking original short films, 30 minutes or less.",,,,First Commonwealth Johnstown Film Festival,www.johnstownfilmfest.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86830
Through Feb. 1.,,,,"Summer festival seeking original short films, 30 minutes or less.",,,,First Commonwealth Johnstown Film Festival,www.johnstownfilmfest.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86830
,Pittsburgh,320 6th Avenue,First Presbyterian Church,Tours of 13 Tiffany stained-glass windows,-79.99898,15222.0,PA,First Presbyterian Church,http://www.fpcp.org,40.44174,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23320
,Pittsburgh,320 6th Avenue,First Presbyterian Church,Tours of 13 Tiffany stained-glass windows,-79.99898,15222.0,PA,First Presbyterian Church,http://www.fpcp.org,40.44174,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23320
,Pittsburgh,Point State Park,Fort Pitt Museum,Reconstructed fort houses museum of Pittsburgh history circa French & Indian War and American Revolution.,0.0,15222.0,PA,Fort Pitt Museum,http://www.fortpittmuseum.com,0.0,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78122
,Pittsburgh,Point State Park,Fort Pitt Museum,Reconstructed fort houses museum of Pittsburgh history circa French & Indian War and American Revolution.,0.0,15222.0,PA,Fort Pitt Museum,http://www.fortpittmuseum.com,0.0,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78122
,Pittsburgh,214 N Lexington St,Construction Junction,Volunteers & bike mechanics needed to staff weekly open shop hours & assist the general public earn bicycles & repair their own.,-79.89908,15208.0,PA,Free Ride! Recycled Bike Collective,http://www.constructionjunction.org/,40.44969,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:44732
,Pittsburgh,214 N Lexington St,Construction Junction,Volunteers & bike mechanics needed to staff weekly open shop hours & assist the general public earn bicycles & repair their own.,-79.89908,15208.0,PA,Free Ride! Recycled Bike Collective,http://www.constructionjunction.org/,40.44969,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:44732
,Pittsburgh,7227 Reynolds Street,Frick Art &#38; Historical Center,"Ongoing: tours of Clayton, the Frick estate, with classes, car & carriage museum. Nov. 19 - Jan. 2: Holidays at the Frick: A Gilded Age Christmas.",-79.90251,15208.0,PA,Frick Art & Historical Center,http://www.frickart.org,40.44634,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23149
,Pittsburgh,7227 Reynolds Street,Frick Art &#38; Historical Center,"Ongoing: tours of Clayton, the Frick estate, with classes, car & carriage museum. Nov. 19 - Jan. 2: Holidays at the Frick: A Gilded Age Christmas.",-79.90251,15208.0,PA,Frick Art & Historical Center,http://www.frickart.org,40.44634,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23149
Today,Pittsburgh,819 Penn Avenue,Future Tenant,Curated by The Pittsburgh Glass Center.,-79.9987,15222.0,PA,Futilitarian,http://www.futuretenant.org,40.44379,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88693
Today,Pittsburgh,819 Penn Avenue,Future Tenant,Curated by The Pittsburgh Glass Center.,-79.9987,15222.0,PA,Futilitarian,http://www.futuretenant.org,40.44379,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88693
,,,,Work with patients and their families. Training provided.,,,,Gateway Health Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23197
,,,,Work with patients and their families. Training provided.,,,,Gateway Health Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23197
,,,,Staffers in all areas to help this service organization and staffers for the phone line. Squirrel Hill.,,,,Gay & Lesbian Community Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23198
,,,,Staffers in all areas to help this service organization and staffers for the phone line. Squirrel Hill.,,,,Gay & Lesbian Community Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23198
Through Jan. 10.,,,,Auditions for Charlotte's Web. Jan. 9-10.,,,,Gemini Theater,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89473
Through Jan. 10.,,,,Auditions for Charlotte's Web. Jan. 9-10.,,,,Gemini Theater,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89473
Through Jan. 8.,,,,"Auditions for musical ""The Last Five Years."" Jan. 8. Also seeking a musical director for the same production.",,,,Ghostlight Theatre Troupe,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89006
Through Jan. 8.,,,,"Auditions for musical ""The Last Five Years."" Jan. 8. Also seeking a musical director for the same production.",,,,Ghostlight Theatre Troupe,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89006
,,,,For short- and long-term positions to assist troops in the tri-state area.,,,,Girl Scouts Trillium Council,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23199
,,,,For short- and long-term positions to assist troops in the tri-state area.,,,,Girl Scouts Trillium Council,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23199
Today,Pittsburgh,5871 Forbes Ave.,Christine Frechard Gallery,"Photography by Rebecca Bailey, Farras Abdelnour, Lindy La Due.",-79.92017,15217.0,PA,Give Art: The Gift of Inspiration,http://www.christinefrechardgallery.com,40.43825,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88932
Today,Pittsburgh,5871 Forbes Ave.,Christine Frechard Gallery,"Photography by Rebecca Bailey, Farras Abdelnour, Lindy La Due.",-79.92017,15217.0,PA,Give Art: The Gift of Inspiration,http://www.christinefrechardgallery.com,40.43825,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88932
Ongoing.,,,,Seeking volunteers to promote diversity in the Pittsburgh region through community service.,,,,GLENDA,www.glenda.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57635
Ongoing.,,,,Seeking volunteers to promote diversity in the Pittsburgh region through community service.,,,,GLENDA,www.glenda.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57635
,,,,Groups and organizations to pack and sort medical supplies for shipment to developing countries.,,,,Global Links,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23200
,,,,Groups and organizations to pack and sort medical supplies for shipment to developing countries.,,,,Global Links,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23200
,,,,"Special call for children's clothing, housewares, appliances, dishes and more. At all locations.",,,,Goodwill Industries Donations,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23360
,,,,"Special call for children's clothing, housewares, appliances, dishes and more. At all locations.",,,,Goodwill Industries Donations,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23360
,,,,"Seeking tutors for math, writing and English as a Second Language. Free tutor training available.",,,,Goodwill Literacy Initiative,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23201
,,,,"Seeking tutors for math, writing and English as a Second Language. Free tutor training available.",,,,Goodwill Literacy Initiative,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23201
,,,,"Repack, gleaning, produce-to-people, special events, etc. Duquesne.",,,,Greater Pittsburgh Community Food Bank,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23203
,,,,"Repack, gleaning, produce-to-people, special events, etc. Duquesne.",,,,Greater Pittsburgh Community Food Bank,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23203
,,,,"Volunteer literacy tutors. Free training. Help another adult with reading, writing, math, English as a Second Language, GED, or computer.",,,,Greater Pittsburgh Literacy Council,www.gplc.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23205
,,,,"Volunteer literacy tutors. Free training. Help another adult with reading, writing, math, English as a Second Language, GED, or computer.",,,,Greater Pittsburgh Literacy Council,www.gplc.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23205
,,,,Volunteers needed for community outreach.,,,,Green Party of Allegheny County,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23349
,,,,Volunteers needed for community outreach.,,,,Green Party of Allegheny County,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23349
,,,,"Administration tasks, client companionship and more.",,,,Harmony Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23206
,,,,"Administration tasks, client companionship and more.",,,,Harmony Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23206
,Allison Park,200 Hartwood Acres,Hartwood Acres,"Tour this Tudor mansion and stable complex, and enjoy hikes and outdoor activities in the surrounding park.",-79.91108,15101.0,PA,Hartwood Acres,http://www.friendsofhartwood.org,40.56947,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23323
,Allison Park,200 Hartwood Acres,Hartwood Acres,"Tour this Tudor mansion and stable complex, and enjoy hikes and outdoor activities in the surrounding park.",-79.91108,15101.0,PA,Hartwood Acres,http://www.friendsofhartwood.org,40.56947,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23323
Ongoing.,,,,"Petition canvassing, phone banking, letter writing, speakers bureau, office volunteers & remote data entry for healthcare reform action.",,,,Healthcare4AllPA,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:75703
Ongoing.,,,,"Petition canvassing, phone banking, letter writing, speakers bureau, office volunteers & remote data entry for healthcare reform action.",,,,Healthcare4AllPA,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:75703
,,,,Free training and local assignments.,,,,Heartland Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23207
,,,,Free training and local assignments.,,,,Heartland Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23207
,,,,Volunteers needed.,,,,Help Safeguard Our System of Elections,www.VoteAllegheny.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23350
,,,,Volunteers needed.,,,,Help Safeguard Our System of Elections,www.VoteAllegheny.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23350
,,,,Seeking new members.,,,,Highlander Rugby Football,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23326
,,,,Seeking new members.,,,,Highlander Rugby Football,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23326
,Pittsburgh,531 E. Ohio St.,Photo Antiquities,Plus preservation and education exhibits. Native American photos on display thru November.,-79.99955,15212.0,PA,The History of Photography,http://www.photoantiquities.org,40.45351,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23842
