ticketPhone,title,website,moreInfoLink,from,tickets,latitude,times,to,description,venue,address,city,state,image,zipcode,longitude,email
(916) 808-7462,Tango Na Sekku (Boys Day),http://fairytaletown.org/going-on/calendar#April,http://www.sacramento365.com/event/detail/441198265/Tango_Na_Sekku_Boys_Day,04/09/2011,,38.5400058,Sat 11am-3pm,04/09/2011,"After successfully celebrating Hina Matsuri (Girls Day)  in 2009, the Sacramento Senator Lions club is back to generously bring another Japanese tradition, Tango Na Sekku known as Boys Day, to Fairytale Town. Koi banners fly high during this celebration which features Taiko drumming, origami, and Kendo demonstrations. The event also includes an authentic and elaborate Boys Day doll display in the Children's Theater. This event is hosted by the Sacramento Senator Lions Club with Molly Kimura.</p>			</p>    			<br><br>",Fairytale Town,3901 Land Park Drive,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441198265/japanese_kites_medium.jpg,95822,-121.501754,mail@fairytaletown.org
(916) 443-1927,Greg Ginn,http://www.nakedcoffee.net/espresso/?page_id=11,http://www.sacramento365.com/event/detail/441199399/Greg_Ginn,,,38.58234,2nd Sat 8:30pm,,"Former Black Flags guitarist Greg Ginn returns to Sacramento with the Royal We, playing electronic music.</p> <p>The idea for Garage Jazz Architects was to have a band with a solid lineup playing garage jazz cover versions of popular songs and riffs, and some originals too, but leaning mostly on covers, having different sets of themed covers that could be played and expanded upon.<br> </p>			</p>    			<br><br>",Naked Lounge - Downtown,1111 H Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441199399/garage_jazz_architects_medium.jpeg,95814,-121.490711,
(916) 921-1096,Family Fun Fest: Carnivale,http://www.jlsac.org/?nd=funfest,http://www.sacramento365.com/event/detail/441200199/Family_Fun_Fest_Carnivale,04/09/2011,,38.5400058,Sat 5:30pm-8:30pm,04/09/2011,"Junior League of Sacramento presents Family&nbsp;Fun Fest. Join for a magical evening of live entertainment, children's crafts, carnival games, food, beer and wine, healthy cooking demos by Celebrity Chef Tyler&nbsp;Stone, a market place, and a chance to win the grand prize:&nbsp;four Disneyland Resort One Day&nbsp;Park Hopper Tickets.</p>			</p>    			<br><br>",Fairytale Town,3901 Land Park Drive,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441200199/family_fun_fest_medium.png,95822,-121.501754,
(916) 457-8708,Master Renaissance featuring Garrett Perkins,http://www.facebook.com/MasterBarberBeautyShop,http://www.sacramento365.com/event/detail/441200289/Master_Renaissance_featuring_Garrett_Perkins,04/09/2011,,38.535415,2nd Sat,04/09/2011,"Master Barber &amp; Beauty Shop presents: Master Renaissance with Garrett Perkins, back by popular demand, for an evening of jazz, poetry, neo soul, and open mic.<br> <br> Mr. Perkins performed at Master Barber &amp; Beauty Shop for the first time on Sat, Feb 5, 2011 and left everyone in a musical trance. Along with his band, Perkins performed selections from his latest CD, Sax in the City. The energy of the music surrounded by the art of Gerry GOS&rdquo; Simpson, solidified the continous need for music in the community.</p> <p>This time Perkins returns with Los Angeles native, Kevin Sandbloom and poet extraordinaire, Kelly Freeman-Richardson.  The Fine Art exhibition All That Jazz features art by Frank Blackwell, Lawrence Sullivan, and Gerry GOS&quot; Simpson.  There will be open mic for those that want to display their poetic/singing talents.  Wine will be served.<br> <br> VIP will receive reserved seating, a bottle of wine, an autographed Garrett Perkins Sax in the City CD, and a meet and greet session with the artist and performers before the show.</p>			</p>    			<br><br>",Master Barber & Beauty Shop,4340 Stockton Blvd.,Suite 2<br />						Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441200289/garrett_perkins_medium.jpg,95820,-121.448085,masterbarberbeauty@yahoo.com
(916) 441-1751,ZooZoom,http://sacramentozoozoom.com,http://www.sacramento365.com/event/detail/441128537/ZooZoom,04/10/2011,&nbsp;,38.5374604,Sun,04/10/2011,"Are you as fast as a hare or as slow as a tortoise? Find out at the 31st Annual ZooZoom which benefits the Sacramento Zoo. There are options for everyone from a 5K run/walk (3.1 miles) to a 10K run (6.2 miles). The 5K run/walk &amp; 10K run will lead participants through Land Park and the beautiful neighborhoods surrounding the Zoo. The Saucony Run For Good Kid Fun&nbsp;Runs include:&nbsp;220-yard run for ages 4-under (no toddlers, this event is on the road!), 440-yard run for ages 5-6, 1/2-Mile run for ages 7-9, 1-mile run for ages 10-12 (Additional waves may be added based on entry numbers).<br> <br> Afterward, join us for some fun at the post race party. Just show your race number as you enter for complimentary admission on race day. Refreshments for all runners will be on the Reptile House lawn at the runners expo.</p> <p>Proceeds from the 2011 ZooZoom will go toward the renovation of the North American River Otter Exhibit. One of the older exhibits at the Zoo, the otter pool and holding area are in need of a facelift. Plans are on the drawing board for renovation of the current exhibit to enlarge the usable space, provide more adequate off-exhibit dens and keeper area, and allow for a more visually-pleasing habitat for visitors to observe and enjoy the daily antics of the Zoo&rsquo;s two North American river otters.</p>			</p>    			<br><br>",Sacramento Zoo,Land Park Drive and Sutterville Road,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441128537/zoo11_web_1_small_medium.jpg,95822,-121.5036417,
(877) 696-6668 ext. 203,"California State Flower, Food, & Garden Show",http://www.calstategardenshow.com/,http://www.sacramento365.com/event/detail/441095041/California_State_Flower_Food_Garden_Show,,,38.594996,Thurs 10am-6pm,,"Cal State Shows is very pleased to announce the new California State Flower, Food, &amp; Garden Show. This show is driven by the passion and enthusiasm of gardeners from all over the State. Highlighting the diversity, scope, and interest of the California gardening community, this will be a true Flower, Food, &amp; Garden Show with something for everyone.</p>			</p>    			<br><br>",Cal Expo,1600 Exposition Blvd.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441095041/flower_food_garden_show_calstate_medium.jpg,95815,-121.427947,
(916) 600-9770,Sacramento Antique Faire,http://www.sacantiquefaire.com,http://www.sacramento365.com/event/detail/441147139/Sacramento_Antique_Faire,04/10/2011,,38.5609196,2nd Sun 6:30am-3pm,04/10/2011,"300 vendors from Sacramento, San Francisco, Berkeley, the Central Valley, Chico, Redding, Oregon, Nevada, and beyond set up shop at 21st Street between W &amp; X Streets in Midtown, Sacramento to sell antiques and collectibles of all eras! Furniture, vintage clothing and accessories, architectural items, garden, art, jewelry, textiles, paper, lighting, and collectibles of all kinds are there for the taking. A HUGE treasure hunt! Food and coffee are available. Come join the fun!</p>			</p>    			<br><br>",Sacramento Outdoor Marketplace (21st Street),2400 21st Street,(between W and X Streets)<br />						Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441147139/antique_faire_medium.gif,95814,-121.4852665,
(916) 558-2174,Jack and the Beanstalk,http://www.citytheatre.net/shows/2010_eight_views.html,http://www.sacramento365.com/event/detail/441166507/Jack_and_the_Beanstalk,,,38.5815972,Saturdays &amp;&nbsp;Sundays Noon,,"Jack and the Beanstalk is an adaptation of the classic fairytale, starring Jacob Vuksinich as Jack and Mikayla Lambeth as Kobe the Cow.</p>			</p>    			<br><br>",Black Box Theatre,1075 West Capitol Ave.,(Corner of West Capitol and Merkeley) <br />						West Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441166507/jack_beanstalk_medium.jpg,95691,-121.521958,
(916) 488-1122,Jewish Voices Concert with Rebecca Plack,http://www.eventbrite.com/event/1286414701,http://www.sacramento365.com/event/detail/441172387/Jewish_Voices_Concert_with_Rebecca_Plack,04/10/2011,,,Sun 3pm,04/10/2011,"Local soprano Rebecca Plack will perform songs originally composed or performed by Jewish performers in a solo concert of classical, opera, traditional folk melodies,  and Broadway show tunes titled, Jewish Voices:  Songs from the Old World, Tunes from the New.  Joined by Greg Mason on piano, Plack will highlight Jewish composers ranging from Gustav Mahler to George Gershwin to Stephen Sondheim.  She will also showcase the work of Lotte Sch&ouml;ne, the reigning diva of the Berlin State Opera, until she was forced to flee Nazi Germany in 1933.<br> <br> The first half of the program highlights songs that were composed, performed, and recorded by Jewish musicians before World War II. It begins with songs of Gustav Mahler (1860-1911) and continues with songs of Alexander Zemlinsky (1871-1942), a Viennese Jew whose lyrically beautiful compositions are virtually unknown today. The first half concludes with repertoire of soprano Lotte Sch&ouml;ne (1891-1977).<br> <br> The concert&rsquo;s second half features the works of Jewish lyricists and composers who emigrated to America and Israel after the war. These include generations of writers for the American musical theater, such as George Gershwin, Dorothy Fields, and Stephen Sondheim whose Broadway songs are now well-known theatrical standards.  The program concludes with Hebrew and Yiddish songs.<br> <br> With her vibrant voice and her musical knowledge, Plack has performed across the United States, Canada, and Europe. She has given solo recitals for the International Great Romantics Festival in Hamilton, Canada, the ATERForum Festival in Ferrara, Italy, and the Franz Liszt Museum in Budapest. Locally, she has sung at the Mondavi Center for the Performing Arts, the Sacramento Opera, and the Chamber Music Society of Sacramento.  Rebecca recently joined the faculty at the San Francisco Conservatory of Music, where she did postgraduate work.  She holds degrees in musicology and voice from Princeton University, Manhattan School of Music, and Cornell University.  Plack maintains private voice studios in Sacramento and Davis.<br> <br> The concert will be held at the Center at Twenty-Three Hundred, Sacramento&rsquo;s newest multi-use venue with state-of-the-art lighting and sound. The concert will help raise funds for the purchase of a new grand piano for the Center at Twenty-Three Hundred and benefit Mosaic Law Congregation&rsquo;s general fund.</p>			</p>    			<br><br>",The Center at Twenty-Three Hundred,2300 Sierra Blvd.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441172387/rebecca_plack_headshot_(1_mb)_medium.jpg,95825,,blue@mosaiclaw.org
(916) 808-3942,Rockin' Geology,http://www.thediscovery.org/at-the-museum/discovery-weekends/activities-calendar,http://www.sacramento365.com/event/detail/441173145/Rockin_Geology,,,38.6396346,Sat &amp; Sun 12:30pm-4pm,,"The Discovery Museum Science &amp; Space Center celebrates our 60th Anniversary with a year-long retrospective of science milestones of the last six decades. In April, we celebrate great science of the 1960s.</p> <p>Did you know earthquakes, volcanic activity, mountain-building, and oceanic trenches are all the result of plate tectonics?  The idea of plate tectonics was defined in 1967.  Cindy Pridmore, geologist with the California Geological Survey, will talk about why and where we have earthquakes in our state. There'll be fault blocks, the liquefaction box, the new state fault map, and a make and take fault activity map.  You can use the amazing Make-A-Quake machine and create an earthquake using the force of your body.  Everyone gets a free geologic map of California postcard!</p> <p>Planetarium shows at 1pm and 3pm are included with admission (ages 4 and above only); live animal shows at Noon and 2pm are for all ages.</p>			</p>    			<br><br>",Discovery Museum Science & Space Center,3615 Auburn Boulevard,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441173145/rockin_geology_medium.png,95821,-121.378541,events@thediscovery.org
,Four Year Strong,http://www.aceofspadessac.com/,http://www.sacramento365.com/event/detail/441173291/Four_Year_Strong,,,38.5698837,Sat 8pm,,"Four Year Strong are a pop punk band from Worcester, Massachusetts, formed in 2001. The group consists of vocalists and guitarists Dan O'Connor and Alan Day, bassist Joe Weiss, keyboardist and back-up vocalist Josh Lyford, and drummer Jackson Massucco, all of whom have tremendous beards. They have released four studio albums with the latest, Enemy of the World, released in March 2010.</p>			</p>    			<br><br>",Ace of Spades (formerly Venue Nightclub),1417 R St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441173291/four_year_strong_medium.jpg,95811,-121.4909482,
(916) 443-1927,Sacramento News & Review JAMMIES Show,http://www.nakedcoffee.net/espresso/?page_id=11,http://www.sacramento365.com/event/detail/441199407/Sacramento_News_Review_JAMMIES_Show,04/10/2011,,38.58234,Sun 5:30pm,04/10/2011,Multiple bands perform as part of the Sacramento&nbsp;News &amp;&nbsp;Review&nbsp;JAMMIES&nbsp;Show.</p>			</p>    			<br><br>,Naked Lounge - Downtown,1111 H Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441199407/jammies_medium.jpg,95814,-121.490711,
(916) 808-1182,Homeschool Day,http://www.crockerartmusuem.org,http://www.sacramento365.com/event/detail/441179735/Homeschool_Day,04/12/2011,,38.5776686,Tues Noon-2pm,04/12/2011,"Homeschool and&nbsp;individual&nbsp;family groups are invited to visit the Museum for thematic, gallery adventures designed to intrigue children ages six and older.</p> <p>Reservations are required.</p>			</p>    			<br><br>",Crocker Art Museum,216 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441179735/crocker_kids_medium.jpg,95814,-121.5062708,education@crockerartmuseum.org
